scenario,year,variable,value
SSP5,2033,displacement_beta,4.10756438268911
SSP5,2034,displacement_beta,4.20119800928491
SSP5,2035,displacement_beta,4.19483358519692
SSP5,2036,displacement_beta,4.19656622776153
SSP5,2037,displacement_beta,4.15455776988204
SSP5,2038,displacement_beta,4.09536434163619
SSP5,2039,displacement_beta,4.05138772703092
SSP5,2040,displacement_beta,4.02869288347397
SSP5,2041,displacement_beta,4.19388739914895
SSP5,2042,displacement_beta,4.27587729436546
SSP5,2043,displacement_beta,4.34598873118775
SSP5,2044,displacement_beta,4.41414779271735
SSP5,2045,displacement_beta,4.46109113439687
SSP5,2046,displacement_beta,4.68889940210554
SSP5,2047,displacement_beta,4.77955806094192
SSP5,2048,displacement_beta,4.88092444930988
SSP5,2049,displacement_beta,4.95928602498413
SSP5,2050,displacement_beta,5.04239571220582
SSP5,2051,displacement_beta,5.38587055293399
SSP5,2052,displacement_beta,5.50770819860526
SSP5,2053,displacement_beta,5.64299535260242
SSP5,2054,displacement_beta,5.77786498496901
SSP5,2055,displacement_beta,5.90461313555792
SSP5,2056,displacement_beta,6.33017605299186
SSP5,2057,displacement_beta,6.41704746915485
SSP5,2058,displacement_beta,6.54188902351848
SSP5,2059,displacement_beta,6.70710483404813
SSP5,2060,displacement_beta,6.8981456698109
SSP5,2061,displacement_beta,7.22004427770162
SSP5,2062,displacement_beta,7.28617113484927
SSP5,2063,displacement_beta,7.33901961266584
SSP5,2064,displacement_beta,7.39719893037064
SSP5,2065,displacement_beta,7.45258474754258
SSP5,2066,displacement_beta,7.59686453790429
SSP5,2067,displacement_beta,7.61573593459019
SSP5,2068,displacement_beta,7.64870092344548
SSP5,2069,displacement_beta,7.68116596229939
SSP5,2070,displacement_beta,7.75317758831618
SSP5,2071,displacement_beta,7.88982062609782
SSP5,2072,displacement_beta,8.01431195813729
SSP5,2073,displacement_beta,8.15850140675997
SSP5,2074,displacement_beta,8.30179422896931
SSP5,2075,displacement_beta,8.42440875855262
SSP5,2076,displacement_beta,8.58042630406501
SSP5,2077,displacement_beta,8.70670761689438
SSP5,2078,displacement_beta,8.83903695839027
SSP5,2079,displacement_beta,8.97602019965318
SSP5,2080,displacement_beta,9.12022977770101
SSP5,2081,displacement_beta,9.41386120907155
SSP5,2082,displacement_beta,9.76495340913456
SSP5,2083,displacement_beta,10.1244257574298
SSP5,2084,displacement_beta,10.3219458364368
SSP5,2085,displacement_beta,10.5196985449122
SSP5,2086,displacement_beta,10.618567054303
SSP5,2087,displacement_beta,10.6712146773107
SSP5,2088,displacement_beta,10.7382586459284
SSP5,2089,displacement_beta,10.7797183235563
SSP5,2090,displacement_beta,10.7863719870861
SSP5,2091,displacement_beta,10.7617893040365
SSP5,2092,displacement_beta,10.7441648478275
SSP5,2093,displacement_beta,10.7266780708612
SSP5,2094,displacement_beta,10.7197892386086
SSP5,2095,displacement_beta,10.6948611897574
SSP5,2096,displacement_beta,10.6062240629588
SSP5,2097,displacement_beta,10.5475557767924
SSP5,2098,displacement_beta,10.4842604421734
SSP5,2099,displacement_beta,10.4236543887899
SSP5,2100,displacement_beta,10.3534022068184
SSP1,2013,tmax_beta,29.145588667997
SSP1,2014,tmax_beta,29.3056915760892
SSP1,2015,tmax_beta,29.4866789152089
SSP1,2016,tmax_beta,29.4770187099019
SSP1,2017,tmax_beta,29.376350459188
SSP1,2018,tmax_beta,29.4484283912758
SSP1,2019,tmax_beta,29.5450278853217
SSP1,2020,tmax_beta,29.5333859765075
SSP1,2021,tmax_beta,29.4538721177125
SSP1,2022,tmax_beta,29.4909813493858
SSP1,2023,tmax_beta,29.5280905810592
SSP1,2024,tmax_beta,29.5651998127325
SSP1,2025,tmax_beta,29.6023090444058
SSP1,2026,tmax_beta,29.6394182760792
SSP1,2027,tmax_beta,29.6765275077525
SSP1,2028,tmax_beta,29.7136367394259
SSP1,2029,tmax_beta,29.7507459710992
SSP1,2030,tmax_beta,29.7878552027726
SSP1,2031,tmax_beta,29.8249644344459
SSP1,2032,tmax_beta,29.8620736661193
SSP1,2033,tmax_beta,29.8991828977926
SSP1,2034,tmax_beta,29.9362921294659
SSP1,2035,tmax_beta,29.9734013611393
SSP1,2036,tmax_beta,30.0105105928126
SSP1,2037,tmax_beta,30.047619824486
SSP1,2038,tmax_beta,30.0847290561593
SSP1,2039,tmax_beta,30.1218382878327
SSP1,2040,tmax_beta,30.158947519506
SSP1,2041,tmax_beta,30.1919433965992
SSP1,2042,tmax_beta,30.2249392736923
SSP1,2043,tmax_beta,30.2579351507855
SSP1,2044,tmax_beta,30.2909310278786
SSP1,2045,tmax_beta,30.3239269049718
SSP1,2046,tmax_beta,30.3569227820649
SSP1,2047,tmax_beta,30.3899186591581
SSP1,2048,tmax_beta,30.4229145362512
SSP1,2049,tmax_beta,30.4559104133444
SSP1,2050,tmax_beta,30.4889062904375
SSP1,2051,tmax_beta,30.5219021675307
SSP1,2052,tmax_beta,30.5548980446238
SSP1,2053,tmax_beta,30.587893921717
SSP1,2054,tmax_beta,30.6208897988102
SSP1,2055,tmax_beta,30.6538856759033
SSP1,2056,tmax_beta,30.6868815529965
SSP1,2057,tmax_beta,30.7198774300896
SSP1,2058,tmax_beta,30.7528733071828
SSP1,2059,tmax_beta,30.7858691842759
SSP1,2060,tmax_beta,30.8188650613691
SSP1,2061,tmax_beta,30.8312826713401
SSP1,2062,tmax_beta,30.8437002813111
SSP1,2063,tmax_beta,30.8561178912821
SSP1,2064,tmax_beta,30.8685355012531
SSP1,2065,tmax_beta,30.8809531112241
SSP1,2066,tmax_beta,30.8933707211951
SSP1,2067,tmax_beta,30.9057883311661
SSP1,2068,tmax_beta,30.9182059411371
SSP1,2069,tmax_beta,30.9306235511081
SSP1,2070,tmax_beta,30.9430411610792
SSP1,2071,tmax_beta,30.9554587710502
SSP1,2072,tmax_beta,30.9678763810212
SSP1,2073,tmax_beta,30.9802939909922
SSP1,2074,tmax_beta,30.9927116009632
SSP1,2075,tmax_beta,31.0051292109342
SSP1,2076,tmax_beta,31.0175468209052
SSP1,2077,tmax_beta,31.0299644308762
SSP1,2078,tmax_beta,31.0423820408472
SSP1,2079,tmax_beta,31.0547996508182
SSP1,2080,tmax_beta,31.0672172607892
SSP1,2081,tmax_beta,31.0664083628197
SSP1,2082,tmax_beta,31.0655994648502
SSP1,2083,tmax_beta,31.0647905668807
SSP1,2084,tmax_beta,31.0639816689112
SSP1,2085,tmax_beta,31.0631727709417
SSP1,2086,tmax_beta,31.0623638729722
SSP1,2087,tmax_beta,31.0615549750028
SSP1,2088,tmax_beta,31.0607460770333
SSP1,2089,tmax_beta,31.0599371790638
SSP1,2090,tmax_beta,31.0591282810943
SSP1,2091,tmax_beta,31.0583193831248
SSP1,2092,tmax_beta,31.0575104851553
SSP1,2093,tmax_beta,31.0567015871858
SSP1,2094,tmax_beta,31.0558926892163
SSP1,2095,tmax_beta,31.0550837912468
SSP1,2096,tmax_beta,31.0542748932773
SSP1,2097,tmax_beta,31.0534659953078
SSP1,2098,tmax_beta,31.0526570973383
SSP1,2099,tmax_beta,31.0518481993688
SSP1,2100,tmax_beta,31.0510393013993
SSP2,2013,tmax_beta,29.145588667997
SSP2,2014,tmax_beta,29.3056915760892
SSP2,2015,tmax_beta,29.4866789152089
SSP2,2016,tmax_beta,29.4770187099019
SSP2,2017,tmax_beta,29.376350459188
SSP2,2018,tmax_beta,29.4484283912758
SSP2,2019,tmax_beta,29.5450278853217
SSP2,2020,tmax_beta,29.5333859765075
SSP2,2021,tmax_beta,29.4538721177125
SSP2,2022,tmax_beta,29.4891975717681
SSP2,2023,tmax_beta,29.5245230258237
SSP2,2024,tmax_beta,29.5598484798793
SSP2,2025,tmax_beta,29.5951739339349
SSP2,2026,tmax_beta,29.6304993879905
SSP2,2027,tmax_beta,29.6658248420461
SSP2,2028,tmax_beta,29.7011502961017
SSP2,2029,tmax_beta,29.7364757501573
SSP2,2030,tmax_beta,29.7718012042129
SSP2,2031,tmax_beta,29.8071266582685
SSP2,2032,tmax_beta,29.8424521123241
SSP2,2033,tmax_beta,29.8777775663797
SSP2,2034,tmax_beta,29.9131030204354
SSP2,2035,tmax_beta,29.9484284744909
SSP2,2036,tmax_beta,29.9837539285466
SSP2,2037,tmax_beta,30.0190793826022
SSP2,2038,tmax_beta,30.0544048366578
SSP2,2039,tmax_beta,30.0897302907134
SSP2,2040,tmax_beta,30.125055744769
SSP2,2041,tmax_beta,30.1728472892109
SSP2,2042,tmax_beta,30.2206388336527
SSP2,2043,tmax_beta,30.2684303780946
SSP2,2044,tmax_beta,30.3162219225365
SSP2,2045,tmax_beta,30.3640134669784
SSP2,2046,tmax_beta,30.4118050114203
SSP2,2047,tmax_beta,30.4595965558621
SSP2,2048,tmax_beta,30.507388100304
SSP2,2049,tmax_beta,30.5551796447459
SSP2,2050,tmax_beta,30.6029711891877
SSP2,2051,tmax_beta,30.6507627336296
SSP2,2052,tmax_beta,30.6985542780715
SSP2,2053,tmax_beta,30.7463458225134
SSP2,2054,tmax_beta,30.7941373669553
SSP2,2055,tmax_beta,30.8419289113971
SSP2,2056,tmax_beta,30.889720455839
SSP2,2057,tmax_beta,30.9375120002809
SSP2,2058,tmax_beta,30.9853035447228
SSP2,2059,tmax_beta,31.0330950891647
SSP2,2060,tmax_beta,31.0808866336065
SSP2,2061,tmax_beta,31.1191838645709
SSP2,2062,tmax_beta,31.1574810955354
SSP2,2063,tmax_beta,31.1957783264998
SSP2,2064,tmax_beta,31.2340755574642
SSP2,2065,tmax_beta,31.2723727884286
SSP2,2066,tmax_beta,31.310670019393
SSP2,2067,tmax_beta,31.3489672503574
SSP2,2068,tmax_beta,31.3872644813218
SSP2,2069,tmax_beta,31.4255617122862
SSP2,2070,tmax_beta,31.4638589432506
SSP2,2071,tmax_beta,31.502156174215
SSP2,2072,tmax_beta,31.5404534051794
SSP2,2073,tmax_beta,31.5787506361439
SSP2,2074,tmax_beta,31.6170478671083
SSP2,2075,tmax_beta,31.6553450980727
SSP2,2076,tmax_beta,31.6936423290371
SSP2,2077,tmax_beta,31.7319395600015
SSP2,2078,tmax_beta,31.7702367909659
SSP2,2079,tmax_beta,31.8085340219303
SSP2,2080,tmax_beta,31.8468312528947
SSP2,2081,tmax_beta,31.8697594196795
SSP2,2082,tmax_beta,31.8926875864644
SSP2,2083,tmax_beta,31.9156157532492
SSP2,2084,tmax_beta,31.938543920034
SSP2,2085,tmax_beta,31.9614720868188
SSP2,2086,tmax_beta,31.9844002536037
SSP2,2087,tmax_beta,32.0073284203885
SSP2,2088,tmax_beta,32.0302565871733
SSP2,2089,tmax_beta,32.0531847539581
SSP2,2090,tmax_beta,32.076112920743
SSP2,2091,tmax_beta,32.0990410875278
SSP2,2092,tmax_beta,32.1219692543126
SSP2,2093,tmax_beta,32.1448974210975
SSP2,2094,tmax_beta,32.1678255878823
SSP2,2095,tmax_beta,32.1907537546671
SSP2,2096,tmax_beta,32.213681921452
SSP2,2097,tmax_beta,32.2366100882368
SSP2,2098,tmax_beta,32.2595382550216
SSP2,2099,tmax_beta,32.2824664218064
SSP2,2100,tmax_beta,32.3053945885913
SSP3,2013,tmax_beta,29.145588667997
SSP3,2014,tmax_beta,29.3056915760892
SSP3,2015,tmax_beta,29.4866789152089
SSP3,2016,tmax_beta,29.4770187099019
SSP3,2017,tmax_beta,29.376350459188
SSP3,2018,tmax_beta,29.4484283912758
SSP3,2019,tmax_beta,29.5450278853217
SSP3,2020,tmax_beta,29.5333859765075
SSP3,2021,tmax_beta,29.4538721177125
SSP3,2022,tmax_beta,29.490833150991
SSP3,2023,tmax_beta,29.5277941842696
SSP3,2024,tmax_beta,29.5647552175481
SSP3,2025,tmax_beta,29.6017162508267
SSP3,2026,tmax_beta,29.6386772841052
SSP3,2027,tmax_beta,29.6756383173838
SSP3,2028,tmax_beta,29.7125993506624
SSP3,2029,tmax_beta,29.7495603839409
SSP3,2030,tmax_beta,29.7865214172195
SSP3,2031,tmax_beta,29.823482450498
SSP3,2032,tmax_beta,29.8604434837766
SSP3,2033,tmax_beta,29.8974045170551
SSP3,2034,tmax_beta,29.9343655503337
SSP3,2035,tmax_beta,29.9713265836123
SSP3,2036,tmax_beta,30.0082876168908
SSP3,2037,tmax_beta,30.0452486501694
SSP3,2038,tmax_beta,30.0822096834479
SSP3,2039,tmax_beta,30.1191707167265
SSP3,2040,tmax_beta,30.156131750005
SSP3,2041,tmax_beta,30.212022515509
SSP3,2042,tmax_beta,30.267913281013
SSP3,2043,tmax_beta,30.323804046517
SSP3,2044,tmax_beta,30.379694812021
SSP3,2045,tmax_beta,30.4355855775249
SSP3,2046,tmax_beta,30.4914763430289
SSP3,2047,tmax_beta,30.5473671085329
SSP3,2048,tmax_beta,30.6032578740369
SSP3,2049,tmax_beta,30.6591486395409
SSP3,2050,tmax_beta,30.7150394050448
SSP3,2051,tmax_beta,30.7709301705488
SSP3,2052,tmax_beta,30.8268209360528
SSP3,2053,tmax_beta,30.8827117015568
SSP3,2054,tmax_beta,30.9386024670607
SSP3,2055,tmax_beta,30.9944932325647
SSP3,2056,tmax_beta,31.0503839980687
SSP3,2057,tmax_beta,31.1062747635727
SSP3,2058,tmax_beta,31.1621655290767
SSP3,2059,tmax_beta,31.2180562945806
SSP3,2060,tmax_beta,31.2739470600846
SSP3,2061,tmax_beta,31.3361042244802
SSP3,2062,tmax_beta,31.3982613888758
SSP3,2063,tmax_beta,31.4604185532713
SSP3,2064,tmax_beta,31.5225757176669
SSP3,2065,tmax_beta,31.5847328820624
SSP3,2066,tmax_beta,31.646890046458
SSP3,2067,tmax_beta,31.7090472108536
SSP3,2068,tmax_beta,31.7712043752491
SSP3,2069,tmax_beta,31.8333615396447
SSP3,2070,tmax_beta,31.8955187040402
SSP3,2071,tmax_beta,31.9576758684358
SSP3,2072,tmax_beta,32.0198330328314
SSP3,2073,tmax_beta,32.0819901972269
SSP3,2074,tmax_beta,32.1441473616225
SSP3,2075,tmax_beta,32.2063045260181
SSP3,2076,tmax_beta,32.2684616904136
SSP3,2077,tmax_beta,32.3306188548092
SSP3,2078,tmax_beta,32.3927760192048
SSP3,2079,tmax_beta,32.4549331836003
SSP3,2080,tmax_beta,32.5170903479959
SSP3,2081,tmax_beta,32.5852988935754
SSP3,2082,tmax_beta,32.6535074391548
SSP3,2083,tmax_beta,32.7217159847343
SSP3,2084,tmax_beta,32.7899245303138
SSP3,2085,tmax_beta,32.8581330758933
SSP3,2086,tmax_beta,32.9263416214728
SSP3,2087,tmax_beta,32.9945501670522
SSP3,2088,tmax_beta,33.0627587126317
SSP3,2089,tmax_beta,33.1309672582112
SSP3,2090,tmax_beta,33.1991758037907
SSP3,2091,tmax_beta,33.2673843493702
SSP3,2092,tmax_beta,33.3355928949497
SSP3,2093,tmax_beta,33.4038014405291
SSP3,2094,tmax_beta,33.4720099861086
SSP3,2095,tmax_beta,33.5402185316881
SSP3,2096,tmax_beta,33.6084270772676
SSP3,2097,tmax_beta,33.6766356228471
SSP3,2098,tmax_beta,33.7448441684266
SSP3,2099,tmax_beta,33.813052714006
SSP3,2100,tmax_beta,33.8812612595855
SSP5,2013,tmax_beta,29.145588667997
SSP5,2014,tmax_beta,29.3056915760892
SSP5,2015,tmax_beta,29.4866789152089
SSP5,2016,tmax_beta,29.4770187099019
SSP5,2017,tmax_beta,29.376350459188
SSP5,2018,tmax_beta,29.4484283912758
SSP5,2019,tmax_beta,29.5450278853217
SSP5,2020,tmax_beta,29.5333859765075
SSP5,2021,tmax_beta,29.4538721177125
SSP5,2022,tmax_beta,29.496995542661
SSP5,2023,tmax_beta,29.5401189676095
SSP5,2024,tmax_beta,29.5832423925579
SSP5,2025,tmax_beta,29.6263658175064
SSP5,2026,tmax_beta,29.6694892424549
SSP5,2027,tmax_beta,29.7126126674034
SSP5,2028,tmax_beta,29.7557360923519
SSP5,2029,tmax_beta,29.7988595173004
SSP5,2030,tmax_beta,29.8419829422489
SSP5,2031,tmax_beta,29.8851063671974
SSP5,2032,tmax_beta,29.9282297921459
SSP5,2033,tmax_beta,29.9713532170944
SSP5,2034,tmax_beta,30.0144766420429
SSP5,2035,tmax_beta,30.0576000669914
SSP5,2036,tmax_beta,30.1007234919399
SSP5,2037,tmax_beta,30.1438469168884
SSP5,2038,tmax_beta,30.1869703418369
SSP5,2039,tmax_beta,30.2300937667854
SSP5,2040,tmax_beta,30.2732171917338
SSP5,2041,tmax_beta,30.3354972287048
SSP5,2042,tmax_beta,30.3977772656757
SSP5,2043,tmax_beta,30.4600573026466
SSP5,2044,tmax_beta,30.5223373396175
SSP5,2045,tmax_beta,30.5846173765884
SSP5,2046,tmax_beta,30.6468974135593
SSP5,2047,tmax_beta,30.7091774505302
SSP5,2048,tmax_beta,30.7714574875011
SSP5,2049,tmax_beta,30.833737524472
SSP5,2050,tmax_beta,30.8960175614429
SSP5,2051,tmax_beta,30.9582975984138
SSP5,2052,tmax_beta,31.0205776353847
SSP5,2053,tmax_beta,31.0828576723556
SSP5,2054,tmax_beta,31.1451377093265
SSP5,2055,tmax_beta,31.2074177462974
SSP5,2056,tmax_beta,31.2696977832683
SSP5,2057,tmax_beta,31.3319778202393
SSP5,2058,tmax_beta,31.3942578572102
SSP5,2059,tmax_beta,31.4565378941811
SSP5,2060,tmax_beta,31.518817931152
SSP5,2061,tmax_beta,31.6023725004548
SSP5,2062,tmax_beta,31.6859270697577
SSP5,2063,tmax_beta,31.7694816390605
SSP5,2064,tmax_beta,31.8530362083633
SSP5,2065,tmax_beta,31.9365907776661
SSP5,2066,tmax_beta,32.020145346969
SSP5,2067,tmax_beta,32.1036999162718
SSP5,2068,tmax_beta,32.1872544855746
SSP5,2069,tmax_beta,32.2708090548775
SSP5,2070,tmax_beta,32.3543636241803
SSP5,2071,tmax_beta,32.4379181934831
SSP5,2072,tmax_beta,32.521472762786
SSP5,2073,tmax_beta,32.6050273320888
SSP5,2074,tmax_beta,32.6885819013916
SSP5,2075,tmax_beta,32.7721364706945
SSP5,2076,tmax_beta,32.8556910399973
SSP5,2077,tmax_beta,32.9392456093001
SSP5,2078,tmax_beta,33.022800178603
SSP5,2079,tmax_beta,33.1063547479058
SSP5,2080,tmax_beta,33.1899093172086
SSP5,2081,tmax_beta,33.2846527905471
SSP5,2082,tmax_beta,33.3793962638857
SSP5,2083,tmax_beta,33.4741397372242
SSP5,2084,tmax_beta,33.5688832105627
SSP5,2085,tmax_beta,33.6636266839013
SSP5,2086,tmax_beta,33.7583701572398
SSP5,2087,tmax_beta,33.8531136305783
SSP5,2088,tmax_beta,33.9478571039169
SSP5,2089,tmax_beta,34.0426005772554
SSP5,2090,tmax_beta,34.1373440505939
SSP5,2091,tmax_beta,34.2320875239325
SSP5,2092,tmax_beta,34.326830997271
SSP5,2093,tmax_beta,34.4215744706095
SSP5,2094,tmax_beta,34.5163179439481
SSP5,2095,tmax_beta,34.6110614172866
SSP5,2096,tmax_beta,34.7058048906251
SSP5,2097,tmax_beta,34.8005483639637
SSP5,2098,tmax_beta,34.8952918373022
SSP5,2099,tmax_beta,34.9900353106407
SSP5,2100,tmax_beta,35.0847787839793
SSP1,2013,prec_beta,-9.86015627129552
SSP1,2014,prec_beta,-9.63203939700942
SSP1,2015,prec_beta,-9.25767875278532
SSP1,2016,prec_beta,-9.81035325409167
SSP1,2017,prec_beta,-9.96592964229289
SSP1,2018,prec_beta,-9.69433776898317
SSP1,2019,prec_beta,-9.69599568505997
SSP1,2020,prec_beta,-9.84980811831544
SSP1,2021,prec_beta,-9.90066172514494
SSP1,2022,prec_beta,-9.91143633768039
SSP1,2023,prec_beta,-9.92221095021585
SSP1,2024,prec_beta,-9.93298556275131
SSP1,2025,prec_beta,-9.94376017528676
SSP1,2026,prec_beta,-9.95453478782222
SSP1,2027,prec_beta,-9.96530940035767
SSP1,2028,prec_beta,-9.97608401289313
SSP1,2029,prec_beta,-9.98685862542858
SSP1,2030,prec_beta,-9.99763323796403
SSP1,2031,prec_beta,-10.0084078504995
SSP1,2032,prec_beta,-10.0191824630349
SSP1,2033,prec_beta,-10.0299570755704
SSP1,2034,prec_beta,-10.0407316881059
SSP1,2035,prec_beta,-10.0515063006413
SSP1,2036,prec_beta,-10.0622809131768
SSP1,2037,prec_beta,-10.0730555257122
SSP1,2038,prec_beta,-10.0838301382477
SSP1,2039,prec_beta,-10.0946047507831
SSP1,2040,prec_beta,-10.1053793633186
SSP1,2041,prec_beta,-10.1097803307906
SSP1,2042,prec_beta,-10.1141812982625
SSP1,2043,prec_beta,-10.1185822657345
SSP1,2044,prec_beta,-10.1229832332064
SSP1,2045,prec_beta,-10.1273842006784
SSP1,2046,prec_beta,-10.1317851681504
SSP1,2047,prec_beta,-10.1361861356223
SSP1,2048,prec_beta,-10.1405871030943
SSP1,2049,prec_beta,-10.1449880705663
SSP1,2050,prec_beta,-10.1493890380382
SSP1,2051,prec_beta,-10.1537900055102
SSP1,2052,prec_beta,-10.1581909729822
SSP1,2053,prec_beta,-10.1625919404541
SSP1,2054,prec_beta,-10.1669929079261
SSP1,2055,prec_beta,-10.171393875398
SSP1,2056,prec_beta,-10.17579484287
SSP1,2057,prec_beta,-10.180195810342
SSP1,2058,prec_beta,-10.1845967778139
SSP1,2059,prec_beta,-10.1889977452859
SSP1,2060,prec_beta,-10.1933987127578
SSP1,2061,prec_beta,-10.1934324423487
SSP1,2062,prec_beta,-10.1934661719395
SSP1,2063,prec_beta,-10.1934999015304
SSP1,2064,prec_beta,-10.1935336311212
SSP1,2065,prec_beta,-10.1935673607121
SSP1,2066,prec_beta,-10.1936010903029
SSP1,2067,prec_beta,-10.1936348198937
SSP1,2068,prec_beta,-10.1936685494846
SSP1,2069,prec_beta,-10.1937022790754
SSP1,2070,prec_beta,-10.1937360086663
SSP1,2071,prec_beta,-10.1937697382571
SSP1,2072,prec_beta,-10.193803467848
SSP1,2073,prec_beta,-10.1938371974388
SSP1,2074,prec_beta,-10.1938709270296
SSP1,2075,prec_beta,-10.1939046566205
SSP1,2076,prec_beta,-10.1939383862113
SSP1,2077,prec_beta,-10.1939721158022
SSP1,2078,prec_beta,-10.194005845393
SSP1,2079,prec_beta,-10.1940395749839
SSP1,2080,prec_beta,-10.1940733045747
SSP1,2081,prec_beta,-10.1994677891362
SSP1,2082,prec_beta,-10.2048622736977
SSP1,2083,prec_beta,-10.2102567582592
SSP1,2084,prec_beta,-10.2156512428207
SSP1,2085,prec_beta,-10.2210457273822
SSP1,2086,prec_beta,-10.2264402119437
SSP1,2087,prec_beta,-10.2318346965052
SSP1,2088,prec_beta,-10.2372291810667
SSP1,2089,prec_beta,-10.2426236656282
SSP1,2090,prec_beta,-10.2480181501897
SSP1,2091,prec_beta,-10.2534126347512
SSP1,2092,prec_beta,-10.2588071193127
SSP1,2093,prec_beta,-10.2642016038742
SSP1,2094,prec_beta,-10.2695960884357
SSP1,2095,prec_beta,-10.2749905729973
SSP1,2096,prec_beta,-10.2803850575588
SSP1,2097,prec_beta,-10.2857795421203
SSP1,2098,prec_beta,-10.2911740266818
SSP1,2099,prec_beta,-10.2965685112433
SSP1,2100,prec_beta,-10.3019629958048
SSP2,2013,prec_beta,-9.86015627129552
SSP2,2014,prec_beta,-9.63203939700942
SSP2,2015,prec_beta,-9.25767875278532
SSP2,2016,prec_beta,-9.81035325409167
SSP2,2017,prec_beta,-9.96592964229289
SSP2,2018,prec_beta,-9.69433776898317
SSP2,2019,prec_beta,-9.69599568505997
SSP2,2020,prec_beta,-9.84980811831544
SSP2,2021,prec_beta,-9.90066172514494
SSP2,2022,prec_beta,-9.90825237437953
SSP2,2023,prec_beta,-9.91584302361412
SSP2,2024,prec_beta,-9.92343367284871
SSP2,2025,prec_beta,-9.93102432208331
SSP2,2026,prec_beta,-9.9386149713179
SSP2,2027,prec_beta,-9.9462056205525
SSP2,2028,prec_beta,-9.95379626978708
SSP2,2029,prec_beta,-9.96138691902168
SSP2,2030,prec_beta,-9.96897756825626
SSP2,2031,prec_beta,-9.97656821749087
SSP2,2032,prec_beta,-9.98415886672545
SSP2,2033,prec_beta,-9.99174951596004
SSP2,2034,prec_beta,-9.99934016519464
SSP2,2035,prec_beta,-10.0069308144292
SSP2,2036,prec_beta,-10.0145214636638
SSP2,2037,prec_beta,-10.0221121128984
SSP2,2038,prec_beta,-10.029702762133
SSP2,2039,prec_beta,-10.0372934113676
SSP2,2040,prec_beta,-10.0448840606022
SSP2,2041,prec_beta,-10.0522095619343
SSP2,2042,prec_beta,-10.0595350632664
SSP2,2043,prec_beta,-10.0668605645984
SSP2,2044,prec_beta,-10.0741860659305
SSP2,2045,prec_beta,-10.0815115672626
SSP2,2046,prec_beta,-10.0888370685946
SSP2,2047,prec_beta,-10.0961625699267
SSP2,2048,prec_beta,-10.1034880712588
SSP2,2049,prec_beta,-10.1108135725909
SSP2,2050,prec_beta,-10.1181390739229
SSP2,2051,prec_beta,-10.125464575255
SSP2,2052,prec_beta,-10.1327900765871
SSP2,2053,prec_beta,-10.1401155779192
SSP2,2054,prec_beta,-10.1474410792512
SSP2,2055,prec_beta,-10.1547665805833
SSP2,2056,prec_beta,-10.1620920819154
SSP2,2057,prec_beta,-10.1694175832475
SSP2,2058,prec_beta,-10.1767430845795
SSP2,2059,prec_beta,-10.1840685859116
SSP2,2060,prec_beta,-10.1913940872437
SSP2,2061,prec_beta,-10.1964757278567
SSP2,2062,prec_beta,-10.2015573684696
SSP2,2063,prec_beta,-10.2066390090826
SSP2,2064,prec_beta,-10.2117206496956
SSP2,2065,prec_beta,-10.2168022903085
SSP2,2066,prec_beta,-10.2218839309215
SSP2,2067,prec_beta,-10.2269655715345
SSP2,2068,prec_beta,-10.2320472121474
SSP2,2069,prec_beta,-10.2371288527604
SSP2,2070,prec_beta,-10.2422104933734
SSP2,2071,prec_beta,-10.2472921339863
SSP2,2072,prec_beta,-10.2523737745993
SSP2,2073,prec_beta,-10.2574554152123
SSP2,2074,prec_beta,-10.2625370558252
SSP2,2075,prec_beta,-10.2676186964382
SSP2,2076,prec_beta,-10.2727003370512
SSP2,2077,prec_beta,-10.2777819776641
SSP2,2078,prec_beta,-10.2828636182771
SSP2,2079,prec_beta,-10.2879452588901
SSP2,2080,prec_beta,-10.293026899503
SSP2,2081,prec_beta,-10.2925733640566
SSP2,2082,prec_beta,-10.2921198286101
SSP2,2083,prec_beta,-10.2916662931636
SSP2,2084,prec_beta,-10.2912127577171
SSP2,2085,prec_beta,-10.2907592222706
SSP2,2086,prec_beta,-10.2903056868241
SSP2,2087,prec_beta,-10.2898521513777
SSP2,2088,prec_beta,-10.2893986159312
SSP2,2089,prec_beta,-10.2889450804847
SSP2,2090,prec_beta,-10.2884915450382
SSP2,2091,prec_beta,-10.2880380095917
SSP2,2092,prec_beta,-10.2875844741452
SSP2,2093,prec_beta,-10.2871309386987
SSP2,2094,prec_beta,-10.2866774032523
SSP2,2095,prec_beta,-10.2862238678058
SSP2,2096,prec_beta,-10.2857703323593
SSP2,2097,prec_beta,-10.2853167969128
SSP2,2098,prec_beta,-10.2848632614663
SSP2,2099,prec_beta,-10.2844097260198
SSP2,2100,prec_beta,-10.2839561905733
SSP3,2013,prec_beta,-9.86015627129552
SSP3,2014,prec_beta,-9.63203939700942
SSP3,2015,prec_beta,-9.25767875278532
SSP3,2016,prec_beta,-9.81035325409167
SSP3,2017,prec_beta,-9.96592964229289
SSP3,2018,prec_beta,-9.69433776898317
SSP3,2019,prec_beta,-9.69599568505997
SSP3,2020,prec_beta,-9.84980811831544
SSP3,2021,prec_beta,-9.90066172514494
SSP3,2022,prec_beta,-9.90776012012429
SSP3,2023,prec_beta,-9.91485851510367
SSP3,2024,prec_beta,-9.92195691008302
SSP3,2025,prec_beta,-9.92905530506239
SSP3,2026,prec_beta,-9.93615370004175
