scenario,year,variable,value
SSP3,2027,prec_beta,-9.94325209502111
SSP3,2028,prec_beta,-9.95035049000047
SSP3,2029,prec_beta,-9.95744888497984
SSP3,2030,prec_beta,-9.9645472799592
SSP3,2031,prec_beta,-9.97164567493856
SSP3,2032,prec_beta,-9.97874406991792
SSP3,2033,prec_beta,-9.98584246489728
SSP3,2034,prec_beta,-9.99294085987665
SSP3,2035,prec_beta,-10.000039254856
SSP3,2036,prec_beta,-10.0071376498354
SSP3,2037,prec_beta,-10.0142360448147
SSP3,2038,prec_beta,-10.0213344397941
SSP3,2039,prec_beta,-10.0284328347735
SSP3,2040,prec_beta,-10.0355312297528
SSP3,2041,prec_beta,-10.038530760502
SSP3,2042,prec_beta,-10.0415302912511
SSP3,2043,prec_beta,-10.0445298220003
SSP3,2044,prec_beta,-10.0475293527495
SSP3,2045,prec_beta,-10.0505288834986
SSP3,2046,prec_beta,-10.0535284142478
SSP3,2047,prec_beta,-10.056527944997
SSP3,2048,prec_beta,-10.0595274757461
SSP3,2049,prec_beta,-10.0625270064953
SSP3,2050,prec_beta,-10.0655265372445
SSP3,2051,prec_beta,-10.0685260679936
SSP3,2052,prec_beta,-10.0715255987428
SSP3,2053,prec_beta,-10.074525129492
SSP3,2054,prec_beta,-10.0775246602411
SSP3,2055,prec_beta,-10.0805241909903
SSP3,2056,prec_beta,-10.0835237217395
SSP3,2057,prec_beta,-10.0865232524886
SSP3,2058,prec_beta,-10.0895227832378
SSP3,2059,prec_beta,-10.092522313987
SSP3,2060,prec_beta,-10.0955218447361
SSP3,2061,prec_beta,-10.098067746461
SSP3,2062,prec_beta,-10.1006136481858
SSP3,2063,prec_beta,-10.1031595499106
SSP3,2064,prec_beta,-10.1057054516355
SSP3,2065,prec_beta,-10.1082513533603
SSP3,2066,prec_beta,-10.1107972550852
SSP3,2067,prec_beta,-10.11334315681
SSP3,2068,prec_beta,-10.1158890585348
SSP3,2069,prec_beta,-10.1184349602597
SSP3,2070,prec_beta,-10.1209808619845
SSP3,2071,prec_beta,-10.1235267637093
SSP3,2072,prec_beta,-10.1260726654342
SSP3,2073,prec_beta,-10.128618567159
SSP3,2074,prec_beta,-10.1311644688838
SSP3,2075,prec_beta,-10.1337103706087
SSP3,2076,prec_beta,-10.1362562723335
SSP3,2077,prec_beta,-10.1388021740583
SSP3,2078,prec_beta,-10.1413480757832
SSP3,2079,prec_beta,-10.143893977508
SSP3,2080,prec_beta,-10.1464398792329
SSP3,2081,prec_beta,-10.1439850648881
SSP3,2082,prec_beta,-10.1415302505433
SSP3,2083,prec_beta,-10.1390754361986
SSP3,2084,prec_beta,-10.1366206218538
SSP3,2085,prec_beta,-10.134165807509
SSP3,2086,prec_beta,-10.1317109931642
SSP3,2087,prec_beta,-10.1292561788195
SSP3,2088,prec_beta,-10.1268013644747
SSP3,2089,prec_beta,-10.1243465501299
SSP3,2090,prec_beta,-10.1218917357851
SSP3,2091,prec_beta,-10.1194369214404
SSP3,2092,prec_beta,-10.1169821070956
SSP3,2093,prec_beta,-10.1145272927508
SSP3,2094,prec_beta,-10.112072478406
SSP3,2095,prec_beta,-10.1096176640613
SSP3,2096,prec_beta,-10.1071628497165
SSP3,2097,prec_beta,-10.1047080353717
SSP3,2098,prec_beta,-10.1022532210269
SSP3,2099,prec_beta,-10.0997984066822
SSP3,2100,prec_beta,-10.0973435923374
SSP5,2013,prec_beta,-9.86015627129552
SSP5,2014,prec_beta,-9.63203939700942
SSP5,2015,prec_beta,-9.25767875278532
SSP5,2016,prec_beta,-9.81035325409167
SSP5,2017,prec_beta,-9.96592964229289
SSP5,2018,prec_beta,-9.69433776898317
SSP5,2019,prec_beta,-9.69599568505997
SSP5,2020,prec_beta,-9.84980811831544
SSP5,2021,prec_beta,-9.90066172514494
SSP5,2022,prec_beta,-9.90548758505697
SSP5,2023,prec_beta,-9.910313444969
SSP5,2024,prec_beta,-9.91513930488102
SSP5,2025,prec_beta,-9.91996516479306
SSP5,2026,prec_beta,-9.92479102470509
SSP5,2027,prec_beta,-9.92961688461711
SSP5,2028,prec_beta,-9.93444274452914
SSP5,2029,prec_beta,-9.93926860444117
SSP5,2030,prec_beta,-9.9440944643532
SSP5,2031,prec_beta,-9.94892032426523
SSP5,2032,prec_beta,-9.95374618417726
SSP5,2033,prec_beta,-9.95857204408929
SSP5,2034,prec_beta,-9.96339790400132
SSP5,2035,prec_beta,-9.96822376391335
SSP5,2036,prec_beta,-9.97304962382537
SSP5,2037,prec_beta,-9.97787548373741
SSP5,2038,prec_beta,-9.98270134364944
SSP5,2039,prec_beta,-9.98752720356146
SSP5,2040,prec_beta,-9.9923530634735
SSP5,2041,prec_beta,-9.99313564198403
SSP5,2042,prec_beta,-9.99391822049456
SSP5,2043,prec_beta,-9.99470079900509
SSP5,2044,prec_beta,-9.99548337751562
SSP5,2045,prec_beta,-9.99626595602615
SSP5,2046,prec_beta,-9.99704853453668
SSP5,2047,prec_beta,-9.99783111304722
SSP5,2048,prec_beta,-9.99861369155776
SSP5,2049,prec_beta,-9.99939627006829
SSP5,2050,prec_beta,-10.0001788485788
SSP5,2051,prec_beta,-10.0009614270894
SSP5,2052,prec_beta,-10.0017440055999
SSP5,2053,prec_beta,-10.0025265841104
SSP5,2054,prec_beta,-10.003309162621
SSP5,2055,prec_beta,-10.0040917411315
SSP5,2056,prec_beta,-10.004874319642
SSP5,2057,prec_beta,-10.0056568981525
SSP5,2058,prec_beta,-10.0064394766631
SSP5,2059,prec_beta,-10.0072220551736
SSP5,2060,prec_beta,-10.0080046336841
SSP5,2061,prec_beta,-10.0090565664321
SSP5,2062,prec_beta,-10.01010849918
SSP5,2063,prec_beta,-10.011160431928
SSP5,2064,prec_beta,-10.0122123646759
SSP5,2065,prec_beta,-10.0132642974238
SSP5,2066,prec_beta,-10.0143162301718
SSP5,2067,prec_beta,-10.0153681629197
SSP5,2068,prec_beta,-10.0164200956676
SSP5,2069,prec_beta,-10.0174720284156
SSP5,2070,prec_beta,-10.0185239611635
SSP5,2071,prec_beta,-10.0195758939115
SSP5,2072,prec_beta,-10.0206278266594
SSP5,2073,prec_beta,-10.0216797594073
SSP5,2074,prec_beta,-10.0227316921553
SSP5,2075,prec_beta,-10.0237836249032
SSP5,2076,prec_beta,-10.0248355576512
SSP5,2077,prec_beta,-10.0258874903991
SSP5,2078,prec_beta,-10.026939423147
SSP5,2079,prec_beta,-10.027991355895
SSP5,2080,prec_beta,-10.0290432886429
SSP5,2081,prec_beta,-10.0287899197052
SSP5,2082,prec_beta,-10.0285365507675
SSP5,2083,prec_beta,-10.0282831818298
SSP5,2084,prec_beta,-10.0280298128921
SSP5,2085,prec_beta,-10.0277764439545
SSP5,2086,prec_beta,-10.0275230750168
SSP5,2087,prec_beta,-10.0272697060791
SSP5,2088,prec_beta,-10.0270163371414
SSP5,2089,prec_beta,-10.0267629682037
SSP5,2090,prec_beta,-10.026509599266
SSP5,2091,prec_beta,-10.0262562303283
SSP5,2092,prec_beta,-10.0260028613906
SSP5,2093,prec_beta,-10.0257494924529
SSP5,2094,prec_beta,-10.0254961235152
SSP5,2095,prec_beta,-10.0252427545775
SSP5,2096,prec_beta,-10.0249893856398
SSP5,2097,prec_beta,-10.0247360167021
SSP5,2098,prec_beta,-10.0244826477644
SSP5,2099,prec_beta,-10.0242292788267
SSP5,2100,prec_beta,-10.023975909889
SSP1,2013,conflict_beta,2.17871975780144
SSP1,2014,conflict_beta,2.36069439957419
SSP1,2015,conflict_beta,2.59462922519913
SSP1,2016,conflict_beta,2.30192622790391
SSP1,2017,conflict_beta,2.5381498287441
SSP1,2018,conflict_beta,2.43425270455698
SSP1,2019,conflict_beta,2.30450732539979
SSP1,2020,conflict_beta,2.31601872112161
SSP1,2021,conflict_beta,2.19143790639172
SSP1,2022,conflict_beta,2.2441347361973
SSP1,2023,conflict_beta,2.29461650674742
SSP1,2024,conflict_beta,2.33847903557158
SSP1,2025,conflict_beta,2.38338727823175
SSP1,2026,conflict_beta,2.25661467341523
SSP1,2027,conflict_beta,2.33144344141776
SSP1,2028,conflict_beta,2.39546318682066
SSP1,2029,conflict_beta,2.44610517315335
SSP1,2030,conflict_beta,2.49249572636979
SSP1,2031,conflict_beta,2.42378674038118
SSP1,2032,conflict_beta,2.50897865401984
SSP1,2033,conflict_beta,2.57845655139793
SSP1,2034,conflict_beta,2.63113918728086
SSP1,2035,conflict_beta,2.67519314794087
SSP1,2036,conflict_beta,2.62746027199216
SSP1,2037,conflict_beta,2.66190982403934
SSP1,2038,conflict_beta,2.6789898105769
SSP1,2039,conflict_beta,2.69588796880221
SSP1,2040,conflict_beta,2.7136467007796
SSP1,2041,conflict_beta,2.69471602298771
SSP1,2042,conflict_beta,2.70502517843273
SSP1,2043,conflict_beta,2.71549889846721
SSP1,2044,conflict_beta,2.72637655664562
SSP1,2045,conflict_beta,2.73840358016929
SSP1,2046,conflict_beta,2.7227743834913
SSP1,2047,conflict_beta,2.7361562923238
SSP1,2048,conflict_beta,2.74994104201899
SSP1,2049,conflict_beta,2.7654780611951
SSP1,2050,conflict_beta,2.78429290261872
SSP1,2051,conflict_beta,2.77669177660306
SSP1,2052,conflict_beta,2.79562734477677
SSP1,2053,conflict_beta,2.81864613914629
SSP1,2054,conflict_beta,2.84444649301774
SSP1,2055,conflict_beta,2.87145813495454
SSP1,2056,conflict_beta,2.86346412889333
SSP1,2057,conflict_beta,2.89349764995474
SSP1,2058,conflict_beta,2.92837354104352
SSP1,2059,conflict_beta,2.96472948099392
SSP1,2060,conflict_beta,3.00213214650288
SSP1,2061,conflict_beta,3.00026760970503
SSP1,2062,conflict_beta,3.02306727119454
SSP1,2063,conflict_beta,3.04427610906686
SSP1,2064,conflict_beta,3.06407029528145
SSP1,2065,conflict_beta,3.08200513930313
SSP1,2066,conflict_beta,3.12292025471174
SSP1,2067,conflict_beta,3.1448964141724
SSP1,2068,conflict_beta,3.1653772172123
SSP1,2069,conflict_beta,3.18434202281762
SSP1,2070,conflict_beta,3.2022654329697
SSP1,2071,conflict_beta,3.27789495905321
SSP1,2072,conflict_beta,3.29691084316379
SSP1,2073,conflict_beta,3.31422940042215
SSP1,2074,conflict_beta,3.33023291100627
SSP1,2075,conflict_beta,3.34544835093943
SSP1,2076,conflict_beta,3.40022541721401
SSP1,2077,conflict_beta,3.41425148848018
SSP1,2078,conflict_beta,3.42775139446809
SSP1,2079,conflict_beta,3.44094996628017
SSP1,2080,conflict_beta,3.45412223439033
SSP1,2081,conflict_beta,3.49516862522681
SSP1,2082,conflict_beta,3.49464394123183
SSP1,2083,conflict_beta,3.49381153006913
SSP1,2084,conflict_beta,3.4925420952278
SSP1,2085,conflict_beta,3.49121926533053
SSP1,2086,conflict_beta,3.53304353470921
SSP1,2087,conflict_beta,3.53134323312699
SSP1,2088,conflict_beta,3.52928155807963
SSP1,2089,conflict_beta,3.52702192246811
SSP1,2090,conflict_beta,3.52436392322118
SSP1,2091,conflict_beta,3.56820776257465
SSP1,2092,conflict_beta,3.56583512155544
SSP1,2093,conflict_beta,3.5635446478277
SSP1,2094,conflict_beta,3.56121787654466
SSP1,2095,conflict_beta,3.5589277092557
SSP1,2096,conflict_beta,3.6190391047631
SSP1,2097,conflict_beta,3.61688092536154
SSP1,2098,conflict_beta,3.6142170012362
SSP1,2099,conflict_beta,3.61145726801246
SSP1,2100,conflict_beta,3.60882851005746
SSP2,2013,conflict_beta,2.16908822736801
SSP2,2014,conflict_beta,2.35124024029517
SSP2,2015,conflict_beta,2.58808731546354
SSP2,2016,conflict_beta,2.29190933353648
SSP2,2017,conflict_beta,2.53880909306143
SSP2,2018,conflict_beta,2.4310883647358
SSP2,2019,conflict_beta,2.29668362901691
SSP2,2020,conflict_beta,2.31178650799863
SSP2,2021,conflict_beta,2.24896895521835
SSP2,2022,conflict_beta,2.29686001347689
SSP2,2023,conflict_beta,2.33649524828046
SSP2,2024,conflict_beta,2.37262800587067
SSP2,2025,conflict_beta,2.40972794410779
SSP2,2026,conflict_beta,2.37560791208041
SSP2,2027,conflict_beta,2.41977134932395
SSP2,2028,conflict_beta,2.46120826870832
SSP2,2029,conflict_beta,2.50067743233703
SSP2,2030,conflict_beta,2.53403020929159
SSP2,2031,conflict_beta,2.53469125492079
SSP2,2032,conflict_beta,2.58925747306781
SSP2,2033,conflict_beta,2.63879217852689
SSP2,2034,conflict_beta,2.68763758765203
SSP2,2035,conflict_beta,2.72873316048881
SSP2,2036,conflict_beta,2.68870627858452
SSP2,2037,conflict_beta,2.72349237403737
SSP2,2038,conflict_beta,2.74334907638173
SSP2,2039,conflict_beta,2.75321867388328
SSP2,2040,conflict_beta,2.75879719160896
SSP2,2041,conflict_beta,2.72444889580991
SSP2,2042,conflict_beta,2.7413329877439
SSP2,2043,conflict_beta,2.75697201323034
SSP2,2044,conflict_beta,2.77283583621264
SSP2,2045,conflict_beta,2.78970178897061
SSP2,2046,conflict_beta,2.77294704639485
SSP2,2047,conflict_beta,2.78938099468343
SSP2,2048,conflict_beta,2.80850568634204
SSP2,2049,conflict_beta,2.83002461978826
SSP2,2050,conflict_beta,2.85269644892018
SSP2,2051,conflict_beta,2.83356463351362
SSP2,2052,conflict_beta,2.85830799742342
SSP2,2053,conflict_beta,2.88813924211647
SSP2,2054,conflict_beta,2.92325479253959
SSP2,2055,conflict_beta,2.96393981273961
SSP2,2056,conflict_beta,2.9483143263345
SSP2,2057,conflict_beta,2.99845821228748
SSP2,2058,conflict_beta,3.05607259070188
SSP2,2059,conflict_beta,3.1183829528814
SSP2,2060,conflict_beta,3.18125911131188
SSP2,2061,conflict_beta,3.17486765637791
SSP2,2062,conflict_beta,3.2269614630861
SSP2,2063,conflict_beta,3.27389139982747
SSP2,2064,conflict_beta,3.31472306070619
SSP2,2065,conflict_beta,3.34995600957955
SSP2,2066,conflict_beta,3.34804681217922
SSP2,2067,conflict_beta,3.38458324780965
SSP2,2068,conflict_beta,3.41564636402858
SSP2,2069,conflict_beta,3.44394514215554
SSP2,2070,conflict_beta,3.46993240255878
SSP2,2071,conflict_beta,3.47774011900074
SSP2,2072,conflict_beta,3.50463353220403
SSP2,2073,conflict_beta,3.52910192418707
SSP2,2074,conflict_beta,3.55199989067052
SSP2,2075,conflict_beta,3.57486314593189
SSP2,2076,conflict_beta,3.59394477710186
SSP2,2077,conflict_beta,3.6218687842136
SSP2,2078,conflict_beta,3.64993128672361
SSP2,2079,conflict_beta,3.67765982524977
SSP2,2080,conflict_beta,3.70513634358881
SSP2,2081,conflict_beta,3.7187866635351
SSP2,2082,conflict_beta,3.7382816446666
SSP2,2083,conflict_beta,3.75660194550221
SSP2,2084,conflict_beta,3.77227445425796
SSP2,2085,conflict_beta,3.78607025419126
SSP2,2086,conflict_beta,3.79238500900385
SSP2,2087,conflict_beta,3.80759125477493
SSP2,2088,conflict_beta,3.82536606581988
SSP2,2089,conflict_beta,3.84362723820546
SSP2,2090,conflict_beta,3.86270756692341
SSP2,2091,conflict_beta,3.87567174022526
SSP2,2092,conflict_beta,3.89673619617946
SSP2,2093,conflict_beta,3.91844481229432
SSP2,2094,conflict_beta,3.94030738963395
SSP2,2095,conflict_beta,3.96145758627798
SSP2,2096,conflict_beta,3.97772665807656
SSP2,2097,conflict_beta,3.99826220711178
SSP2,2098,conflict_beta,4.01792567072617
SSP2,2099,conflict_beta,4.03760393924626
SSP2,2100,conflict_beta,4.05671899137749
SSP3,2013,conflict_beta,2.16342520678871
SSP3,2014,conflict_beta,2.34462689649678
SSP3,2015,conflict_beta,2.58463891289156
SSP3,2016,conflict_beta,2.28042705946401
SSP3,2017,conflict_beta,2.53733097600344
SSP3,2018,conflict_beta,2.43121765028261
SSP3,2019,conflict_beta,2.28460963788587
SSP3,2020,conflict_beta,2.30772247285714
SSP3,2021,conflict_beta,2.28473367709687
SSP3,2022,conflict_beta,2.32298794478616
SSP3,2023,conflict_beta,2.35551227235317
SSP3,2024,conflict_beta,2.3869860794982
SSP3,2025,conflict_beta,2.41525803740525
SSP3,2026,conflict_beta,2.41669305699705
SSP3,2027,conflict_beta,2.45581006819973
SSP3,2028,conflict_beta,2.49017075530028
SSP3,2029,conflict_beta,2.52382948773039
SSP3,2030,conflict_beta,2.55640948565344
SSP3,2031,conflict_beta,2.64615381578282
SSP3,2032,conflict_beta,2.68732466027608
SSP3,2033,conflict_beta,2.72820948467317
SSP3,2034,conflict_beta,2.77018290803452
SSP3,2035,conflict_beta,2.80664962809728
SSP3,2036,conflict_beta,2.81995658642397
SSP3,2037,conflict_beta,2.83985314143551
SSP3,2038,conflict_beta,2.85136702313055
SSP3,2039,conflict_beta,2.85667400315907
SSP3,2040,conflict_beta,2.86365121629319
SSP3,2041,conflict_beta,2.87263637980232
SSP3,2042,conflict_beta,2.8855928520703
SSP3,2043,conflict_beta,2.89922611398887
SSP3,2044,conflict_beta,2.91330966377222
SSP3,2045,conflict_beta,2.92661234923445
SSP3,2046,conflict_beta,2.9619454394411
SSP3,2047,conflict_beta,2.9806089148474
SSP3,2048,conflict_beta,3.00272869417418
SSP3,2049,conflict_beta,3.02952960575937
SSP3,2050,conflict_beta,3.06291035255528
SSP3,2051,conflict_beta,3.11315344473298
SSP3,2052,conflict_beta,3.16399097147635
SSP3,2053,conflict_beta,3.21692631791227
SSP3,2054,conflict_beta,3.27021436811147
SSP3,2055,conflict_beta,3.32718526149097
SSP3,2056,conflict_beta,3.35783299796276
SSP3,2057,conflict_beta,3.41463375635686
SSP3,2058,conflict_beta,3.45835526168135
SSP3,2059,conflict_beta,3.49195745289702
SSP3,2060,conflict_beta,3.51745989444475
SSP3,2061,conflict_beta,3.52125530255077
SSP3,2062,conflict_beta,3.54781113338855
SSP3,2063,conflict_beta,3.57539893757566
SSP3,2064,conflict_beta,3.60379381142103
SSP3,2065,conflict_beta,3.63384130347533
SSP3,2066,conflict_beta,3.64917353387627
SSP3,2067,conflict_beta,3.69094468916142
SSP3,2068,conflict_beta,3.7355452753846
SSP3,2069,conflict_beta,3.77995027639746
SSP3,2070,conflict_beta,3.82448848496854
SSP3,2071,conflict_beta,3.85488390138484
SSP3,2072,conflict_beta,3.90522184292952
SSP3,2073,conflict_beta,3.95496546709951
SSP3,2074,conflict_beta,4.00510144813496
SSP3,2075,conflict_beta,4.05339075368626
SSP3,2076,conflict_beta,4.08886887754814
SSP3,2077,conflict_beta,4.13451223718042
SSP3,2078,conflict_beta,4.17786471230788
SSP3,2079,conflict_beta,4.21888103984932
SSP3,2080,conflict_beta,4.25730321810737
SSP3,2081,conflict_beta,4.29297034468036
SSP3,2082,conflict_beta,4.3302622763832
SSP3,2083,conflict_beta,4.36444594226033
SSP3,2084,conflict_beta,4.39477628851177
SSP3,2085,conflict_beta,4.42136064210157
SSP3,2086,conflict_beta,4.4322212682857
SSP3,2087,conflict_beta,4.45165456105141
SSP3,2088,conflict_beta,4.47307793853616
SSP3,2089,conflict_beta,4.49914326490354
SSP3,2090,conflict_beta,4.52535509067459
SSP3,2091,conflict_beta,4.53515663640895
SSP3,2092,conflict_beta,4.55789807335701
SSP3,2093,conflict_beta,4.58261808548034
SSP3,2094,conflict_beta,4.6124966580432
SSP3,2095,conflict_beta,4.64655282864019
SSP3,2096,conflict_beta,4.66781946296496
SSP3,2097,conflict_beta,4.68344439158099
SSP3,2098,conflict_beta,4.69194972919801
SSP3,2099,conflict_beta,4.70066030046818
SSP3,2100,conflict_beta,4.71082236116252
SSP5,2013,conflict_beta,2.1787796739571
SSP5,2014,conflict_beta,2.36029874064271
SSP5,2015,conflict_beta,2.5960006235064
SSP5,2016,conflict_beta,2.30093473008264
SSP5,2017,conflict_beta,2.53368942401819
SSP5,2018,conflict_beta,2.43459715244487
SSP5,2019,conflict_beta,2.30881103468602
SSP5,2020,conflict_beta,2.31766317773933
SSP5,2021,conflict_beta,2.14781364835047
SSP5,2022,conflict_beta,2.2099296300815
SSP5,2023,conflict_beta,2.26700182679335
SSP5,2024,conflict_beta,2.3188571696027
SSP5,2025,conflict_beta,2.36942370992909
SSP5,2026,conflict_beta,2.22418854308882
SSP5,2027,conflict_beta,2.2875039523505
SSP5,2028,conflict_beta,2.37272811343614
SSP5,2029,conflict_beta,2.44218972012753
SSP5,2030,conflict_beta,2.4948517917755
SSP5,2031,conflict_beta,2.39297542921487
SSP5,2032,conflict_beta,2.48405866813494
SSP5,2033,conflict_beta,2.55960184632424
SSP5,2034,conflict_beta,2.6131084907498
SSP5,2035,conflict_beta,2.65827979003587
SSP5,2036,conflict_beta,2.58217603496359
SSP5,2037,conflict_beta,2.63644130526762
SSP5,2038,conflict_beta,2.67445897733786
SSP5,2039,conflict_beta,2.70750182942087
SSP5,2040,conflict_beta,2.73303278398696
SSP5,2041,conflict_beta,2.71042885582884
SSP5,2042,conflict_beta,2.7397086950927
SSP5,2043,conflict_beta,2.76737490714112
SSP5,2044,conflict_beta,2.78822691825428
SSP5,2045,conflict_beta,2.80244937207426
SSP5,2046,conflict_beta,2.81194899943951
SSP5,2047,conflict_beta,2.83214304729291
SSP5,2048,conflict_beta,2.85157516811597
SSP5,2049,conflict_beta,2.87527252777303
SSP5,2050,conflict_beta,2.90591084882699
SSP5,2051,conflict_beta,2.93385180961846
SSP5,2052,conflict_beta,2.97243060054516
SSP5,2053,conflict_beta,3.021685357253
SSP5,2054,conflict_beta,3.0811714703415
SSP5,2055,conflict_beta,3.1560136312408
SSP5,2056,conflict_beta,3.19568480998892
SSP5,2057,conflict_beta,3.26804310825995
SSP5,2058,conflict_beta,3.34510963537772
SSP5,2059,conflict_beta,3.41919492493474
SSP5,2060,conflict_beta,3.47902818739712
SSP5,2061,conflict_beta,3.50600560886236
SSP5,2062,conflict_beta,3.57163556125893
SSP5,2063,conflict_beta,3.62674082202327
SSP5,2064,conflict_beta,3.67834481365871
SSP5,2065,conflict_beta,3.73050658713606
SSP5,2066,conflict_beta,3.76927346592472
SSP5,2067,conflict_beta,3.8197898493944
SSP5,2068,conflict_beta,3.87889445879533
SSP5,2069,conflict_beta,3.94075511546952
SSP5,2070,conflict_beta,3.99892546929985
SSP5,2071,conflict_beta,4.06565359711357
SSP5,2072,conflict_beta,4.10844000269083
SSP5,2073,conflict_beta,4.1455092822734
SSP5,2074,conflict_beta,4.18255270189137
SSP5,2075,conflict_beta,4.2131606471351
SSP5,2076,conflict_beta,4.26043747864265
SSP5,2077,conflict_beta,4.28823488244716
SSP5,2078,conflict_beta,4.30966412058524
SSP5,2079,conflict_beta,4.33102253642876
SSP5,2080,conflict_beta,4.36029982878986
SSP5,2081,conflict_beta,4.41806142155753
SSP5,2082,conflict_beta,4.46516928790463
SSP5,2083,conflict_beta,4.49964907572874
SSP5,2084,conflict_beta,4.52256990614061
SSP5,2085,conflict_beta,4.54293364399638
SSP5,2086,conflict_beta,4.57000425569846
SSP5,2087,conflict_beta,4.58662874593744
SSP5,2088,conflict_beta,4.59976401562123
SSP5,2089,conflict_beta,4.6141971740907
SSP5,2090,conflict_beta,4.63902999367889
SSP5,2091,conflict_beta,4.68046810454924
SSP5,2092,conflict_beta,4.71972148058036
SSP5,2093,conflict_beta,4.76179900551879
SSP5,2094,conflict_beta,4.80914677234158
SSP5,2095,conflict_beta,4.86102939853345
SSP5,2096,conflict_beta,4.934667413333
SSP5,2097,conflict_beta,4.99957782343114
SSP5,2098,conflict_beta,5.06071741969936
SSP5,2099,conflict_beta,5.11428790651379
SSP5,2100,conflict_beta,5.15826856928614
