scenario,year,historical_humanitarian_needs,humanitarian_needs,intercept,displaced_persons,displacement_beta,tmax,prec,tmax_beta,prec_beta,conflict,conflict_beta,humanitarian_needs_label
SSP2,2085,0,24.4347027171206,-8282028604.83627,50078685.4765625,7259948203.21736,5202.46041871483,182535.589253362,31961472086.8188,-10290759222.2706,49.5729479807561,3786070254.19126,1.55206618679003
SSP2,2086,0,24.5070371768996,-8282028604.83627,50372799.8515625,7302586205.9525,5206.19250213852,182527.544525254,31984400253.6037,-10290305686.8241,49.6556302847861,3792385009.00385,1.5566607943227
SSP2,2087,0,24.5620328874372,-8282028604.83627,50485979.609375,7318993968.48764,5209.9245855622,182519.499797145,32007328420.3885,-10289852151.3777,49.854733412827,3807591254.77493,1.56015406304514
SSP2,2088,0,24.627745634516,-8282028604.83627,50655367.03125,7343550202.29024,5213.65666898589,182511.455069037,32030256587.1733,-10289398615.9312,50.0874680754561,3825366065.81988,1.56432806646818
SSP2,2089,0,24.700192061179,-8282028604.83627,50867848.078125,7374353754.33634,5217.38875240957,182503.410340929,32053184753.9581,-10288945080.4847,50.3265709150655,3843627238.20546,1.56892978601759
SSP2,2090,0,24.7773137751703,-8282028604.83627,51106928.484375,7409013437.37837,5221.12083583325,182495.365612821,32076112920.743,-10288491545.0382,50.5763993861414,3862707566.92341,1.57382847481847
SSP2,2091,0,24.8493737223908,-8282028604.83627,51353282,7444727509.06572,5224.85291925694,182487.320884712,32099041087.5278,-10288038009.5917,50.7461459163318,3875671740.22526,1.57840564560698
SSP2,2092,0,24.9223290938121,-8282028604.83627,51549936.8359375,7473236722.30149,5228.58500268062,182479.276156604,32121969254.3127,-10287584474.1452,51.0219535768221,3896736196.17946,1.58303969278319
SSP2,2093,0,24.9947964383836,-8282028604.83627,51738781.9140625,7500613748.52678,5232.3170861043,182471.231428496,32144897421.0975,-10287130938.6987,51.3061955546896,3918444812.29432,1.58764274101578
SSP2,2094,0,25.0693039323641,-8282028604.83627,51940637.8046875,7529876962.93638,5236.04916952799,182463.186700387,32167825587.8823,-10286677403.2523,51.5924534253625,3940307389.63395,1.59237537735715
SSP2,2095,0,25.1437746085474,-8282028604.83627,52147153.6875,7559815740.24439,5239.78125295167,182455.141972279,32190753754.6671,-10286223867.8058,51.8693837324155,3961457586.27798,1.59710567507141
SSP2,2096,0,25.2108708837318,-8282028604.83627,52336471.1015625,7587261241.39885,5243.51333637536,182447.097244171,32213681921.452,-10285770332.3593,52.0824029834643,3977726658.07656,1.60136755872021
SSP2,2097,0,25.2866371067527,-8282028604.83627,52556163.390625,7619110213.15324,5247.24541979904,182439.052516062,32236610088.2368,-10285316796.9128,52.3512853960272,3998262207.11178,1.60618014818417
SSP2,2098,0,25.362091292688,-8282028604.83627,52779718.859375,7651519233.24285,5250.97750322272,182431.007787954,32259538255.0216,-10284863261.4663,52.6087491495849,4017925670.72617,1.61097291738615
SSP2,2099,0,25.4378857022516,-8282028604.83627,53005519.046875,7684253672.05502,5254.70958664641,182422.963059846,32282466421.8064,-10284409726.0198,52.8664067513206,4037603939.24626,1.61578729722916
SSP2,2100,0,25.516215155207,-8282028604.83627,53252690.84375,7720086370.64789,5258.44167007009,182414.918331737,32305394588.5913,-10283956190.5733,53.1166898737486,4056718991.37749,1.62076270031752
SSP3,2013,10957813875,17.0443370816759,-8282028604.83627,26746817.234375,3877508083.02193,4744.11100382109,174897.633521158,29145588667.997,-9860156271.29552,28.3268291489489,2163425206.78871,1.08263806468106
SSP3,2014,17386435740,15.7725438566596,-8282028604.83627,14046229.140625,2036293385.91935,4770.17141305407,170851.338474595,29305691576.0892,-9632039397.00942,30.6993952491101,2344626896.49678,1.00185511904886
SSP3,2015,16751791268,17.6088622371323,-8282028604.83627,21226697.359375,3077251766.65343,4799.63124098381,164210.998407281,29486678915.2089,-9257678752.78532,33.8419949381475,2584638912.89156,1.11849609886793
SSP3,2016,20863791077,16.0813849261383,-8282028604.83627,16667636.84375,2416321015.70028,4798.05882167816,174014.236786714,29477018709.9019,-9810353254.09167,29.8587940536951,2280427059.46401,1.02147237351596
SSP3,2017,20087890503,17.6038859553831,-8282028604.83627,27165209.59375,3938162767.32082,4781.67276197672,176773.822069087,29376350459.188,-9965929642.29289,33.222568002835,2537330976.00344,1.11818001077272
SSP3,2018,22952441203,17.1893984056946,-8282028604.83627,22667449.1484375,3286118737.95566,4793.40509357055,171956.375507542,29448428391.2758,-9694337768.98317,31.8331721324861,2431217650.28261,1.09185220485813
SSP3,2019,22757028597,16.6166930666771,-8282028604.83627,19073354.1640625,2765079833.36584,4809.12887008737,171985.783317158,29545027885.3217,-9695995685.05997,29.9135586852555,2284609637.88587,1.05547457415913
SSP3,2020,24991858668,16.4089614418839,-8282028604.83627,18622297.0703125,2699689715.67093,4807.23388322194,174714.079892013,29533385976.5075,-9849808118.31544,30.216186816482,2307722472.85714,1.04227968349477
SSP3,2021,25842821986,16.1153921875221,-8282028604.83627,17655116.2890625,2559476722.69394,4794.29118452531,175616.111791486,29453872117.7125,-9900661725.14494,29.9151827938804,2284733677.09687,1.02363247839263
SSP3,2022,33503635306,16.1635573991752,-8282028604.83627,17517490.703125,2539525028.35861,4800.30743784882,175742.021812537,29490833150.991,-9907760120.12429,30.4160654228025,2322987944.78616,1.02669188113028
SSP3,2023,0,16.2666929539915,-8282028604.83627,17798572.015625,2580273617.30864,4806.32369117233,175867.931833589,29527794184.2696,-9914858515.10367,30.841923024574,2355512272.35317,1.03324294128187
SSP3,2024,0,16.4647713016551,-8282028604.83627,18741809.421875,2717015519.52804,4812.33994449584,175993.84185464,29564755217.5481,-9921956910.08302,31.2540256269041,2386986079.4982,1.04582466610591
SSP3,2025,0,16.7526735017273,-8282028604.83627,20326732.515625,2946783123.39402,4818.35619781934,176119.751875692,29601716250.8267,-9929055305.06239,31.6242047848553,2415258037.40525,1.06411190597977
SSP3,2026,0,17.0462510039318,-8282028604.83627,22135923.0859375,3209062967.70753,4824.37245114285,176245.661896743,29638677284.1052,-9936153700.04175,31.6429942279452,2416693056.99705,1.08275963497607
SSP3,2027,0,17.1766353827886,-8282028604.83627,22559489.2109375,3270467697.06243,4830.38870446636,176371.571917794,29675638317.3838,-9943252095.02111,32.1551731975157,2455810068.19973,1.09104151129157
SSP3,2028,0,17.2875733980364,-8282028604.83627,22881724.328125,3317182386.91055,4836.40495778986,176497.481938846,29712599350.6624,-9950350490.00048,32.6050751908379,2490170755.30028,1.09808817538604
SSP3,2029,0,17.3959176301585,-8282028604.83627,23190909.7265625,3362005248.3033,4842.42121111337,176623.391959897,29749560383.9409,-9957448884.97984,33.0457861338029,2523829487.73039,1.10497008515008
SSP3,2030,0,17.4925240971123,-8282028604.83627,23426569.7734375,3396169079.03486,4848.43746443688,176749.301980948,29786521417.2195,-9964547279.9592,33.4723726559269,2556409485.65344,1.11110642462267
SSP3,2031,0,17.6832752722347,-8282028604.83627,23917318.2265625,3467313285.72863,4854.45371776038,176875.212002,29823482450.498,-9971645674.93856,34.6474409220655,2646153815.78282,1.12322273528237
SSP3,2032,0,17.8002330469644,-8282028604.83627,24234101.2265625,3513237577.66588,4860.46997108389,177001.122023051,29860443483.7766,-9978744069.91792,35.1865117779559,2687324660.27608,1.13065176806176
SSP3,2033,0,17.9239511310578,-8282028604.83627,24599489.3828125,3566208199.063,4866.4862244074,177127.032044103,29897404517.0551,-9985842464.89728,35.7218376269138,2728209484.67317,1.13851020846264
SSP3,2034,0,18.0192348085948,-8282028604.83627,24761229.625,3589655814.93955,4872.5024777309,177252.942065154,29934365550.3337,-9992940859.87665,36.2714170570797,2770182908.03452,1.14456252576604
SSP3,2035,0,18.0696843677692,-8282028604.83627,24651691.7265625,3573776015.75197,4878.51873105441,177378.852086205,29971326583.6123,-10000039254.856,36.748894413634,2806649628.09728,1.14776702781543
SSP3,2036,0,18.1138257208044,-8282028604.83627,24658394.84375,3574747772.16128,4884.53498437792,177504.762107257,30008287616.8908,-10007137649.8354,36.9231292029068,2819956586.42397,1.15057083935667
SSP3,2037,0,18.0852644727791,-8282028604.83627,24118145.15625,3496427330.82521,4890.55123770142,177630.672128308,30045248650.1694,-10014236044.8147,37.1836449409577,2839853141.43551,1.14875665942471
SSP3,2038,0,18.0721574773959,-8282028604.83627,23742321.1484375,3441943815.44777,4896.56749102493,177756.58214936,30082209683.4479,-10021334439.7941,37.33440206378,2851367023.13055,1.14792411709424
SSP3,2039,0,18.0966188871088,-8282028604.83627,23668456.5703125,3431235606.83293,4902.58374434844,177882.492170411,30119170716.7265,-10028432834.7735,37.4038890587975,2856674003.15907,1.14947787968084
SSP3,2040,0,18.1610005592168,-8282028604.83627,23858438.390625,3458777427.50766,4908.59999767194,178008.402191462,30156131750.005,-10035531229.7528,37.4952452673531,2863651216.29319,1.15356733464514
SSP3,2041,0,18.2922705803381,-8282028604.83627,24337111.421875,3528171050.365,4917.69749776569,178061.607314715,30212022515.509,-10038530760.502,37.6128925938241,2872636379.80232,1.1619054660102
SSP3,2042,0,18.3999679331025,-8282028604.83627,24625787.7578125,3570020696.10664,4926.79499785944,178114.812437967,30267913281.013,-10041530291.2511,37.782538290452,2885592852.0703,1.1687462866892
SSP3,2043,0,18.5231998292767,-8282028604.83627,25016951.984375,3626728095.60746,4935.89249795319,178168.01756122,30323804046.517,-10044529822.0003,37.9610455390032,2899226113.98887,1.17657384495337
SSP3,2044,0,18.6536718588115,-8282028604.83627,25454952.15625,3690225340.60405,4944.98999804693,178221.222684472,30379694812.021,-10047529352.7495,38.1454486361252,2913309663.77222,1.18486128874621
SSP3,2045,0,18.7856242109532,-8282028604.83627,25908549.859375,3755983772.52869,4954.08749814068,178274.427807725,30435585577.5249,-10050528883.4986,38.3196274786054,2926612349.23445,1.19324276104802
SSP3,2046,0,18.967058528321,-8282028604.83627,26551506.7734375,3849193764.93512,4963.18499823443,178327.632930977,30491476343.0289,-10053528414.2478,38.782261641528,2961945439.4411,1.20476727486634
SSP3,2047,0,19.0991263304587,-8282028604.83627,26968922.4375,3909706856.91162,4972.28249832817,178380.83805423,30547367108.5329,-10056527944.997,39.0266320396821,2980608914.8474,1.21315608042843
SSP3,2048,0,19.2407670816855,-8282028604.83627,27428530.3515625,3976336594.05686,4981.37999842192,178434.043177482,30603257874.0369,-10059527475.7461,39.3162575870947,3002728694.17418,1.22215294947963
SSP3,2049,0,19.393713345727,-8282028604.83627,27933832.84375,4049590711.75839,4990.47749851567,178487.248300735,30659148639.5409,-10062527006.4953,39.6671755856126,3029529605.75937,1.231867932615
SSP3,2050,0,19.5583104291992,-8282028604.83627,28474114.6796875,4127915813.67986,4999.57499860941,178540.453423987,30715039405.0448,-10065526537.2445,40.1042467209516,3062910352.55528,1.24232296334154
SSP3,2051,0,19.7826592696411,-8282028604.83627,29310245.09375,4249130327.18919,5008.67249870316,178593.65854724,30770930170.5488,-10068526067.9936,40.762105140816,3113153444.73298,1.25657336177391
SSP3,2052,0,19.9571149936857,-8282028604.83627,29798115.421875,4319857289.7356,5017.76999879691,178646.863670492,30826820936.0528,-10071525598.7428,41.4277467954918,3163990971.47635,1.26765460280705
SSP3,2053,0,20.144847071025,-8282028604.83627,30363094.6015625,4401762785.8842,5026.86749889066,178700.068793745,30882711701.5568,-10074525129.492,42.1208562728731,3216926317.91227,1.27957914360411
SSP3,2054,0,20.3539588369561,-8282028604.83627,31073116.65625,4504695266.86128,5035.9649989844,178753.273916997,30938602467.0607,-10077524660.2411,42.8185838804358,3270214368.11147,1.29286169935766
SSP3,2055,0,20.5872111327428,-8282028604.83627,31924254.6015625,4628085434.51361,5045.06249907815,178806.47904025,30994493232.5647,-10080524190.9903,43.5645328312754,3327185261.49097,1.30767763575241
SSP3,2056,0,20.8424549749861,-8282028604.83627,33108664.4609375,4799790305.53038,5054.1599991719,178859.684163502,31050383998.0687,-10083523721.7395,43.9658192691491,3357832997.96276,1.32389045166094
SSP3,2057,0,21.0894203617028,-8282028604.83627,34055568.0625,4937063699.09821,5063.25749926564,178912.889286754,31106274763.5727,-10086523252.4886,44.7095405558899,3414633756.35686,1.33957742892717
SSP3,2058,0,21.3368819742596,-8282028604.83627,35096114.5,5087912571.57566,5072.35499935939,178966.094410007,31162165529.0767,-10089522783.2378,45.2820085143732,3458355261.68135,1.35529592592811
SSP3,2059,0,21.5813686896521,-8282028604.83627,36185942.6953125,5245905860.99772,5081.45249945314,179019.299533259,31218056294.5807,-10092522313.987,45.7219791343927,3491957452.89702,1.37082546064245
SSP3,2060,0,21.823248812752,-8282028604.83627,37313662.359375,5409392307.79503,5090.54999954688,179072.504656512,31273947060.0846,-10095521844.7361,46.0558956027489,3517459894.44475,1.38618942740178
SSP3,2061,0,22.1349819122646,-8282028604.83627,39026603.109375,5657718736.53088,5100.66749934881,179117.66339179,31336104224.4802,-10098067746.461,46.105590815984,3521255302.55077,1.40599038052398
SSP3,2062,0,22.4450735447982,-8282028604.83627,40571221.09375,5881643275.55594,5110.78499915072,179162.822127067,31398261388.8758,-10100613648.1858,46.4532998473339,3547811133.38855,1.42568706941902
SSP3,2063,0,22.774486833822,-8282028604.83627,42242000.2109375,6123857497.72188,5120.90249895265,179207.980862345,31460418553.2713,-10103159549.9106,46.8145210318476,3575398937.57566,1.44661104927227
SSP3,2064,0,23.1066528912108,-8282028604.83627,43926200.640625,6368017418.59461,5131.01999875457,179253.139597623,31522575717.6669,-10105705451.6355,47.1863095908418,3603793811.42103,1.46770988202833
SSP3,2065,0,23.3831132369906,-8282028604.83627,45214746.765625,6554819009.64944,5141.13749855648,179298.2983329,31584732882.0624,-10108251353.3603,47.579736722552,3633841303.47533,1.48527034755315
SSP3,2066,0,23.5606641286944,-8282028604.83627,45922526.421875,6657426408.28155,5151.2549983584,179343.457068178,31646890046.458,-10110797255.0852,47.7804894315789,3649173533.87627,1.49654819032611
SSP3,2067,0,23.7691016399112,-8282028604.83627,46660986.0078125,6764481501.54244,5161.37249816032,179388.615803455,31709047210.8536,-10113343156.81,48.3274204627065,3690944689.16142,1.50978791814124
SSP3,2068,0,23.9755118001637,-8282028604.83627,47365943.8046875,6866679812.90111,5171.48999796224,179433.774538733,31771204375.2491,-10115889058.5348,48.9113986755528,3735545275.3846,1.52289887079111
SSP3,2069,0,24.1823221112803,-8282028604.83627,48075010.953125,6969473860.33409,5181.60749776417,179478.933274011,31833361539.6447,-10118434960.2597,49.4928159915308,3779950276.39746,1.53603524059596
SSP3,2070,0,24.3858979611555,-8282028604.83627,48760848.125,7068900238.96744,5191.72499756608,179524.092009288,31895518704.0402,-10120980861.9845,50.0759774619779,3824488484.96854,1.54896616088159
SSP3,2071,0,24.5774951455733,-8282028604.83627,49461613.3125,7170490744.29828,5201.84249736801,179569.250744566,31957675868.4358,-10123526763.7093,50.4739601447319,3854883901.38484,1.56113620914704
SSP3,2072,0,24.7871661868856,-8282028604.83627,50149488.5390625,7270212581.39518,5211.95999716992,179614.409479843,32019833032.8314,-10126072665.4342,51.1330604757124,3905221842.92952,1.57445428947473
SSP3,2073,0,24.995696190743,-8282028604.83627,50833592.5234375,7369387698.41181,5222.07749697184,179659.568215121,32081990197.2269,-10128618567.159,51.7843791063225,3954965467.09951,1.58769989232348
SSP3,2074,0,25.2070082901377,-8282028604.83627,51534180.78125,7470952554.10039,5232.19499677376,179704.726950399,32144147361.6225,-10131164468.8838,52.4408350653959,4005101448.13496,1.60112221090566
SSP3,2075,0,25.416895918916,-8282028604.83627,52237681.3828125,7572939614.65665,5242.31249657568,179749.885685676,32206304526.0181,-10133710370.6087,53.0731115609183,4053390753.68626,1.61445404863758
SSP3,2076,0,25.635915217593,-8282028604.83627,53092542.453125,7696869526.80101,5252.42999637761,179795.044420954,32268461690.4136,-10136256272.3335,53.537644723427,4088868877.54814,1.62836592027631
SSP3,2077,0,25.865400798676,-8282028604.83627,53949480.125,7821100485.58107,5262.54749617952,179840.203156232,32330618854.8092,-10138802174.0583,54.1352765001256,4134512237.18042,1.64294259898111
SSP3,2078,0,26.1083554409473,-8282028604.83627,54915128.953125,7961091390.05411,5272.66499598145,179885.361891509,32392776019.2048,-10141348075.7832,54.7029125581073,4177864712.30789,1.65837481804915
SSP3,2079,0,26.3815152438624,-8282028604.83627,56105245.765625,8133623602.7571,5282.78249578337,179930.520626787,32454933183.6003,-10143893977.508,55.2399602447745,4218881039.84932,1.67572563662071
SSP3,2080,0,26.6745773156362,-8282028604.83627,57450541.515625,8328652233.60204,5292.89999558528,179975.679362064,32517090347.9959,-10146439879.2329,55.7430414123745,4257303218.10737,1.69434062602723
SSP3,2081,0,26.9925166518974,-8282028604.83627,58910206.6171875,8540261083.36603,5304.00249604683,179932.136317936,32585298893.5754,-10143985064.8881,56.2100492837336,4292970344.68036,1.71453579267092
SSP3,2082,0,27.2971676742662,-8282028604.83627,60267001.921875,8736956814.1078,5315.10499650836,179888.593273808,32653507439.1548,-10141530250.5433,56.6983315569851,4330262276.3832,1.73388689982634
SSP3,2083,0,27.5827453128953,-8282028604.83627,61513670.8046875,8917687426.93543,5326.2074969699,179845.050229679,32721715984.7343,-10139075436.1986,57.1459157211834,4364445942.26033,1.75202648604316
SSP3,2084,0,27.8773094076703,-8282028604.83627,62848907.6875,9111257815.53481,5337.30999743144,179801.507185551,32789924530.3138,-10136620621.8538,57.5430464070962,4394776288.51177,1.7707368823445
SSP3,2085,0,28.203287797461,-8282028604.83627,64426678.1171875,9339988491.81145,5348.41249789298,179757.964141422,32858133075.8933,-10134165807.509,57.8911289013791,4421360642.10157,1.79144268107165
SSP3,2086,0,28.5192336745463,-8282028604.83627,66043706.203125,9574410382.78836,5359.51499835452,179714.421097294,32926341621.4728,-10131710993.1642,58.0333326167667,4432221268.2857,1.81151122532024
SSP3,2087,0,28.8172484735685,-8282028604.83627,67477913.0546875,9782328529.12062,5370.61749881605,179670.878053165,32994550167.0522,-10129256178.8195,58.2877826260615,4451654561.05141,1.83044080666527
SSP3,2088,0,29.1024960196292,-8282028604.83627,68810324.6796875,9975489337.77228,5381.7199992776,179627.335009037,33062758712.6317,-10126801364.4747,58.5682898291298,4473077938.53616,1.84855942575514
SSP3,2089,0,29.3949711065599,-8282028604.83627,70160571.5625,10171235738.4114,5392.82249973914,179583.791964908,33130967258.2112,-10124346550.1299,58.9095764353889,4499143264.90354,1.86713713051213
SSP3,2090,0,29.6893234395124,-8282028604.83627,71522757.03125,10368712885.6685,5403.92500020067,179540.24892078,33199175803.7907,-10121891735.7851,59.2527812330258,4525355090.67459,1.88583407592896
SSP3,2091,0,29.9927724765945,-8282028604.83627,73060888.140625,10591697017.092,5415.02750066221,179496.705876651,33267384349.3702,-10119436921.4404,59.3811178681642,4535156636.40895,1.90510883426433
SSP3,2092,0,30.2991588779947,-8282028604.83627,74530022.421875,10804678621.6199,5426.13000112375,179453.162832523,33335592894.9497,-10116982107.0956,59.6788830957339,4557898073.35701,1.92457017084005
SSP3,2093,0,30.5407482156183,-8282028604.83627,75538542.3671875,10950884587.1959,5437.23250158529,179409.619788394,33403801440.5291,-10114527292.7508,60.0025548167531,4582618085.48034,1.93991566721688
SSP3,2094,0,30.7027844037385,-8282028604.83627,75962726.0390625,11012378842.829,5448.33500204682,179366.076744266,33472009986.1086,-10112072478.406,60.3937701994466,4612496658.0432,1.95020803260922
SSP3,2095,0,30.7595425032697,-8282028604.83627,75631890.9765625,10964417411.8389,5459.43750250836,179322.533700137,33540218531.6881,-10109617664.0613,60.8396850029448,4646552828.64019,1.95381324639588
SSP3,2096,0,30.8295320945784,-8282028604.83627,75480547.3984375,10942477008.8986,5470.5400029699,179278.990656009,33608427077.2676,-10107162849.7165,61.1181398879118,4667819462.96496,1.95825891039086
SSP3,2097,0,30.9326554528149,-8282028604.83627,75596674.6953125,10959312078.5948,5481.64250343144,179235.447611881,33676635622.8471,-10104708035.3717,61.3227250438866,4683444391.58099,1.96480919582875
SSP3,2098,0,31.0558699907941,-8282028604.83627,75900500.25,11003357919.0328,5492.74500389298,179191.904567752,33744844168.4265,-10102253221.0269,61.4340897653364,4691949729.19801,1.97263565151894
SSP3,2099,0,31.2172307739504,-8282028604.83627,76466040.6171875,11085344770.9946,5503.84750435452,179148.361523624,33813052714.006,-10099798406.6822,61.5481417156351,4700660300.46818,1.98288511591022
SSP3,2100,0,31.3887330778233,-8282028604.83627,77091524.296875,11176021654.249,5514.95000481606,179104.818479495,33881261259.5855,-10097343592.3374,61.6811987569356,4710822361.16252,1.99377875885237
SSP5,2013,10957813875,17.0499712790067,-8282028604.83627,26679767.3984375,3867787813.18441,4744.11100382109,174897.633521158,29145588667.997,-9860156271.29552,28.5278730153082,2178779673.9571,1.08299594287046
SSP5,2014,17386435740,15.7433380902758,-8282028604.83627,13736666.0859375,1991415775.38956,4770.17141305407,170851.338474595,29305691576.0892,-9632039397.00942,30.9045946940357,2360298740.64271,1
SSP5,2015,16751791268,17.5843852951573,-8282028604.83627,20979484.4921875,3041413114.06359,4799.63124098381,164210.998407281,29486678915.2089,-9257678752.78532,33.9907596074397,2596000623.5064,1.11694134968865
SSP5,2016,20863791077,16.1121532079585,-8282028604.83627,16738413.921875,2426581626.90189,4798.05882167816,174014.236786714,29477018709.9019,-9810353254.09167,30.1273114399371,2300934730.08264,1.02342674187443
SSP5,2017,20087890503,17.5968490066633,-8282028604.83627,27141788.3515625,3934767370.5863,4781.67276197672,176773.822069087,29376350459.188,-9965929642.29289,33.174887306225,2533689424.01819,1.11773303131516
SSP5,2018,22952441203,17.1575169084965,-8282028604.83627,22424220.8984375,3250857738.59525,4793.40509357055,171956.375507542,29448428391.2758,-9694337768.98317,31.8774216771704,2434597152.44487,1.0898271262493
SSP5,2019,22757028597,16.6479642623541,-8282028604.83627,19122121.2109375,2772149632.2427,4809.12887008737,171985.783317158,29545027885.3217,-9695995685.05997,30.2304399114576,2308811034.68602,1.05746088706798
SSP5,2020,24991858668,16.4377558740004,-8282028604.83627,18752348.9453125,2718543442.90531,4807.23388322194,174714.079892013,29533385976.5075,-9849808118.31544,30.3463455332865,2317663177.73933,1.04410867503084
SSP5,2021,25842821986,16.3366202971458,-8282028604.83627,20125600.578125,2917624861.06411,4794.29118452531,175616.111791486,29453872117.7125,-9900661725.14494,28.1224190555279,2147813648.35047,1.03768465134065
SSP5,2022,33503635306,16.4496234430843,-8282028604.83627,20212442.875,2930214460.23512,4801.31050800343,175701.712004616,29496995542.661,-9905487585.05697,28.9357352711257,2209929630.0815,1.0448624903282
SSP5,2023,0,16.5870647442737,-8282028604.83627,20502649.8203125,2972285999.67616,4808.32983148154,175787.312217746,29540118967.6095,-9910313444.969,29.6830106381403,2267001826.79335,1.05359261480378
SSP5,2024,0,16.7469650694727,-8282028604.83627,20983763.3046875,3042033417.02933,4815.34915495965,175872.912430876,29583242392.5579,-9915139304.88102,30.3619790774519,2318857169.6027,1.0637493124674
SSP5,2025,0,16.9445679478984,-8282028604.83627,21733836.8125,3150772190.09223,4822.36847843776,175958.512644006,29626365817.5064,-9919965164.79306,31.0240725688212,2369423709.92909,1.0763008359939
SSP5,2026,0,17.0889443867638,-8282028604.83627,23467385.9296875,3402086230.76138,4829.38780191587,176044.112857136,29669489242.4549,-9924791024.70509,29.1224344883395,2224188543.08882,1.08547147299842
SSP5,2027,0,17.2618945873446,-8282028604.83627,23959465.8203125,3473423457.04409,4836.40712539398,176129.713070266,29712612667.4034,-9929616884.61711,29.9514554200654,2287503952.3505,1.09645708479111
SSP5,2028,0,17.4290527336514,-8282028604.83627,24260467.21875,3517059877.22879,4843.42644887209,176215.313283396,29755736092.3519,-9934442744.52914,31.0673388085274,2372728113.43614,1.10707479149018
SSP5,2029,0,17.5829219910161,-8282028604.83627,24578531.8125,3563169962.86558,4850.4457723502,176300.913496526,29798859517.3004,-9939268604.44117,31.9768350365385,2442189720.12753,1.11684840217441
SSP5,2030,0,17.7253595536301,-8282028604.83627,24933623.4453125,3614647888.79519,4857.46509582831,176386.513709656,29841982942.2489,-9944094464.3532,32.6663663878054,2494851791.7755,1.12589588383283
SSP5,2031,0,17.7934052539951,-8282028604.83627,25841561.3046875,3746272386.68436,4864.48441930641,176472.113922786,29885106367.1974,-9948920324.26523,31.3324472361213,2392975429.21487,1.13021807395381
SSP5,2032,0,18.1224860416915,-8282028604.83627,27219079.765625,3945972370.4242,4871.50374278453,176557.714135916,29928229792.1459,-9953746184.17726,32.5250465176336,2484058668.13494,1.15112093367831
SSP5,2033,0,18.3979187971822,-8282028604.83627,28333731.734375,4107564382.68911,4878.52306626264,176643.314349046,29971353217.0944,-9958572044.08929,33.5141718616585,2559601846.32424,1.16861612776683
SSP5,2034,0,18.58335663324,-8282028604.83627,28979610.8515625,4201198009.28491,4885.54238974075,176728.914562176,30014476642.0429,-9963397904.00132,34.2147616348664,2613108490.7498,1.18039494081109
SSP5,2035,0,18.6604610734746,-8282028604.83627,28935709.4375,4194833585.19692,4892.56171321885,176814.514775307,30057600066.9914,-9968223763.91335,34.8062124847952,2658279790.03587,1.18529253240141
SSP5,2036,0,18.6243875260034,-8282028604.83627,28947661.1015625,4196566227.76153,4899.58103669697,176900.114988437,30100723491.9399,-9973049623.82537,33.8097472218588,2582176034.96359,1.1830011792421
SSP5,2037,0,18.6749419034644,-8282028604.83627,28657889.2890625,4154557769.88204,4906.60036017507,176985.715201567,30143846916.8884,-9977875483.73741,34.5202700704418,2636441305.26762,1.18621233923696
SSP5,2038,0,18.6920637123252,-8282028604.83627,28249576.5859375,4095364341.63619,4913.61968365318,177071.315414697,30186970341.8369,-9982701343.64944,35.0180548323069,2674458977.33786,1.18729989822621
SSP5,2039,0,18.7194275148394,-8282028604.83627,27946228.546875,4051387727.03092,4920.63900713129,177156.915627827,30230093766.7854,-9987527203.56146,35.4507017399109,2707501829.42087,1.18903801769981
SSP5,2040,0,18.760561190885,-8282028604.83627,27789680.8828125,4028692883.47397,4927.6583306094,177242.515840957,30273217191.7338,-9992353063.4735,35.7849915437524,2733032783.98696,1.191650784815
SSP5,2041,0,18.9646492368623,-8282028604.83627,28929182.703125,4193887399.14895,4937.79583073259,177256.397074253,30335497228.7048,-9993135641.98403,35.4890267888716,2710428855.82884,1.20461423924931
SSP5,2042,0,19.137416429803,-8282028604.83627,29494744.0625,4275877294.36546,4947.93333085577,177270.278307549,30397777265.6757,-9993918220.49456,35.8724026512464,2739708695.0927,1.2155882265924
SSP5,2043,0,19.2966915371341,-8282028604.83627,29978368.53125,4345988731.18775,4958.07083097895,177284.159540845,30460057302.6466,-9994700799.00509,36.2346504698607,2767374907.14112,1.22570521108564
SSP5,2044,0,19.4472000682372,-8282028604.83627,30448525.6328125,4414147792.71735,4968.20833110214,177298.040774141,30522337339.6175,-9995483377.51562,36.5076764817426,2788226918.25428,1.23526535203161
SSP5,2045,0,19.5698633221971,-8282028604.83627,30772337.9765625,4461091134.39687,4978.34583122532,177311.922007437,30584617376.5884,-9996265956.02615,36.6938983202296,2802449372.07426,1.24305679075042
SSP5,2046,0,19.8686686757314,-8282028604.83627,32343745.6875,4688899402.10554,4988.4833313485,177325.803240733,30646897413.5593,-9997048534.53668,36.8182817842429,2811948999.43951,1.26203658727266
SSP5,2047,0,20.0410188408815,-8282028604.83627,32969103.65625,4779558060.94192,4998.62083147168,177339.684474029,30709177450.5302,-9997831113.04722,37.0826927477345,2832143047.29291,1.27298408545646
SSP5,2048,0,20.2233148085329,-8282028604.83627,33668322.8984375,4880924449.30988,5008.75833159487,177353.565707325,30771457487.5011,-9998613691.55776,37.3371274121866,2851575168.11597,1.28456333037936
SSP5,2049,0,20.3868712023246,-8282028604.83627,34208856.328125,4959286024.98413,5018.89583171805,177367.446940621,30833737524.472,-9999396270.06829,37.6474090231156,2875272527.77303,1.29495225761028
