scenario,year,displaced_persons
SSP2,2093,51.7387819140625
SSP2,2094,51.9406378046875
SSP2,2095,52.1471536875
SSP2,2096,52.3364711015625
SSP2,2097,52.556163390625
SSP2,2098,52.779718859375
SSP2,2099,53.005519046875
SSP2,2100,53.25269084375
SSP3,2023,17.798572015625
SSP3,2024,18.741809421875
SSP3,2025,20.326732515625
SSP3,2026,22.1359230859375
SSP3,2027,22.5594892109375
SSP3,2028,22.881724328125
SSP3,2029,23.1909097265625
SSP3,2030,23.4265697734375
SSP3,2031,23.9173182265625
SSP3,2032,24.2341012265625
SSP3,2033,24.5994893828125
SSP3,2034,24.761229625
SSP3,2035,24.6516917265625
SSP3,2036,24.65839484375
SSP3,2037,24.11814515625
SSP3,2038,23.7423211484375
SSP3,2039,23.6684565703125
SSP3,2040,23.858438390625
SSP3,2041,24.337111421875
SSP3,2042,24.6257877578125
SSP3,2043,25.016951984375
SSP3,2044,25.45495215625
SSP3,2045,25.908549859375
SSP3,2046,26.5515067734375
SSP3,2047,26.9689224375
SSP3,2048,27.4285303515625
SSP3,2049,27.93383284375
SSP3,2050,28.4741146796875
SSP3,2051,29.31024509375
SSP3,2052,29.798115421875
SSP3,2053,30.3630946015625
SSP3,2054,31.07311665625
SSP3,2055,31.9242546015625
SSP3,2056,33.1086644609375
SSP3,2057,34.0555680625
SSP3,2058,35.0961145
SSP3,2059,36.1859426953125
SSP3,2060,37.313662359375
SSP3,2061,39.026603109375
SSP3,2062,40.57122109375
SSP3,2063,42.2420002109375
SSP3,2064,43.926200640625
SSP3,2065,45.214746765625
SSP3,2066,45.922526421875
SSP3,2067,46.6609860078125
SSP3,2068,47.3659438046875
SSP3,2069,48.075010953125
SSP3,2070,48.760848125
SSP3,2071,49.4616133125
SSP3,2072,50.1494885390625
SSP3,2073,50.8335925234375
SSP3,2074,51.53418078125
SSP3,2075,52.2376813828125
SSP3,2076,53.092542453125
SSP3,2077,53.949480125
SSP3,2078,54.915128953125
SSP3,2079,56.105245765625
SSP3,2080,57.450541515625
SSP3,2081,58.9102066171875
SSP3,2082,60.267001921875
SSP3,2083,61.5136708046875
SSP3,2084,62.8489076875
SSP3,2085,64.4266781171875
SSP3,2086,66.043706203125
SSP3,2087,67.4779130546875
SSP3,2088,68.8103246796875
SSP3,2089,70.1605715625
SSP3,2090,71.52275703125
SSP3,2091,73.060888140625
SSP3,2092,74.530022421875
SSP3,2093,75.5385423671875
SSP3,2094,75.9627260390625
SSP3,2095,75.6318909765625
SSP3,2096,75.4805473984375
SSP3,2097,75.5966746953125
SSP3,2098,75.90050025
SSP3,2099,76.4660406171875
SSP3,2100,77.091524296875
SSP5,2023,20.5026498203125
SSP5,2024,20.9837633046875
SSP5,2025,21.7338368125
SSP5,2026,23.4673859296875
SSP5,2027,23.9594658203125
SSP5,2028,24.26046721875
SSP5,2029,24.5785318125
SSP5,2030,24.9336234453125
SSP5,2031,25.8415613046875
SSP5,2032,27.219079765625
SSP5,2033,28.333731734375
SSP5,2034,28.9796108515625
SSP5,2035,28.9357094375
SSP5,2036,28.9476611015625
SSP5,2037,28.6578892890625
SSP5,2038,28.2495765859375
SSP5,2039,27.946228546875
SSP5,2040,27.7896808828125
SSP5,2041,28.929182703125
SSP5,2042,29.4947440625
SSP5,2043,29.97836853125
SSP5,2044,30.4485256328125
SSP5,2045,30.7723379765625
SSP5,2046,32.3437456875
SSP5,2047,32.96910365625
SSP5,2048,33.6683228984375
SSP5,2049,34.208856328125
SSP5,2050,34.7821419453125
SSP5,2051,37.1514107109375
SSP5,2052,37.991839453125
SSP5,2053,38.92504209375
SSP5,2054,39.8553646953125
SSP5,2055,40.7296658046875
SSP5,2056,43.6651731796875
SSP5,2057,44.2644069765625
SSP5,2058,45.1255565
SSP5,2059,46.2652052109375
SSP5,2060,47.582993390625
SSP5,2061,49.8034306015625
SSP5,2062,50.2595696796875
SSP5,2063,50.624115296875
SSP5,2064,51.0254327265625
SSP5,2065,51.4074807578125
SSP5,2066,52.4027140625
SSP5,2067,52.5328878203125
SSP5,2068,52.760278328125
SSP5,2069,52.9842202109375
SSP5,2070,53.4809520703125
SSP5,2071,54.423507515625
SSP5,2072,55.2822412265625
SSP5,2073,56.276851359375
SSP5,2074,57.2652766171875
SSP5,2075,58.1110642578125
SSP5,2076,59.187263890625
SSP5,2077,60.05834478125
SSP5,2078,60.971144609375
SSP5,2079,61.9160467578125
SSP5,2080,62.9107957421875
SSP5,2081,64.936247671875
SSP5,2082,67.3580605234375
SSP5,2083,69.8376791328125
SSP5,2084,71.2001607421875
SSP5,2085,72.564247015625
SSP5,2086,73.2462360390625
SSP5,2087,73.609396171875
SSP5,2088,74.0718614296875
SSP5,2089,74.3578477890625
SSP5,2090,74.403744359375
SSP5,2091,74.2341744921875
SSP5,2092,74.1126020546875
SSP5,2093,73.9919793203126
SSP5,2094,73.9444605703125
SSP5,2095,73.772508390625
SSP5,2096,73.161094828125
SSP5,2097,72.7564045234375
SSP5,2098,72.3197971171875
SSP5,2099,71.9017402109375
SSP5,2100,71.417144890625
