ISO_A3,year,prec,tmax,tmin
AFG,1960,27.6697817271916,43.75,-27.8125
AFG,1961,26.0749628152325,44,-29.1875
AFG,1962,21.1491839889641,43,-27.875
AFG,1963,26.6593350453911,44,-27.0625
AFG,1964,25.561435707117,44,-29.25
AFG,1965,28.9508076911845,44,-28.1875
AFG,1966,22.9797179873085,44,-26.375
AFG,1967,29.7116731358279,45,-28.75
AFG,1968,27.8499235574345,43,-29.3125
AFG,1969,28.3674270062025,44,-29.9375
AFG,1970,18.2625341837344,44,-25.5
AFG,1971,15.9164654953912,44,-27.75
AFG,1972,31.1265283067933,43,-30.5625
AFG,1973,22.2662592467562,45,-26.875
AFG,1974,24.2280922084968,43.8125,-29.75
AFG,1975,25.604152801949,45,-28.875
AFG,1976,28.0103961106243,44.375,-27.3125
AFG,1977,23.5700732217503,45.125,-28.6875
AFG,1978,23.508389934834,44,-29.6875
AFG,1979,26.7455275284153,44.4375,-26.5625
AFG,1980,26.4764096005469,44.375,-26.75
AFG,1981,27.5719489237824,44,-26.125
AFG,1982,32.0138964127965,44,-27.75
AFG,1983,24.0562287527036,45.5,-27.8125
AFG,1984,21.3894870189968,44,-29.5
AFG,1985,19.2582575731891,45,-26.8125
AFG,1986,24.3666855979729,43.125,-26.75
AFG,1987,24.1998443210893,43,-25.9375
AFG,1988,25.0208993885208,45,-26.4375
AFG,1989,23.7621514664485,43.3125,-28.0625
AFG,1990,27.1323794391556,44,-25.5625
AFG,1991,31.8959513506123,45,-27.0625
AFG,1992,30.0487421571687,44,-27
AFG,1993,24.2536231919281,44,-27.25
AFG,1994,25.043862943266,44,-27.5625
AFG,1995,23.9638451557718,44.125,-26.8125
AFG,1996,24.5851196301406,43,-27.125
AFG,1997,25.3036777172279,46,-27.8125
AFG,1998,28.1414687312704,45,-26.4375
AFG,1999,23.7475746047171,45,-25.625
AFG,2000,18.1884855390194,44,-27.8125
AFG,2001,17.3537726348024,45,-26.3125
AFG,2002,24.0344927909955,44,-26.75
AFG,2003,26.0632566475899,45,-25.5625
AFG,2004,23.8039708177702,45,-24.5625
AFG,2005,27.6187289853636,45,-27.0625
AFG,2006,26.4710077238902,46,-26.3125
AFG,2007,24.5332289399408,45,-25.375
AFG,2008,21.5846593105195,46,-28.8125
AFG,2009,29.9710169476694,46,-24.75
AFG,2010,21.7887851120356,46,-26.375
AFG,2011,24.2520382908284,45,-26.5625
AFG,2012,28.8322064290224,45.75,-27.875
AFG,2013,28.0380744180684,46,-26.5625
AFG,2014,22.919907385656,46,-27.9375
AFG,2015,30.7247214419382,45,-24.75
AFG,2016,28.2728208160821,46,-26.0625
AFG,2017,22.4804919647641,46,-26.875
AFG,2018,20.7884841545698,47,-26.3125
AFG,2019,29.1490437980975,46.6875,-26.5625
AFG,2020,30.3177161771818,45.0625,-26.375
AFG,2021,16.3872771075027,46,-27.25
AGO,1960,97.5954695945872,37.0625,3
AGO,1961,103.55054205423,36.3125,4
AGO,1962,95.0006914508805,37.8125,4
AGO,1963,94.101248099967,35,3
AGO,1964,80.5271993797014,35.9375,2
AGO,1965,83.8514863372332,35,3.9375
AGO,1966,94.6398494976882,35.9375,4
AGO,1967,101.15712737523,35.9375,3.3125
AGO,1968,95.4140526584291,37.5625,2
AGO,1969,102.134740551066,35,4
AGO,1970,81.0313337241821,35.6875,4.8125
AGO,1971,83.3137386725401,36,4.1875
AGO,1972,81.7672024351112,35.6875,3.625
AGO,1973,89.4841819561668,36,4
AGO,1974,91.8105113946742,36,4
AGO,1975,86.8718633977295,35.125,4
AGO,1976,92.5710183315937,35.8125,3
AGO,1977,92.8480747126882,37.25,4
AGO,1978,87.019649353679,35.125,3.5625
AGO,1979,93.9334512594649,35.8125,4
AGO,1980,78.9425401947798,35.9375,4
AGO,1981,74.162973328699,35.8125,3.125
AGO,1982,82.0165263221308,35,4.25
AGO,1983,79.7192348574327,36,5
AGO,1984,80.9864940465084,36,4
AGO,1985,82.5515225460555,35.9375,4.25
AGO,1986,95.2627422137328,34.9375,4
AGO,1987,82.9533328542805,36.8125,4
AGO,1988,90.9920800001601,35.9375,4
AGO,1989,81.0508272277369,35.5625,4
AGO,1990,86.6085635586481,36.25,5
AGO,1991,89.9090203130829,35.8125,4
AGO,1992,77.8219534837968,36.875,5
AGO,1993,86.4149357433681,37,4.875
AGO,1994,81.8205207043707,36,4.375
AGO,1995,79.7126120476765,37,3
AGO,1996,82.9158533095025,37.125,4
AGO,1997,89.7301637503555,36,5
AGO,1998,85.9628820277015,37,6
AGO,1999,88.2844993306293,35.8125,5
AGO,2000,88.1028204364636,37,5
AGO,2001,87.6205375223129,36,4
AGO,2002,90.2226847952897,35.3125,6
AGO,2003,85.4750311202136,36.25,4.375
AGO,2004,88.4747270511623,36.6875,4
AGO,2005,84.8671325071333,38.875,5.5
AGO,2006,90.2981741466838,35.9375,4
AGO,2007,87.4018650043636,35.8125,4
AGO,2008,88.5879378604287,36.3125,4
AGO,2009,89.0722305477609,36.3125,4
AGO,2010,86.9279656679349,37,6
AGO,2011,88.1372540478388,35.875,4
AGO,2012,89.5841546649358,36,4
AGO,2013,86.6839814110085,35.9375,4
AGO,2014,88.8680882158924,36,4
AGO,2015,84.2570673047638,37.875,4
AGO,2016,86.0094426426148,38.125,4
AGO,2017,88.3645816757914,36,4.75
AGO,2018,88.5049151542699,36,4
AGO,2019,89.014178247187,38.125,4
AGO,2020,89.3077161700516,35.8125,4
AGO,2021,88.5989498914845,36,4
ALB,1960,118.222181255847,33.125,-7.5625
ALB,1961,82.4394313344897,32.5,-8.125
ALB,1962,116.722418183216,34.3125,-9.5
ALB,1963,119.495425714994,33.5625,-10.375
ALB,1964,99.188100644937,31.3125,-11.5
ALB,1965,85.2355952035032,32.75,-11.625
ALB,1966,113.268906833929,32.75,-9.125
ALB,1967,87.8145382083519,32.75,-10.0625
ALB,1968,105.479911340668,32,-10
ALB,1969,114.858822267537,31.3125,-8.0625
ALB,1970,102.163984508689,32.1875,-7.5
ALB,1971,97.3626052425542,32.9375,-7.125
ALB,1972,106.937219348523,30.5,-6
ALB,1973,103.059232978646,31.625,-7.375
ALB,1974,106.899637052225,32.25,-6.3125
ALB,1975,74.2868720376893,31.1875,-9.0625
ALB,1976,109.732652597107,30.375,-8.75
ALB,1977,73.5710169364918,32.375,-7.8125
ALB,1978,101.603636238371,31.625,-7.0625
ALB,1979,126.67863220979,31.25,-8.0625
ALB,1980,110.326482582165,32.0625,-8.5625
ALB,1981,100.95335735531,31.3125,-9.125
ALB,1982,95.2224044865424,31.5625,-9.375
ALB,1983,86.9101998361243,31.9375,-9.1875
ALB,1984,87.2908995969033,31.5,-7
ALB,1985,91.041013386636,32.5,-11.375
ALB,1986,93.7751747785358,33,-8.375
ALB,1987,103.667121584627,33.0625,-8.5
ALB,1988,79.8238709113285,34.5,-6.75
ALB,1989,73.4521659915236,31.5,-8.4375
ALB,1990,78.0590712327841,32.5625,-8.5625
ALB,1991,86.8739667317918,31.1875,-9.0625
ALB,1992,77.2132668815986,34.375,-8.5
ALB,1993,84.3750714381718,33.3125,-10.125
ALB,1994,90.82352282877,34.1875,-6.625
ALB,1995,108.553294620018,33,-7.0625
ALB,1996,113.216515238497,31.5625,-8.125
ALB,1997,80.9250305989467,31.5625,-7.375
ALB,1998,93.5371827314571,33.75,-7.8125
ALB,1999,105.913520401771,33.3125,-8.875
ALB,2000,73.8921317937542,33.875,-9.4375
ALB,2001,78.304287589289,33.4375,-8.375
ALB,2002,100.970336960725,32.9375,-7.8125
ALB,2003,94.8703320267004,34.3125,-11.375
ALB,2004,100.366777608883,32.625,-7.8125
ALB,2005,101.710478532569,32.5,-10.125
ALB,2006,97.0806389729911,32.5,-8.0625
ALB,2007,98.7663084478189,34.5625,-6
ALB,2008,94.2337457718106,33.875,-5.875
ALB,2009,125.229869395221,33.1875,-7.1875
ALB,2010,124.997626153701,34.0625,-6.25
ALB,2011,73.8262893172944,33.125,-7.875
ALB,2012,94.9119344584257,34.6875,-10.875
ALB,2013,99.4954631372329,34.1875,-6
ALB,2014,124.148075720586,32.5625,-3.75
ALB,2015,97.1358142334751,34.375,-6.375
ALB,2016,105.977891013163,33.3125,-6.8125
ALB,2017,94.7451339453368,34.6875,-10.3125
ALB,2018,87.9878525974554,33.8125,-6.75
ALB,2019,111.746369689247,34.5625,-6.875
ALB,2020,92.36047842087,33.625,-6.875
ALB,2021,106.235581153759,34.3125,-5.125
AND,1960,145.54895957311,17.4375,-8.3125
AND,1961,93.2161447207133,18.5,-8.125
AND,1962,142.270835876465,20.0625,-9.0625
AND,1963,144.429686864217,19.125,-10.9375
AND,1964,123.674998601278,20.4375,-9.8125
AND,1965,120.700000127157,17.9375,-10.8125
AND,1966,117.38854153951,17.5625,-6.9375
AND,1967,97.7078138987223,20.4375,-8.6875
AND,1968,125.162499109904,18.25,-7.875
AND,1969,140.936977386475,19.0625,-9.8125
AND,1970,98.9604167938232,19,-8.5625
AND,1971,138.887498219808,19.875,-8.8125
AND,1972,141.706771214803,18.4375,-7.5
AND,1973,87.862499554952,20.0625,-8.6875
AND,1974,112.044791062673,18.8125,-6.875
AND,1975,108.664582888285,20,-7.625
AND,1976,109.537500540415,19.75,-8.8125
AND,1977,139.764582157135,16.5625,-7.125
AND,1978,95.621874888738,18.4375,-8.375
AND,1979,135.607294400533,19.75,-7.5
AND,1980,96.6895844141642,19.25,-9
AND,1981,103.005209207535,19.375,-9.8125
AND,1982,139.865626970927,20.9375,-6.3125
AND,1983,94.235937277476,21.5,-9.5
AND,1984,113.731771469116,19.6875,-8.5
AND,1985,87.0588542620341,20.0625,-11.8125
AND,1986,80.681250890096,19.5,-9.5
AND,1987,119.146875699361,19.375,-10.9375
AND,1988,111.554688294729,19.25,-7.8125
AND,1989,105.065625190735,20.9375,-8.625
AND,1990,97.7510422070821,20.9375,-8.8125
AND,1991,110.625522772471,21.4375,-8.9375
AND,1992,126.540103594462,20.0625,-9.0625
AND,1993,115.202604532242,19.8125,-8.0625
AND,1994,90.4546863238017,21.25,-6.8125
AND,1995,86.3953119913737,21.4375,-7.125
AND,1996,158.332289377848,19.4375,-7.9375
AND,1997,114.731250445048,20.9375,-6.625
AND,1998,87.8140618006388,20.75,-6.9375
AND,1999,114.694271564484,20.4375,-7.125
AND,2000,106.107291857402,20.375,-8.5
AND,2001,88.1947909990947,20.4375,-9.0625
AND,2002,126.346354166667,18.5,-7.125
AND,2003,128.91041692098,22.0625,-7.9375
AND,2004,118.694270133972,20.25,-7.8125
AND,2005,94.980207602183,20.4375,-9.5625
AND,2006,83.8968753814697,22.9375,-8.8125
AND,2007,89.5958320299785,18.9375,-6.75
AND,2008,116.086459159851,19.9375,-6.8125
AND,2009,88.2348960240682,21.8125,-8.625
AND,2010,109.508855183919,21.4375,-8.8125
AND,2011,109.391667048136,20.375,-7.875
AND,2012,84.160937945048,21.8125,-11.8125
AND,2013,127.544792811076,21.9375,-8.4375
AND,2014,125.938021977743,18.9375,-5.9375
AND,2015,90.1348961194356,22.4375,-8.0625
AND,2016,104.079689184825,21,-5.8125
AND,2017,95.7848943074544,20.75,-8.8125
AND,2018,149.908334414164,21.9375,-9.0625
AND,2019,114.770311037699,22.4375,-7.9375
AND,2020,115.966667493184,21.4375,-5.9375
AND,2021,108.035936037699,19.9375,-7.8125
ARE,1960,7.10774012395502,44,13
ARE,1961,7.11822279544591,44,13
ARE,1962,4.75213114566807,44.375,11.75
ARE,1963,6.80603486885268,45,12
ARE,1964,8.68413374715959,45,9
ARE,1965,7.42576377676277,45,12.9375
ARE,1966,6.5430121334591,44.5625,12.8125
ARE,1967,5.1603841773365,44,11.375
ARE,1968,8.56243360395767,45,11
ARE,1969,7.1004249460761,45,12.9375
ARE,1970,4.76535562996627,45,12
ARE,1971,5.06824738519506,44,11
ARE,1972,10.5384032697776,45,10.25
ARE,1973,4.6267764575981,44,9
ARE,1974,7.09972571069919,45,11.875
ARE,1975,7.6508147425906,45,11.9375
ARE,1976,15.0100131163194,44.25,12
ARE,1977,8.54031342219246,45,10.8125
ARE,1978,6.27716035851446,45,12
ARE,1979,8.1395082663968,45,12
ARE,1980,7.0397167355503,45,12
ARE,1981,6.6656696394941,44.9375,12
ARE,1982,13.3354294243247,45,11
ARE,1983,8.5903008814509,45,10.8125
ARE,1984,5.57401438550043,44,10.5625
ARE,1985,4.33888754239905,44,12
ARE,1986,6.92962821906607,44,10.875
ARE,1987,9.16278011016602,45,11
ARE,1988,8.15583228445421,44.9375,11
ARE,1989,7.57030729817945,44,9.9375
ARE,1990,6.82868318812246,44.875,12
ARE,1991,7.09795813388001,43.9375,13
ARE,1992,8.49390499372231,45,10.9375
ARE,1993,9.5597812621827,45,12
ARE,1994,5.20448127283295,44.1875,12.625
ARE,1995,7.86296495681149,44.1875,12
ARE,1996,9.03295389698187,45,12
ARE,1997,10.0236642241984,44.6875,12
ARE,1998,6.92047390724363,45.625,12
ARE,1999,6.64276410008873,45,12.8125
ARE,2000,5.79628574511047,45,13
ARE,2001,4.16948989408679,44.875,11
ARE,2002,5.30722599484473,45,13
ARE,2003,5.62243101734951,45,13
ARE,2004,5.54536013258349,45,14
ARE,2005,6.27587861057142,45,12
ARE,2006,7.12700225743166,45.0625,11.8125
ARE,2007,5.86553493547607,45,11
ARE,2008,4.83736484749678,44.5625,11
ARE,2009,8.49696601878536,45.1875,12
ARE,2010,5.07240300854581,45,13
ARE,2011,5.41312517675882,45,12
ARE,2012,5.3412510833801,45,12
ARE,2013,6.63351812869398,44.5625,13
ARE,2014,8.82898213727432,45.1875,11.0625
ARE,2015,6.52570687624359,46,12.875
ARE,2016,7.15262145076317,45,13
ARE,2017,7.47831712044471,46,13
ARE,2018,6.51862912500898,45.9375,12.4375
ARE,2019,7.7974608825487,46,13
ARE,2020,7.82816823556671,46,11.875
ARE,2021,6.17128293514687,46,11.75
ARG,1960,39.866611871023,37,-18.75
ARG,1961,46.1786001668173,36.75,-18.625
ARG,1962,33.8882364794373,38,-19.25
ARG,1963,49.7133997662291,36.625,-17.5
ARG,1964,39.8884860755185,37.75,-19.125
ARG,1965,43.472347431582,36,-18.125
ARG,1966,46.9797170160576,36.5,-19.0625
ARG,1967,42.1289771687751,38.4375,-21.375
ARG,1968,40.4502691392991,36.6875,-17
ARG,1969,42.2310717434142,38,-18.25
ARG,1970,40.7217581554934,37.0625,-18.875
ARG,1971,41.5223875398199,39.6875,-19.3125
ARG,1972,47.4943615640225,38,-18.5625
ARG,1973,48.8955596826876,36.9375,-18.3125
ARG,1974,41.7980449470663,37,-18.625
ARG,1975,44.9213065269268,38.5,-19.0625
ARG,1976,47.7804418142257,36,-18.5625
ARG,1977,50.4511952920116,35,-18.0625
ARG,1978,49.1306275788195,36,-19.75
ARG,1979,46.5836502628312,37,-19.25
ARG,1980,47.1041349770573,37,-18.375
ARG,1981,47.1265805627562,36,-18.1875
ARG,1982,48.7126748363901,36,-17.375
ARG,1983,46.2707961160774,37,-20.125
ARG,1984,55.1532279519909,35.8125,-18.75
ARG,1985,49.3351277736584,37,-17.4375
ARG,1986,50.4598387369072,37,-16.6875
ARG,1987,49.3810303809897,36.375,-17.6875
ARG,1988,37.4182418633967,37.9375,-19.25
ARG,1989,39.8617307278245,37.9375,-18.25
ARG,1990,49.9268783171624,37,-17.75
ARG,1991,49.4074704833828,36,-18.0625
ARG,1992,54.3655165095332,35,-18.5625
ARG,1993,45.9403092169321,36,-18.1875
ARG,1994,45.1528945893332,38.1875,-17.0625
ARG,1995,38.2510265776557,38.875,-19.25
ARG,1996,47.031672035558,35.375,-18.5625
ARG,1997,50.0249078455324,36,-17.1875
ARG,1998,46.4464400053196,36.5625,-17.5
ARG,1999,47.9384148412374,35.4375,-18.5625
ARG,2000,53.7254795987299,36,-18.75
ARG,2001,53.9999923453572,36.1875,-17.5625
ARG,2002,56.8316178387507,36,-19.25
ARG,2003,44.6347371595205,37,-18.1875
ARG,2004,43.6107227884965,37.25,-17.0625
ARG,2005,43.1440054484339,37.0625,-17.25
ARG,2006,45.0040623561115,37,-16.875
ARG,2007,44.2357190261312,36,-20.375
ARG,2008,39.9071399519019,36.0625,-18.75
ARG,2009,40.5162059987898,37.1875,-19.0625
ARG,2010,41.9074591507965,37.0625,-20
ARG,2011,42.2767755651984,36,-18.75
ARG,2012,47.1647464084475,38,-19.0625
ARG,2013,39.4222560058531,38.625,-18.1875
ARG,2014,52.8405755016183,38,-17.5625
ARG,2015,48.2926213932305,36.125,-17.4375
ARG,2016,49.3010049818207,36.75,-18.125
ARG,2017,47.8300143221561,38,-17.25
ARG,2018,45.0362553663057,35.75,-18.625
ARG,2019,44.0904121468221,36.4375,-17.6875
ARG,2020,37.7518114120568,37,-18.0625
ARG,2021,40.5007887047466,37.0625,-18.5625
ARM,1960,41.7244882933926,31.1875,-15.8125
ARM,1961,27.7835435034239,32.75,-16.75
ARM,1962,41.783173439447,33.75,-15.5
ARM,1963,66.1247852392364,30.4375,-13.8125
ARM,1964,37.5542078077445,31.1875,-21.875
ARM,1965,48.1171738487935,32.875,-18.0625
ARM,1966,44.1398117110046,34,-12.5
ARM,1967,49.0655976056356,31.3125,-20.4375
ARM,1968,43.6757264572975,31.9375,-18.25
ARM,1969,44.7873217975884,32.3125,-19.875
ARM,1970,33.5554367241107,31.8125,-13.5
ARM,1971,37.0152183991601,33.1875,-17.5
ARM,1972,49.1376599383633,32,-24.5625
ARM,1973,39.9152092932783,32.6875,-19.5
ARM,1974,46.2922103291715,30.1875,-19.625
ARM,1975,44.0785864396402,33.375,-16.5625
ARM,1976,44.6955546417344,33.8125,-21.125
ARM,1977,43.4078262050947,32.375,-18.5625
ARM,1978,45.8246664881532,32.5625,-13.375
ARM,1979,39.0742461754565,33.9375,-12.625
ARM,1980,35.4481314072135,34.8125,-16.9375
ARM,1981,47.4870203150469,32.125,-12.625
ARM,1982,47.8584520304412,31.5,-17.5625
ARM,1983,46.4417808155219,33.125,-18.5
ARM,1984,38.3736659434804,33.5625,-17
ARM,1985,37.5002284680019,32.75,-16.5
ARM,1986,46.8643457586305,33.3125,-14.5625
ARM,1987,45.7221810626008,32.375,-14.375
ARM,1988,54.9228344315674,30.8125,-15.875
ARM,1989,36.127252350948,34.1875,-20.1875
ARM,1990,38.378463038227,32.875,-16.8125
ARM,1991,41.3749680145268,32.625,-17.4375
ARM,1992,45.611499441646,30.8125,-18.25
ARM,1993,41.9968658710084,31.125,-17.8125
ARM,1994,46.3309164790557,31,-16.75
ARM,1995,38.0330317934528,32.75,-14.5625
ARM,1996,38.2994289246568,32.75,-14.5625
ARM,1997,41.5211256895846,32.8125,-17.0625
ARM,1998,37.232246036418,33.3125,-18.9375
ARM,1999,38.4177448348692,34.3125,-13.1875
ARM,2000,33.3808935737749,35.1875,-16.875
ARM,2001,38.8420092643004,33.75,-14.5
ARM,2002,53.4989217409962,32.375,-16.9375
ARM,2003,55.8285864661312,33.125,-14.9375
ARM,2004,47.4938322063427,33.75,-16.3125
ARM,2005,49.9975420480583,33.75,-17.25
ARM,2006,45.5425346333381,35.625,-15.875
ARM,2007,56.910517180088,32.1875,-17
ARM,2008,39.0208150228562,33.75,-20.4375
ARM,2009,53.4919910329824,31.3125,-15.9375
ARM,2010,53.0890168170744,34.0625,-11.3125
ARM,2011,52.1127786629381,33.75,-15
ARM,2012,40.0886239355419,33.8125,-19.6875
ARM,2013,42.0506031150706,31.625,-16.8125
ARM,2014,41.0154103316062,34.5,-16.375
ARM,2015,47.9956551890886,33.8125,-14.3125
ARM,2016,51.958643947777,34.5,-15.9375
ARM,2017,36.3030381856257,34.8125,-19.375
ARM,2018,44.1344115521476,34.5625,-12.3125
ARM,2019,32.8407437878045,33.125,-14.5
ARM,2020,44.0652868915022,32.8125,-14.5625
ARM,2021,37.0722450605261,33.5,-14.125
ATF,1960,99.8236028512319,13,-4.9375
ATF,1961,93.2996633529663,10.0833330154419,-5.5
ATF,1962,62.8458874649472,11.5,-5.4375
ATF,1963,76.4593001524608,10.1875,-6.625
ATF,1964,51.9842997815874,10.0714282989502,-5.5
ATF,1965,39.4757992373572,10.5,-5.4375
ATF,1966,51.5352254496681,11,-5.3125
ATF,1967,57.4654137240516,10,-6.4375
ATF,1968,48.4628563457065,13,-4.875
ATF,1969,65.7134857283698,10,-4.8125
ATF,1970,60.4908523400625,11.2142858505249,-4.875
ATF,1971,74.4277963717779,13.2857141494751,-4.9375
ATF,1972,63.6346180995306,9.9285717010498,-5.0625
ATF,1973,85.3734130329556,11,-5.5625
ATF,1974,71.6807761404249,11.125,-5.75
ATF,1975,63.8511779732174,11.9375,-4.5
ATF,1976,86.892416826884,11,-5.875
ATF,1977,74.4516143904792,11.75,-4.9375
ATF,1978,80.7531264093187,12,-4.4375
ATF,1979,68.1571700731913,12.5,-4.625
ATF,1980,77.3588898181915,12.9375,-5.1875
ATF,1981,68.1743319776323,12,-4.875
ATF,1982,73.7530849562751,13,-4.75
ATF,1983,67.3967655340831,12.9375,-5.25
ATF,1984,73.8835640059577,11.125,-4.75
ATF,1985,72.4471206188202,12,-4.6875
ATF,1986,71.9196364455753,12,-5.5
ATF,1987,96.5265382024977,11,-4.3125
ATF,1988,84.0943712764316,11,-5.4375
ATF,1989,80.2965669843886,11.1428575515747,-4.4375
ATF,1990,67.0682100440065,11,-5.0625
ATF,1991,67.1889278305902,13,-4.9375
ATF,1992,67.9003538926443,12,-4.9375
ATF,1993,59.0039282745785,13,-4.5
ATF,1994,65.4453214592404,13,-4.75
ATF,1995,89.3310567114088,10.5,-4.9375
ATF,1996,57.2910453213586,11.4166669845581,-5.4375
ATF,1997,65.5703749391768,14,-4.125
ATF,1998,76.566178645028,11.9166669845581,-4.625
ATF,1999,70.1276613659329,12,-5.4375
ATF,2000,52.9944446563721,13.125,-4.9375
ATF,2001,69.8097252104018,11,-4.9375
ATF,2002,47.8851885345247,11,-4.6875
ATF,2003,59.1141513639026,12,-4.75
ATF,2004,48.1967649724748,12,-4.5
ATF,2005,50.1995022641288,12,-5.9375
ATF,2006,51.3344566133287,11,-6.1875
ATF,2007,56.6039833174812,12,-5.6875
ATF,2008,85.2246491803063,12,-5.4375
ATF,2009,54.172545615832,11.5625,-5.0625
ATF,2010,63.1297260231442,11.3125,-4.875
ATF,2011,80.6283012363646,12.0833330154419,-4.9375
ATF,2012,89.5986983723111,12,-3.875
ATF,2013,79.5243180010054,13,-4.6875
ATF,2014,73.5470533370972,12.125,-6.75
ATF,2015,85.3433508025275,12,-4.5
ATF,2016,72.702546066708,12.5625,-4.1875
ATF,2017,80.970563199785,13.125,-3.9375
ATF,2018,80.1648683362537,13,-4.9375
ATF,2019,112.621787251367,13,-5.25
ATF,2020,76.9444120619032,12,-4.6875
ATF,2021,83.3960800382826,12,-4.625
ATG,1960,94.2761114438375,31,21.533332824707
ATG,1961,78.6715745925903,31,21.533332824707
ATG,1962,83.8916665712993,30.3333339691162,21
ATG,1963,80.6618522802989,31,21.9333324432373
ATG,1964,72.907407283783,30,21
ATG,1965,83.1385181744893,30.3333339691162,20.8666667938232
ATG,1966,87.9846293131511,30.3333339691162,21.8666667938232
ATG,1967,78.021110534668,31,21
ATG,1968,73.6822224060694,31,20.7999992370605
ATG,1969,96.3160183429718,31,20.6666660308838
ATG,1970,94.7359254360199,31,21.3999996185303
ATG,1971,81.1950920422872,31,21.0666675567627
ATG,1972,79.2333332697551,31,21.3999996185303
ATG,1973,64.5014812151591,31,21
ATG,1974,76.5734259287516,30.8666667938232,21.6666660308838
ATG,1975,85.8537044525147,31,21.2000007629395
ATG,1976,73.1832402547201,31,20.8666667938232
ATG,1977,78.7392586072286,30.7333335876465,21.6000003814697
ATG,1978,76.4661112626394,31,21.466667175293
ATG,1979,110.877499977748,31,21.3333339691162
ATG,1980,79.1026854515076,31,21.8666667938232
ATG,1981,88.4101858139038,31,22.0666675567627
ATG,1982,84.9607407251994,31,22
ATG,1983,83.0460177262624,31,22
ATG,1984,86.8629628817241,31.3333339691162,21.9333324432373
ATG,1985,80.7281478246053,31.3333339691162,20.8666667938232
ATG,1986,91.5282411575317,31.0666675567627,20.9333324432373
ATG,1987,104.766944885254,32,21.8666667938232
ATG,1988,96.5826849937439,31,22
ATG,1989,100.497129440308,31,21.7999992370605
ATG,1990,87.6723141670227,32,21
ATG,1991,77.6162034670512,31.7333335876465,22
ATG,1992,104.909258683523,31.6666660308838,21.9333324432373
ATG,1993,76.0021297136943,31.7333335876465,21.7999992370605
ATG,1994,67.7596294085185,31.3333339691162,21.8666667938232
ATG,1995,79.5117590427399,31.7999992370606,21.8666667938232
ATG,1996,89.3864806493123,31,22.0666675567627
ATG,1997,80.2540742556254,31,21.8666667938232
ATG,1998,101.48490802447,32,22.6666660308838
ATG,1999,88.7857402165731,31.2222213745117,21
ATG,2000,68.4736104011536,31,21.533332824707
ATG,2001,86.4344445069631,32,21.8666667938232
ATG,2002,86.3587967554728,32,21.9333324432373
ATG,2003,87.2305541038513,31,22.533332824707
ATG,2004,103.174167474111,31,21.9333324432373
ATG,2005,109.386296113332,32,21.9333324432373
ATG,2006,109.010833978653,31.533332824707,21.9333324432373
ATG,2007,84.3089820543925,31,22.0666675567627
ATG,2008,109.217592398326,31.3333339691162,21.7999992370605
ATG,2009,71.6665731271108,32,21.9333324432373
ATG,2010,100.283519268036,31.7999992370606,22.6666660308838
ATG,2011,92.2856477101644,31.2000007629395,22
ATG,2012,78.3311106761297,31.7333335876465,22
ATG,2013,83.3613895575206,32,22.533332824707
ATG,2014,86.9263892173767,31.3333339691162,22.3999996185303
ATG,2015,52.0060186386109,32,22.3999996185303
ATG,2016,86.8608330885569,31.7999992370606,22.7999992370606
ATG,2017,93.7547221183777,32,22.3333339691162
ATG,2018,80.1523150602977,31,21.7999992370605
ATG,2019,83.6638886928559,32,22
ATG,2020,79.7525002161662,32,22.3999996185303
ATG,2021,71.7945357958476,32,22.3999996185303
AUS,1960,39.2316322608043,41.625,-4.6875
AUS,1961,30.0520109687773,43.3125,-3.875
AUS,1962,36.9678787249889,42,-4.8125
AUS,1963,39.6162908130905,42.0625,-3.9375
AUS,1964,36.8097443689432,42.375,-3.875
AUS,1965,29.4014164485276,43,-5.5625
AUS,1966,33.5034388276496,42.9375,-5
AUS,1967,34.7669658618711,42,-4.5625
AUS,1968,43.164275119529,42.875,-4.9375
AUS,1969,35.403004933917,43.4375,-3.8125
AUS,1970,33.2227858628996,43.5,-4.75
AUS,1971,40.311025435684,43,-5.9375
AUS,1972,30.353617936912,43.3125,-4.8125
AUS,1973,52.147234993364,42,-3.875
AUS,1974,58.1450031345799,41.25,-3.6875
AUS,1975,47.1241034890248,42.5625,-3.3125
AUS,1976,42.9093748025317,42.1875,-5
AUS,1977,38.4167999743439,43.375,-5.8125
AUS,1978,42.2153497515002,42.5,-4.125
AUS,1979,36.7015863662601,43,-4.8125
AUS,1980,35.9404577297018,42.625,-3.6875
AUS,1981,43.4125810760508,42.125,-3.75
AUS,1982,33.6909336388351,42,-6.3125
AUS,1983,40.0661641651162,43,-4.5625
AUS,1984,43.729100291196,42.25,-4
AUS,1985,33.325999147072,43,-5.125
AUS,1986,33.1275753095289,42.375,-4.5625
AUS,1987,37.9496760610618,41.375,-5.625
AUS,1988,37.9702007128652,43,-3.625
AUS,1989,38.0139886346052,42,-4.375
AUS,1990,34.6647334903339,43.4375,-3
AUS,1991,37.56560603575,43.9375,-3.625
AUS,1992,36.9038942763724,42,-4.6875
AUS,1993,39.3857495754589,43,-3.375
AUS,1994,28.6061290708332,43.125,-5
AUS,1995,41.350141199779,42,-4.5625
AUS,1996,37.9587870072978,43.625,-3.625
AUS,1997,41.4304220961685,42.25,-5.0625
AUS,1998,42.9517864200659,43,-4.1875
AUS,1999,45.5179016688284,42.5,-3.625
