displaced_persons,displaced_persons_t1,displaced_persons_t2,displaced_persons_t3,mean_displaced_persons_t1_o1,mean_displaced_persons_t2_o1,mean_displaced_persons_t3_o1,mean_displaced_persons_t1_o2,mean_displaced_persons_t2_o2,mean_displaced_persons_t3_o2,mean_displaced_persons_t1_o3,mean_displaced_persons_t2_o3,mean_displaced_persons_t3_o3,Region,year,pop,gdp,urban
0,0,0,0,10,10,12,6.25,3.125,6.875,9622.61904761905,2235.95238095238,1592.38095238095,LVA,1979,2.50387546316704,,66.6122785970277
0,0,0,0,0,0,0,1.92307692307692,0,46.9230769230769,3448.37209302326,69.7674418604651,102.325581395349,VEN,1979,14.5685440101096,,78.550447378292
0,0,0,0,0,0,0,0,0,0,0,0,0,FJI,1979,0.621036145562453,,37.6459951350694
0,0,0,0,106,112,12,82.2727272727273,44.0909090909091,25.4545454545455,6860.16666666667,1617,1175.5,GEO,1979,5.03980456148787,,52.0965009984594
0,0,0,0,1370,482,90,644.545454545455,225.454545454546,45.4545454545455,280,124.827586206897,127.586206896552,MKD,1979,1.77765238222611,,52.9219292054184
0,0,0,0,24,0,10,243.333333333333,0,2.77777777777778,179.75,63.25,28,SVN,1979,1.81610287273205,,47.1795555740223
0,0,0,0,20,0,0,477,5,16,217.878787878788,76.6666666666667,18.4848484848485,MDA,1979,3.97549936296857,,39.5675507350216
0,0,0,0,1945,0,0,1400.52631578947,577.894736842105,728.947368421053,26155.7142857143,19096.5714285714,3428.57142857143,SAU,1979,9.21138040835676,,64.4294428920958
0,0,0,0,0,0,0,9673.33333333333,0,0,4031.94444444444,0,0,JAM,1979,2.10449196261723,,46.2413083622389
0,0,0,0,0,0,0,5,5,6,12641.5625,2934.6875,2088.4375,UZB,1979,15.5453637403782,,40.5907131447113
0,0,0,0,13.3333333333333,0,5.55555555555556,210.952380952381,0,4.76190476190476,163.409090909091,57.5,25.4545454545455,AUT,1979,7.55675930822878,,65.3731658778289
0,0,0,0,0,0,0,3.125,0,0,3819.73684210526,0,13.4210526315789,BRB,1979,0.248155773827261,,39.6882616418086
0,0,0,0,16.6666666666667,8.33333333333333,18.3333333333333,13.3333333333333,2.38095238095238,7.61904761904762,7339.28571428571,1720,1202.32142857143,BLR,1979,9.59664070575015,,55.3774325123914
0,0,0,0,0,0,0,9068.75,0,0,4031.94444444444,0,0,BLZ,1979,0.140985320871149,,49.5451641605164
0,0,0,0,0,0,0,4.16666666666667,0,4.16666666666667,6.875,1.5625,20.9375,DNK,1979,5.11774615229731,,83.4976086782615
0,0,0,0,0,0,46.3636363636364,935.740740740741,933.703703703704,693.518518518519,8200.96153846154,7059.08653846154,4367.21153846154,FRA,1979,53.6549487244934,,73.2430893553409
0,0,0,0,0,0,0,0,0,0,2.27272727272727,0,25.4545454545455,GBR,1979,56.2997993681747,,78.380108253283
0,0,0,0,0,0,0,0,0,110.909090909091,90.8571428571429,85.7142857142857,125.714285714286,GUY,1979,0.774272040326769,,30.4538447311952
0,0,0,0,0,0,0,26075.7894736842,9652.63157894737,3514.73684210526,17854.3243243243,7030,2271.08108108108,HKG,1979,4.93089053576571,,91.2798609489928
0,0,0,0,0,0,0,0,0,0,2.5,0,28,IRL,1979,3.37714680895274,,55.0351121632385
0,0,0,0,0,0,0,90.3125,77.5,31.5625,790.340909090909,737.954545454546,588.75,ITA,1979,56.0458386963699,,66.4929290157054
0,0,0,0,0,0,0,11506.25,11256.25,7.5,15014.8484848485,5557.57575757576,2025.15151515152,JPN,1979,114.999362874544,,59.1776937670618
0,0,0,0,8.33333333333333,8.33333333333333,10,13913.4482758621,3220.68965517241,2304.48275862069,14081.4893617021,5545.10638297872,1788.93617021277,KAZ,1979,14.7684393678856,,53.7978712053133
0,0,0,0,0,0,0,22413.3333333333,5188.88888888889,3710,18350.2777777778,7225.27777777778,2334.16666666667,KGZ,1979,3.55875248252155,,38.5852319870975
0,0,0,0,0,0,0,23.0769230769231,0,0,6313.04347826087,2.17391304347826,2.60869565217391,MEX,1979,67.1635986649504,,65.690596015838
0,0,0,0,0,0,0,0,0,0,455.666666666667,467.666666666667,492,MLT,1979,0.321765889075828,,89.7879787194426
0,0,0,0,0,0,0,23731.7647058824,5494.11764705882,3928.23529411765,15386.2790697674,6049.06976744186,1954.18604651163,NPL,1979,14.6936652796019,,5.83025645357288
0,0,0,0,0,0,0,4.54545454545455,0,4.54545454545455,7.85714285714286,1.78571428571429,23.9285714285714,NLD,1979,14.004185057082,,64.3975594508282
0,0,0,0,3750,0,0,1766.66666666667,727.333333333333,710,28283.6842105263,17578.1578947368,3146.05263157895,OMN,1979,1.11517342087758,,45.6628039326475
0,0,0,0,0,0,255,7142.85714285714,7142.85714285714,5072.85714285714,2173.91304347826,2173.91304347826,1543.91304347826,PRT,1979,9.69652675085081,,42.3476143517946
0,0,0,0,0,0,0,19.4444444444444,0,0,3298.86363636364,0,11.5909090909091,PRI,1979,3.14863134068176,,66.1517044896345
0,0,0,0,0,0,0,1556,0,0,1081.2,456.8,554,QAT,1979,0.203615810790889,,89.2765500551356
0,0,0,0,28.3333333333333,0,16.6666666666667,248.888888888889,2.77777777777778,8.88888888888889,167.209302325581,58.8372093023256,14.1860465116279,SVK,1979,4.91568515520577,,50.7659210592197
0,0,0,0,1323.33333333333,838.333333333334,920,20366,9340.5,4390,66676,61035.25,45957,SWZ,1979,0.58596898025714,,17.044833230541
0,0,0,0,0,0,0,10,5,11,3.44827586206897,1.72413793103448,3.79310344827586,SWE,1979,8.29430148452589,,83.0605345736743
0,0,0,0,0,0,0,7.72727272727273,0,27.7272727272727,790,725.342465753425,520.684931506849,CHE,1979,6.30711810726011,,56.5829294756195
0,0,0,0,0,0,0,3.125,0,0,3819.73684210526,0,13.4210526315789,TTO,1979,1.06034465206359,,11.0257141874369
0,0,0,0,0,0,0,3.125,0,0,3819.73684210526,0,13.4210526315789,VCT,1979,0.0995488722939113,,35.3375733873111
0,0,0,0,0,0,0,77.8571428571429,40,4.28571428571429,9647.61904761905,2245.71428571429,1601.90476190476,TKM,1979,2.79151969504416,,47.2199119340439
0,0,0,0,0,0,0,2.94117647058824,0,32.9411764705882,817.741935483871,814.032258064516,605.806451612903,BEL,1979,9.84518827889669,,95.2138283976988
0,0,0,0,0,0,0,71.6666666666667,70,111.666666666667,23270.7142857143,24211.25,14696.0714285714,MDG,1979,8.38361156261094,,18.0816648971288
0,0,0,0,0,0,0,0,0,0,30,84,61.5,MUS,1979,0.950639547720577,,42.5870716344399
0,0,0,0,0,0,0,0,0,0,6200,6000,0,SLB,1979,0.221650058625004,,10.1943223615736
0,0,0,0,500,0,0,166.666666666667,0,0,10343.3333333333,4970.47619047619,190.476190476191,PNG,1979,3.13010646457168,,12.8565174439379
0,0,0,0,0,0,0,18600,18000,0,47250.7142857143,18575.7142857143,5994.28571428572,BRN,1979,0.183002366208065,,60.0384377926536
0,0,0,0,0,0,0,0,0,0,0,0,0,TON,1979,0.0922602527757613,,20.9343463636827
0,0,0,0,12.5,12.5,15,14410.3571428571,3335.71428571429,2386.78571428571,14375.4347826087,5665.65217391304,1827.82608695652,PRK,1979,17.0019071032995,,56.8372688995076
0,0,0,0,0,0,0,0,0,0,10,5,11,ISL,1979,0.226076741828527,,87.9626876614004
0,0,0,0,16.6666666666667,16.6666666666667,20,15518.8461538462,3592.30769230769,2570.38461538462,14375.4347826087,5665.65217391304,1827.82608695652,MNG,1979,1.65074232144988,,51.43891040706
0,0,0,0,0,0,0,3.125,0,0,3819.73684210526,0,13.4210526315789,LCA,1979,0.115911705307218,,26.2713652749609
0,0,0,0,12.5,12.5,15,6.25,3.125,6.875,9398.83720930233,2183.95348837209,1555.3488372093,FIN,1979,4.76309272354288,,70.9434437433096
0,0,0,0,0,0,0,1296.66666666667,0,0,6234.33333333333,380.666666666667,461.666666666667,ARE,1979,0.92802483979326,,80.6603523449402
0,0,0,0,500,0,0,200,0,0,15515,7455.71428571429,285.714285714286,TLS,1979,0.59049237373994,,16.0935244526749
0,0,0,0,0,0,0,18400,18000,0,23592.380952381,8733.33333333333,3180,MAC,1979,0.243001014346537,,98.3779103068776
0,0,0,0,0,0,0,200,0,0,76.9230769230769,0,0,AUS,1979,14.5403809343768,,85.8206304607378
0,0,0,0,0,0,0,33.3333333333333,0,0,7257.5,0,0,BHS,1979,0.205885335845368,,72.4563086706687
0,0,0,0,0,0,0,0,0,0,0,0,0,WSM,1979,0.1543624541247,,21.1563545427947
0,0,0,0,0,0,0,0,0,0,0,0,0,NZL,1979,3.13700118720429,,83.3721192774871
0,0,0,0,12.5,12.5,15,5.26315789473684,2.63157894736842,5.78947368421053,7924.50980392157,1841.37254901961,1311.37254901961,NOR,1979,4.07251587643358,,70.1469876343902
0,0,0,0,0,0,0,23000,22500,0,13575.625,6523.75,250,FSM,1979,0.0704115236743447,,26.3990788667864
0,0,0,0,0,0,0,0,0,0,16678.3333333333,798.888888888889,222.222222222222,MDV,1979,0.151941781702703,,21.3856806247119
0,0,0,0,0,0,0,0,0,0,0,0,0,NCL,1979,0.140172571978007,,57.0520847668795
0,0,0,0,1236,400,0,506.428571428572,177.142857142857,35.7142857142857,200.487804878049,89.5121951219512,105.365853658537,MNE,1979,0.573342785290408,,35.7478026283086
0,0,0,0,0,0,0,0,0,0,0,0,0,VUT,1979,0.112575742853168,,14.421755159024
0,0,0,0,0,0,0,3.125,0,35,817.741935483871,814.032258064516,605.806451612903,LUX,1979,0.364065129530331,,79.6321412837714
0,0,0,0,0,0,0,3.125,0,0,3819.73684210526,0,13.4210526315789,ABW,1979,0.0598693775736671,,50.4927076774407
0,,,,,,,,,,,,,GLP,1979,0.32561915327176,,97.6511770944
0,,,,,,,,,,,,,GUF,1979,0.0651541211118699,,70.4239546540091
0,,,,,,,,,,,,,GUM,1979,0.104214997044237,,93.012030230973
0,,,,,,,,,,,,,MTQ,1979,0.325793286537467,,78.2349995577428
0,,,,,,,,,,,,,MYT,1979,0.0526844976965103,,29.5329578000175
0,,,,,,,,,,,,,PYF,1979,0.146629915782379,,57.3067972954215
0,,,,,,,,,,,,,R32AUNZ,1979,17.6773821186285,,
0,,,,,,,,,,,,,R32BRA,1979,118.887940564262,,
0,,,,,,,,,,,,,R32CAN,1979,24.2514895957644,,
0,,,,,,,,,,,,,R32CAS,1979,54.6632275630975,,
0,,,,,,,,,,,,,R32CHN,1979,975.681039389398,,
0,,,,,,,,,,,,,R32EEU,1979,22.074693745536,,
0,,,,,,,,,,,,,R32EEU-FSU,1979,63.4390848608905,,
0,,,,,,,,,,,,,R32EFTA,1979,10.6057107226505,,
0,,,,,,,,,,,,,R32EU12-H,1979,65.3453827613114,,
0,,,,,,,,,,,,,R32EU12-M,1979,36.7880868977463,,
0,,,,,,,,,,,,,R32EU15,1979,354.167557005997,,
0,,,,,,,,,,,,,R32IDN,1979,147.399736768091,,
0,,,,,,,,,,,,,R32IND,1979,683.860819473714,,
0,,,,,,,,,,,,,R32JPN,1979,114.999362875086,,
0,,,,,,,,,,,,,R32KOR,1979,36.9037106881725,,
0,,,,,,,,,,,,,R32LAM-L,1979,19.2378239152946,,
0,,,,,,,,,,,,,R32LAM-M,1979,145.780071103924,,
0,,,,,,,,,,,,,R32MEA-H,1979,16.7852460108426,,
0,,,,,,,,,,,,,R32MEA-M,1979,73.3400002662619,,
0,,,,,,,,,,,,,R32MEX,1979,67.163598664584,,
0,,,,,,,,,,,,,R32NAF,1979,90.5385394437943,,
0,,,,,,,,,,,,,R32OAS-CPA,1979,64.432134760002,,
0,,,,,,,,,,,,,R32OAS-L,1979,192.939767201173,,
0,,,,,,,,,,,,,R32OAS-M,1979,78.3708525771903,,
0,,,,,,,,,,,,,R32PAK,1979,92.0703633072564,,
0,,,,,,,,,,,,,R32RUS,1979,137.729990785744,,
0,,,,,,,,,,,,,R32SAF,1979,28.3560555224028,,
0,,,,,,,,,,,,,R32SSA-L,1979,338.759278394151,,
0,,,,,,,,,,,,,R32SSA-M,1979,11.793998622485,,
0,,,,,,,,,,,,,R32TUR,1979,43.129286839118,,
0,,,,,,,,,,,,,R32USA,1979,230.871239330262,,
0,,,,,,,,,,,,,R5.2ASIA,1979,2271.39101449653,,
0,,,,,,,,,,,,,R5.2LAM,1979,350.284037721783,,
0,,,,,,,,,,,,,R5.2MAF,1979,559.366171466707,,
0,,,,,,,,,,,,,R5.2OECD,1979,919.344439613004,,
0,,,,,,,,,,,,,R5.2REF,1979,255.832303209732,,
0,,,,,,,,,,,,,REU,1979,0.502731152824788,,51.1160753473506
0,,,,,,,,,,,,,TWN,1979,17.4664180141662,,
0,,,,,,,,,,,,,VIR,1979,0.0965298797283627,,79.2284328879915
0,,,,,,,,,,,,,World,1979,4376.24878786951,,
449030,652980,646110,529830,153002,166686,161540,75173.1578947369,74909.4736842105,70495.5263157895,90395.5882352941,68301.1764705882,59114.8529411765,AGO,1980,7.63842,-20.6300887926121,24.298
286650,176540,175110,169780,97596,96794,119314,87913.0769230769,86969.2307692308,86828.4615384615,105971.724137931,80067.9310344828,69202.5862068966,RWA,1980,5.178927,4.22166224053515,4.721
0,0,0,0,0,0,0,2680,6013.33333333333,8200,27808.2142857143,31888.2142857143,32956.0714285714,GHA,1980,10.922708,10.8435547119663,31.167
10850,10850,10850,10850,205640,112321.25,83275,75810.4166666667,44755,39183.3333333333,60924.375,45521.25,40938.3333333333,SDN,1980,20.070866,21.3372264912516,19.959
5000,5000,5000,5000,1666.66666666667,1666.66666666667,2666.66666666667,555.555555555556,555.555555555556,888.888888888889,333.333333333333,333.333333333333,533.333333333333,GNB,1980,0.834611,0.755685324286509,17.605
1681,1610,1980,2000,492.5,590,602.5,169.166666666667,580.833333333333,206.666666666667,834.878048780488,200.487804878049,89.5121951219512,ALB,1980,2.6713,11.3420242466794,33.762
333,700,420,440,152,96,102,40970.7692307692,135.384615384615,74.6153846153846,11129.7916666667,168.75,76.4583333333333,ARM,1980,3.096298,51.6620376393582,66.05
10821,0,50,50,0,6.66666666666667,3.33333333333333,25044.3902439024,9857.31707317073,2290.48780487805,18202.8787878788,10131.5151515152,3985.30303030303,RUS,1980,138.655363,7756.24993551649,69.751
116750,70450,151560,264940,114196,113008,112640,139355,105365.454545455,91110,71483.2558139535,54005.1162790698,46741.2790697675,COD,1980,27.01869,-764.831106849898,28.719
346928,397290,124210,14380,144290,102127.5,42515,53098.1818181818,30070.9090909091,11823.1818181818,25959.1111111111,14702.4444444444,5780.22222222222,VNM,1980,54.023152,62.3857734874687,19.247
24,0,0,0,64128.75,25215,5837.5,32421.1111111111,18350.2777777778,7225.27777777778,21816.7272727273,12051.4545454545,4738.54545454546,CHN,1980,983.170638,514.118327379088,19.358
120,370,130,120,29621.4285714286,23962.8571428571,11483.5714285714,69426.5,66676,61035.25,83680.2777777778,61702.2222222222,52114.3055555556,MOZ,1980,12.145501,5.33819847769246,13.111
169770,151680,148180,153550,99817.5,118787.5,147142.5,87913.0769230769,86969.2307692308,86828.4615384615,105971.724137931,80067.9310344828,69202.5862068966,BDI,1980,4.129997,1.77788773174623,4.339
340,360,380,410,406,542,496,1488.26086956522,347.826086956522,157.391304347826,11101.6,381.4,290.4,GRC,1980,9.642504,164.335886113137,57.734
763,0,120,0,0,547.5,0,0,227.142857142857,2.38095238095238,48.3333333333333,171.190476190476,60.2380952380953,HUN,1980,10.698534,121.534155299785,64.191
0,0,0,0,0,0,0,0,0,0,357.142857142857,357.142857142857,571.428571428571,CPV,1980,0.300047,0.418692507005427,23.518
420,460,310,1050,607.5,185,367.5,92558,88890.6666666667,81374.3333333333,120499.6,88851.2,75044.6,MWI,1980,6.239898,4.29628949342284,9.05
55620,40580,35760,12930,149913.333333333,141478.333333333,103612.5,74732.3076923077,77025.3846153846,68321.1538461539,64933.1818181818,64705.4545454546,60941.1363636364,NAM,1980,1.012824,4.99163704350716,25.066
24250,7280,3840,2395,35147.1428571429,29007.1428571429,13150.7142857143,81915.4545454546,77251.8181818182,56657.7272727273,66120.4761904762,63500.9523809524,58128.8095238095,ZAF,1980,29.077186,241.638174206685,48.425
2567998,1623870,887670,655350,233612.857142857,128384.285714286,95351.4285714286,128932.142857143,75672.8571428572,67192.8571428572,87596.25,63883.125,56094.6875,ETH,1980,35.426282,-1.02869731239391,10.41
6,0,0,0,120571.666666667,132945,132461.666666667,73140.5882352941,74511.1764705882,74716.4705882353,85380.2777777778,64503.6111111111,55828.1944444445,COG,1980,1.798285,5.30628255995299,47.857
1210,1000,0,0,107120,110814.444444444,98410,77131.6666666667,74075.5555555556,67811.9444444444,102444.666666667,77404.3333333333,66898.8333333333,ZMB,1980,5.775165,8.84866704321313,39.815
0,0,0,0,2040,40,0,3591.17647058824,5944.11764705882,7697.05882352941,79314.5161290323,59240,52708.7096774194,NGA,1980,75.543388,124.299407653177,28.582
31098,31000,560,0,4508.57142857143,88.5714285714286,10,24891.8181818182,759.545454545455,41.8181818181818,12740.2272727273,772.5,331.363636363636,IRQ,1980,13.743534,1131.21022511252,65.521
500,500,0,0,5260,103.333333333333,11.6666666666667,1812.22222222222,97.7777777777778,90,13257.6744186047,788.372093023256,337.674418604651,SYR,1980,8.906543,29.4599952472872,46.708
329,0,290,0,70,831.666666666667,80,1711.5,403.5,146,11366.5957446809,174.893617021277,78.0851063829787,BGR,1980,8.861536,51.7149031134857,62.1
270,0,4200,0,0,583.75,0,126.875,443.125,155,1141,272.333333333333,99,SRB,1980,8.946077,494.148384140495,46.146
1695,3560,0,0,3560,0,0,762.222222222222,33.3333333333333,0,1173,7257.5,0,CUB,1980,9.812223,-83.4262179525864,68.106
221000,10000,0,0,2978.57142857143,1550,1550,87788.5,57016.5,52557,59048.3673469388,44580.8163265306,40164.0816326531,TCD,1980,4.554089,2.96210033928183,18.787
772,0,60,0,0,778.333333333333,0,101.5,359.5,126.5,645.849056603774,155.094339622642,69.2452830188679,ROU,1980,22.201389,169.748892644765,46.07
393,0,0,0,0,10,0,0,11.5789473684211,2.63157894736842,0,106.666666666667,1.19047619047619,CZE,1980,10.261606,244.777841126207,75.167
471,0,50,0,0,12.5,6.25,0,9.6551724137931,1.72413793103448,15827.5384615385,6323.07692307692,1481.84615384615,POL,1980,35.577214,920.050046989956,58.086
5,0,0,0,8333.33333333333,8333.33333333333,8333.33333333333,3125,3125,3125,732.876712328767,730.821917808219,734.246575342466,ESP,1980,37.495321,574.958529518995,72.789
170,0,0,0,521.666666666667,521.666666666667,500,240.769230769231,240.769230769231,230.769230769231,142.272727272727,142.272727272727,136.363636363636,BOL,1980,5.352649,20.2278512792121,45.451
70,160,160,90,3720,2000,1242.5,35147.1428571429,29007.1428571429,13150.7142857143,81915.4545454546,77251.8181818182,56657.7272727273,LSO,1980,1.309981,0.545923500305407,11.45
5,0,0,0,0,0,0,142.272727272727,142.272727272727,136.363636363636,1067.56756756757,2753.51351351351,830,BRA,1980,121.711864,920.935004812106,65.468
0,0,0,3000,714.285714285714,714.285714285714,1142.85714285714,384.615384615385,384.615384615385,615.384615384615,28573.4482758621,32512.7586206897,33543.7931034483,GIN,1980,4.406831,5.73026007948805,23.617
192843,51100,165120,76710,144290,102127.5,42515,82451.4285714286,81215.7142857143,24294.2857142857,48673.3333333333,27565,10837.9166666667,KHM,1980,6.505693,5.62233655587891,8.972
0,60,60,70,3624.44444444444,190,102.222222222222,17807.6666666667,268.333333333333,122.333333333333,8508.65671641791,508.507462686567,216.716417910448,TUR,1980,44.105216,262.829697792445,43.78
0,0,160000,0,21461.6666666667,46530,13161.6666666667,53858,28428,8505.5,26549.0909090909,15036.5909090909,5911.59090909091,MMR,1980,32.864901,11.8554784922377,23.973
224301,88710,8820,8000,56063.3333333333,55978.3333333333,74036.6666666667,173605,126825.625,112189.375,93138.7878787879,70364.2424242424,60814.3939393939,UGA,1980,12.662131,8.55741883992282,7.534
1505,3130,3130,3000,782.5,782.5,750,347.777777777778,347.777777777778,333.333333333333,223.571428571429,223.571428571429,214.285714285714,CHL,1980,11.178817,59.993616595647,81.243
24,0,0,0,0,0,0,260.833333333333,260.833333333333,250,142.272727272727,142.272727272727,136.363636363636,URY,1980,2.914683,22.7595668179335,85.394
3800,3300,300,0,1650,175,0,1303.33333333333,8063.88888888889,0,651.666666666667,4031.94444444444,0,HTI,1980,5.687812,-36.7118808241514,20.541
300,600,300,300,54432.2222222222,53832.2222222222,66548.8888888889,125513.75,92546.6666666667,78167.7083333333,71482.3255813954,54003.023255814,46673.6046511628,TZA,1980,18.685789,17.4640299090785,14.555
38000,40000,90000,120000,13333.3333333333,30000,40000,59510,68297.6923076923,70366.9230769231,44413.9285714286,45246.0714285714,45470.7142857143,GNQ,1980,0.220582,-1.88826290279771,27.872
50000,50000,50000,50000,16666.6666666667,16666.6666666667,16666.6666666667,4166.66666666667,4166.66666666667,4166.66666666667,2450,2106.89655172414,2201.72413793103,MAR,1980,19.56692,46.0323331449253,41.21
160,197640,163160,76520,41145,33815,15327.5,80960,83444.1666666667,74014.5833333333,60370.8695652174,57979.1304347826,53074.1304347826,ZWE,1980,7.289463,-46.9354304046232,22.371
105256,128770,119180,78970,96193.3333333333,94751.6666666667,28343.3333333333,53858,28428,8505.5,29204,16540.25,6502.75,LAO,1980,3.234555,3.24981373652591,12.377
0,80,80,1200,285558.333333333,149493.333333333,110818.333333333,125005.882352941,81358.8235294118,74423.5294117647,87102.2857142857,64200.5714285714,53910.7142857143,KEN,1980,16.267558,22.3667361093879,15.709
134,90,90,60,406010,221960,164152.5,133815.384615385,70985.3846153846,51981.5384615385,68159.375,43709.6875,39537.5,SOM,1980,6.435589,13.9186238796914,26.763
0,0,0,0,0,12.5,0,3290,915.384615384615,925.384615384615,40341.6666666667,21840.9523809524,15948.0952380952,PSE,1980,1.51036,-43.6272018019645,62.444
0,200,200,0,40,40,0,3346.66666666667,6013.33333333333,8000,29802.8571428571,33884.6428571429,34950.7142857143,BEN,1980,3.610578,4.09464044011477,27.339
0,0,0,700,0,0,700,102.222222222222,54.4444444444445,131.111111111111,1721.25,457.8125,452.1875,CYP,1980,0.68551,5.73585414361359,58.614
90000,90000,92000,90000,90000,92000,90000,44390,19746.3636363636,9489.09090909091,37682.5806451613,21340.6451612903,8390.64516129032,PHL,1980,47.063923,133.048217674586,37.481
960,16600,144800,0,5533.33333333333,48266.6666666667,0,1990,14510,0,690,4269.11764705882,0,NIC,1980,3.24219,8.91002498447461,49.938
0,0,50,0,2170,2180,2170,82302,44950.5,33369,34616,20510.3636363636,18073.0909090909,EGY,1980,44.952497,108.051606121917,43.858
0,0,50,0,1650,175,0,183.333333333333,19.4444444444444,0,533.181818181818,3298.86363636364,0,DOM,1980,5.794074,21.8195446616208,51.281
1000,1000,1000,0,250,250,0,40690.8333333333,18100.8333333333,8698.33333333333,27840,27562.9166666667,10835.8333333333,IDN,1980,150.820044,199.519242466234,22.104
15000,15000,15000,0,5000,5000,0,4778.33333333333,2208.33333333333,909.166666666667,58339.6551724138,31529.6551724138,23018.275862069,YEM,1980,7.94518,22.8479661244717,16.534
1734921,5e+05,0,0,71428.5714285714,0,0,45992.1739130435,17586.0869565217,4083.04347826087,24485.306122449,13516.7346938776,5327.14285714286,AFG,1980,14.185729,1962.31918836921,15.675
542,400,0,0,408780,224630,166550,118592.142857143,65267.1428571429,47675.7142857143,61701.6666666667,35832.6666666667,31356.6666666667,ERI,1980,2.468902,18.6213369067321,14.364
91630,0,0,0,0,0,0,2371.42857142857,20685.7142857143,0,1530.76923076923,11161.5384615385,0,SLV,1980,4.656263,20.3560517061533,44.058
750,0,0,0,0,0,0,1658.33333333333,12091.6666666667,0,670.285714285714,4147.14285714286,0,GTM,1980,7.036484,27.2519705714938,37.401
38,0,0,0,521.666666666667,521.666666666667,500,260.833333333333,260.833333333333,250,142.272727272727,142.272727272727,136.363636363636,ARG,1980,28.13104,283.432198765924,82.887
48,0,0,0,66470,130,63.75,21304.8,70.4,38.8,18864.7368421053,7482.28070175439,1702.10526315789,IRN,1980,38.576541,277.277880498807,49.693
205,0,0,0,2978.57142857143,1557.14285714286,1550,62823.7037037037,35155.9259259259,26569.6296296296,29452.7272727273,18455.6060606061,16924.5454545455,LBY,1980,3.063,-736.627973342657,70.094
0,0,0,0,0,0,0,677.352941176471,4361.17647058824,88.2352941176471,542.65306122449,3026.12244897959,61.2244897959184,COL,1980,26.874906,142.352673490708,62.121
0,0,0,0,7142.85714285714,7142.85714285714,7142.85714285714,3229.54545454545,2777.27272727273,2902.27272727273,28861.8644067797,16212.5423728814,12328.4745762712,DZA,1980,18.811199,119.605307683655,43.542
0,0,0,0,13042.8571428571,23201.4285714286,39398.5714285714,128507.272727273,96305.9090909091,86990.9090909091,73369.0476190476,55556.6666666667,47725.7142857143,CAF,1980,2.27363,2.17234278899482,33.874
0,0,0,0,166.666666666667,0,0,2901.81818181818,95.4545454545454,107.272727272727,1620,430.882352941176,425.588235294118,LBN,1980,2.794638,-106.163204021776,73.672
0,0,0,0,0,0,0,4723.33333333333,4060,4056.66666666667,32650.9615384615,18298.8461538462,13891.9230769231,TUN,1980,6.457092,25.8347494455683,50.569
0,0,0,0,28.5714285714286,28.5714285714286,0,680,13.3333333333333,200,4298.14814814815,5781.48148148148,6994.44444444444,BFA,1980,7.212088,4.48940643577634,8.805
0,0,0,0,5250,93.3333333333333,0,3104,1044.66666666667,4.66666666666667,18632,923.333333333333,417.666666666667,JOR,1980,2.298691,8.57418931435034,59.939
0,0,0,0,0,0,0,5025,11275,15000,40717.3684210526,46730,48303.6842105263,STP,1980,0.094688,-2.85814354209848,33.482
0,0,0,0,0,0,0,0,0,0,24311.1764705882,17659.4117647059,845.882352941177,LKA,1980,15.082771,22.902856887312,21.579
0,0,0,0,50,50,0,3350,7516.66666666667,10000,32234.5833333333,36994.5833333333,38240.4166666667,TGO,1980,2.666921,3.02622462814552,24.663
0,0,0,0,4150,36200,0,1809.09090909091,13190.9090909091,0,690,4269.11764705882,0,HND,1980,3.62764,10.2289609591727,34.87
0,0,0,0,0,53333.3333333333,0,14307.7777777778,31020,8774.44444444445,39931.8518518519,21094.8148148148,6300.37037037037,BGD,1980,80.624423,54.5672163139297,14.851
0,0,0,0,0,0,0,0,3.125,0,523.684210526316,3819.73684210526,0,GRD,1980,0.088936,0.35877665605373,32.921
0,0,0,0,0,22857.1428571429,0,39502.3076923077,15555.3846153846,3592.30769230769,22498.5185185185,12549.0740740741,4826.2962962963,IND,1980,700.058589,615.46200681716,23.098
0,0,0,0,83.3333333333333,8.33333333333333,0,3290,915.384615384615,925.384615384615,40341.6666666667,21840.9523809524,15948.0952380952,ISR,1980,3.745797,58.2779793543463,88.583
0,0,0,0,0,0,750,555.555555555556,555.555555555556,888.888888888889,30745.2,35714.8,36910.8,LBR,1980,1.922536,3.37027352984036,35.167
0,0,0,0,1e+05,0,0,40685.3846153846,15556.9230769231,3611.92307692308,22105.0909090909,12333.0909090909,4746,PAK,1980,80.492664,98.5236217684115,28.066
0,0,0,0,0,0,0,66381.6666666667,20868.3333333333,2396.66666666667,33408,33075.5,13003,SGP,1980,2.414563,36.3713874443208,100
0,0,0,0,0,0,1000,625,625,1000,30745.2,35714.8,36910.8,SLE,1980,3.161751,2.56734363461402,29.105
0,0,0,0,833.333333333333,833.333333333333,1333.33333333333,416.666666666667,416.666666666667,666.666666666667,2963.63636363636,2509.09090909091,2636.36363636364,SEN,1980,5.41407,8.28946648746975,35.769
0,0,0,0,0,0,0,1530.76923076923,11161.5384615385,0,648.536585365854,3616.58536585366,73.1707317073171,PAN,1980,1.953029,12.8086762783714,50.446
0,0,0,0,521.666666666667,521.666666666667,500,223.571428571429,223.571428571429,214.285714285714,548.333333333333,3530.47619047619,71.4285714285714,PER,1980,17.286832,105.160095632931,64.574
