iso3,lon,lat
WB639,-26.509434,86.31581789
WB640,-8.84615081,85.62318086
WB641,9,85.5
WB642,27,85.5
WB643,44.99131674,85.51849163
WB644,63.03177152,85.56325912
WB645,80.99968438,85.50015306
WB646,99.0206274,85.53746023
WB647,117,85.5
WB648,135,85.5
WB649,153,85.5
WB650,171,85.5
WB651,50.79799967,41.75856535
DT1,28.41426352,9.76783498
DT2,79.12008662,35.04008337
DT3,79.29772041,32.85785438
DT4,94.3513339,28.11923236
