from_iso3,from_name,to_iso3,to_name,mean_distance_km
WB066,Water body 66,WB097,Water body 97,728.018676055463
WB066,Water body 66,WB098,Water body 98,719.643247765514
WB067,Water body 67,WB096,Water body 96,807.052728913454
WB068,Water body 68,WB100,Water body 100,831.70447318528
WB068,Water body 68,WB101,Water body 101,88.533902780009
WB069,Water body 69,WB075,Water body 75,1026.91904319846
WB069,Water body 69,WB100,Water body 100,999.996886839399
WB069,Water body 69,WB104,Water body 104,1539.65281908711
WB070,Water body 70,WB100,Water body 100,847.386555391495
WB071,Water body 71,WB100,Water body 100,855.895661846798
WB075,Water body 75,WB079,Water body 79,1048.65933602844
WB075,Water body 75,WB100,Water body 100,1421.95032045288
WB075,Water body 75,WB104,Water body 104,1003.78941141786
WB076,Water body 76,WB079,Water body 79,747.38398901709
WB076,Water body 76,WB104,Water body 104,791.62217031545
WB076,Water body 76,WB105,Water body 105,825.417804744601
WB077,Water body 77,WB104,Water body 104,742.593168737962
WB078,Water body 78,WB079,Water body 79,691.031689450083
WB079,Water body 79,WB080,Water body 80,1046.27439721502
WB079,Water body 79,WB104,Water body 104,1536.75856004805
WB079,Water body 79,WB105,Water body 105,1001.82045691878
WB079,Water body 79,WB106,Water body 106,1539.47658309818
WB080,Water body 80,WB081,Water body 81,1046.38296760999
WB080,Water body 80,WB105,Water body 105,1539.50480169858
WB080,Water body 80,WB106,Water body 106,1001.73877263688
WB080,Water body 80,WB107,Water body 107,1539.50480169858
WB081,Water body 81,WB082,Water body 82,1046.35251552005
WB081,Water body 81,WB106,Water body 106,1539.52931869675
WB081,Water body 81,WB107,Water body 107,1001.76021132959
WB081,Water body 81,WB108,Water body 108,1539.50347052929
WB082,Water body 82,WB083,Water body 83,1046.37061048784
WB082,Water body 82,WB107,Water body 107,1539.50480169858
WB082,Water body 82,WB108,Water body 108,1001.73877263688
WB082,Water body 82,WB109,Water body 109,1539.45287053549
WB083,Water body 83,WB084,Water body 84,1046.37061048784
WB083,Water body 83,WB108,Water body 108,1539.50480169858
WB083,Water body 83,WB109,Water body 109,1001.61769148997
WB083,Water body 83,WB110,Water body 110,1537.7100682076
WB084,Water body 84,WB085,Water body 85,1046.37061048784
WB084,Water body 84,WB109,Water body 109,1539.37853010929
WB084,Water body 84,WB110,Water body 110,1001.61976962396
WB084,Water body 84,WB111,Water body 111,1539.72104419953
WB085,Water body 85,WB086,Water body 86,1046.37061048784
WB085,Water body 85,WB110,Water body 110,1541.12195644564
WB085,Water body 85,WB111,Water body 111,1001.86929909259
WB085,Water body 85,WB112,Water body 112,1539.50480169858
WB086,Water body 86,WB087,Water body 87,1046.37061048784
WB086,Water body 86,WB111,Water body 111,1539.48065946074
WB086,Water body 86,WB112,Water body 112,1001.73877263688
WB086,Water body 86,WB113,Water body 113,1539.50480169858
WB087,Water body 87,WB088,Water body 88,1046.37061048784
WB087,Water body 87,WB112,Water body 112,1539.50480169858
WB087,Water body 87,WB113,Water body 113,1001.73877263688
WB087,Water body 87,WB114,Water body 114,1539.50480169858
WB088,Water body 88,WB089,Water body 89,1046.3298614505
WB088,Water body 88,WB113,Water body 113,1539.50480169858
WB088,Water body 88,WB114,Water body 114,1001.73877263688
WB088,Water body 88,WB115,Water body 115,1539.50480169858
WB089,Water body 89,WB090,Water body 90,1046.39951241359
WB089,Water body 89,WB114,Water body 114,1539.49918013189
WB089,Water body 89,WB115,Water body 115,1001.78304171441
WB089,Water body 89,WB116,Water body 116,1526.98510530962
WB090,Water body 90,WB115,Water body 115,1539.50480169858
WB090,Water body 90,WB116,Water body 116,979.142252750782
WB091,Water body 91,WB092,Water body 92,1300.74692451351
WB091,Water body 91,WB119,Water body 119,1000.40205512429
WB091,Water body 91,WB120,Water body 120,1729.07651724603
WB092,Water body 92,WB093,Water body 93,1300.74692451351
WB092,Water body 92,WB119,Water body 119,1729.02142746252
WB092,Water body 92,WB120,Water body 120,1000.18616984077
WB092,Water body 92,WB121,Water body 121,1729.07651724603
WB093,Water body 93,WB094,Water body 94,1300.74692451351
WB093,Water body 93,WB120,Water body 120,1729.07651724603
WB093,Water body 93,WB121,Water body 121,1000.18616984077
WB093,Water body 93,WB122,Water body 122,1729.07651724603
WB094,Water body 94,WB095,Water body 95,1300.74692451351
WB094,Water body 94,WB121,Water body 121,1729.07651724603
WB094,Water body 94,WB122,Water body 122,1000.18616984077
WB094,Water body 94,WB123,Water body 123,1729.07651724603
WB095,Water body 95,WB096,Water body 96,1218.17133740138
WB095,Water body 95,WB122,Water body 122,1729.07651724603
WB095,Water body 95,WB123,Water body 123,1000.18616984077
WB095,Water body 95,WB124,Water body 124,1681.93986004663
WB096,Water body 96,WB100,Water body 100,1516.83795597076
WB096,Water body 96,WB102,Water body 102,797.096712732721
WB096,Water body 96,WB103,Water body 103,825.661069307001
WB096,Water body 96,WB123,Water body 123,1665.70681302806
WB096,Water body 96,WB124,Water body 124,1010.52463660895
WB096,Water body 96,WB125,Water body 125,780.23538179227
WB096,Water body 96,WB126,Water body 126,784.448931769662
WB099,Water body 99,WB103,Water body 103,60.8290600517109
WB100,Water body 100,WB104,Water body 104,1156.48112210221
WB100,Water body 100,WB127,Water body 127,923.411542166032
WB100,Water body 100,WB128,Water body 128,1622.9839966738
WB104,Water body 104,WB105,Water body 105,1299.45181112167
WB104,Water body 104,WB127,Water body 127,1383.47248745341
WB104,Water body 104,WB128,Water body 128,1003.20940104545
WB104,Water body 104,WB129,Water body 129,1729.69307765629
WB105,Water body 105,WB106,Water body 106,1300.74692451351
WB105,Water body 105,WB128,Water body 128,1729.07651724603
WB105,Water body 105,WB129,Water body 129,1000.18616984077
WB105,Water body 105,WB130,Water body 130,1729.07686268861
WB106,Water body 106,WB107,Water body 107,1300.74692451351
WB106,Water body 106,WB129,Water body 129,1729.07651724603
WB106,Water body 106,WB130,Water body 130,1000.16656289062
WB106,Water body 106,WB131,Water body 131,1729.07651724603
WB107,Water body 107,WB108,Water body 108,1300.74692451351
WB107,Water body 107,WB130,Water body 130,1729.05027331954
WB107,Water body 107,WB131,Water body 131,1000.18616984077
WB107,Water body 107,WB132,Water body 132,1729.07651724603
WB108,Water body 108,WB109,Water body 109,1300.78695185954
WB108,Water body 108,WB131,Water body 131,1729.07651724603
WB108,Water body 108,WB132,Water body 132,1000.18616984077
WB108,Water body 108,WB133,Water body 133,1729.07651724603
WB109,Water body 109,WB110,Water body 110,1298.16209245786
WB109,Water body 109,WB132,Water body 132,1729.18255510592
WB109,Water body 109,WB133,Water body 133,1000.30725397335
WB109,Water body 109,WB134,Water body 134,1729.08608829328
WB110,Water body 110,WB111,Water body 111,1303.4255627649
WB110,Water body 110,WB133,Water body 133,1726.9215431404
WB110,Water body 110,WB134,Water body 134,1000.31146181577
WB110,Water body 110,WB135,Water body 135,1731.35040654464
WB111,Water body 111,WB112,Water body 112,1300.58629010536
WB111,Water body 111,WB134,Water body 134,1729.17021608315
WB111,Water body 111,WB135,Water body 135,1000.04458592465
WB111,Water body 111,WB136,Water body 136,1728.85822627065
WB112,Water body 112,WB113,Water body 113,1300.74692451351
WB112,Water body 112,WB135,Water body 135,1729.06040761631
WB112,Water body 112,WB136,Water body 136,1000.18616984077
WB112,Water body 112,WB137,Water body 137,1729.07651724603
WB113,Water body 113,WB114,Water body 114,1300.74692451351
WB113,Water body 113,WB136,Water body 136,1729.07651724603
WB113,Water body 113,WB137,Water body 137,1000.18616984077
WB113,Water body 113,WB138,Water body 138,1680.60602155585
WB114,Water body 114,WB115,Water body 115,1300.74692451351
WB114,Water body 114,WB137,Water body 137,1729.07651724603
WB114,Water body 114,WB138,Water body 138,971.600748803709
WB114,Water body 114,WB140,Water body 140,1766.069349551
WB115,Water body 115,WB116,Water body 116,1304.03009881652
WB115,Water body 115,WB138,Water body 138,1739.41654186224
WB115,Water body 115,WB140,Water body 140,969.504762055186
WB115,Water body 115,WB141,Water body 141,1697.65975810807
WB116,Water body 116,WB140,Water body 140,1665.61717456475
WB116,Water body 116,WB141,Water body 141,1016.56838680354
WB117,Water body 117,WB141,Water body 141,593.316087688311
WB118,Water body 118,WB141,Water body 141,605.056409190944
WB119,Water body 119,WB120,Water body 120,1522.91958318828
WB119,Water body 119,WB142,Water body 142,998.416126529017
WB119,Water body 119,WB143,Water body 143,1899.55982454207
WB120,Water body 120,WB121,Water body 121,1523.15935891822
WB120,Water body 120,WB142,Water body 142,1899.89781694426
WB120,Water body 120,WB143,Water body 143,998.627252428476
WB120,Water body 120,WB144,Water body 144,1899.91296767539
WB121,Water body 121,WB122,Water body 122,1523.15935891822
WB121,Water body 121,WB143,Water body 143,1899.92252756319
WB121,Water body 121,WB144,Water body 144,998.637540635029
WB121,Water body 121,WB145,Water body 145,1897.55654050893
WB122,Water body 122,WB123,Water body 123,1523.15935891822
WB122,Water body 122,WB144,Water body 144,1899.91296767539
WB122,Water body 122,WB145,Water body 145,996.285810570768
WB122,Water body 122,WB146,Water body 146,1899.91296767539
WB123,Water body 123,WB124,Water body 124,1464.22988042795
WB123,Water body 123,WB145,Water body 145,1899.45953551633
WB123,Water body 123,WB146,Water body 146,998.637540635029
WB123,Water body 123,WB147,Water body 147,1898.15480337063
WB124,Water body 124,WB146,Water body 146,1849.66472883313
WB124,Water body 124,WB147,Water body 147,1005.4216906153
WB127,Water body 127,WB128,Water body 128,1161.02033554988
WB127,Water body 127,WB150,Water body 150,743.637432100487
WB127,Water body 127,WB151,Water body 151,1710.71914120546
WB128,Water body 128,WB129,Water body 129,1523.15935891822
WB128,Water body 128,WB150,Water body 150,1130.38768382849
WB128,Water body 128,WB151,Water body 151,962.44061054576
WB128,Water body 128,WB152,Water body 152,1899.91296767539
WB129,Water body 129,WB130,Water body 130,1523.17496524031
WB129,Water body 129,WB151,Water body 151,1787.29436551895
WB129,Water body 129,WB152,Water body 152,998.637540635029
WB129,Water body 129,WB153,Water body 153,1899.91296767539
WB130,Water body 130,WB131,Water body 131,1523.13974027061
WB130,Water body 130,WB152,Water body 152,1899.93748198095
WB130,Water body 130,WB153,Water body 153,998.65714789627
WB130,Water body 130,WB154,Water body 154,1865.29240009853
WB131,Water body 131,WB132,Water body 132,1523.15935891822
WB131,Water body 131,WB153,Water body 153,1899.91296767539
WB131,Water body 131,WB154,Water body 154,982.382925234359
WB131,Water body 131,WB157,Water body 157,2065.08906061178
WB132,Water body 132,WB133,Water body 133,1523.15935891822
WB132,Water body 132,WB154,Water body 154,1914.78952752578
WB132,Water body 132,WB157,Water body 157,882.671354862673
WB132,Water body 132,WB158,Water body 158,1899.91296767539
WB133,Water body 133,WB134,Water body 134,1523.15935891822
WB133,Water body 133,WB157,Water body 157,1557.03184532815
WB133,Water body 133,WB158,Water body 158,998.637540635029
WB133,Water body 133,WB159,Water body 159,1899.91296767539
WB134,Water body 134,WB135,Water body 135,1523.169866121
WB134,Water body 134,WB158,Water body 158,1899.91296767539
WB134,Water body 134,WB159,Water body 159,998.637540635029
WB134,Water body 134,WB160,Water body 160,1899.91296767539
WB135,Water body 135,WB136,Water body 136,1523.14658292031
WB135,Water body 135,WB159,Water body 159,1899.92834909963
WB135,Water body 135,WB160,Water body 160,998.648627370831
WB135,Water body 135,WB161,Water body 161,1899.90731776265
WB136,Water body 136,WB137,Water body 137,1523.15935891822
WB136,Water body 136,WB160,Water body 160,1899.91296767539
WB136,Water body 136,WB161,Water body 161,998.637540635029
WB136,Water body 136,WB162,Water body 162,1615.62856227496
WB137,Water body 137,WB138,Water body 138,1481.8299832377
WB137,Water body 137,WB161,Water body 161,1899.91296767539
WB137,Water body 137,WB162,Water body 162,925.865123143165
WB137,Water body 137,WB163,Water body 163,1458.54699372881
WB138,Water body 138,WB140,Water body 140,1631.61775800041
WB138,Water body 138,WB162,Water body 162,2038.66492631325
WB138,Water body 138,WB163,Water body 163,775.018855810306
WB139,Water body 139,WB140,Water body 140,886.014543094871
WB140,Water body 140,WB141,Water body 141,1407.22296127039
WB140,Water body 140,WB164,Water body 164,1023.06389813365
WB140,Water body 140,WB165,Water body 165,1843.32273530057
WB141,Water body 141,WB164,Water body 164,1542.82375186745
WB141,Water body 141,WB165,Water body 165,1001.1974045512
WB141,Water body 141,WB166,Water body 166,580.021009292814
WB141,Water body 141,WB167,Water body 167,584.76412394094
WB142,Water body 142,WB143,Water body 143,1708.07316135682
WB142,Water body 142,WB168,Water body 168,997.09928003165
WB142,Water body 142,WB169,Water body 169,2041.88813272715
WB143,Water body 143,WB144,Water body 144,1708.12735283735
WB143,Water body 143,WB168,Water body 168,2041.63080941445
WB143,Water body 143,WB169,Water body 169,997.238803998537
WB143,Water body 143,WB170,Water body 170,2041.2349021947
WB144,Water body 144,WB145,Water body 145,1706.73420784341
WB144,Water body 144,WB169,Water body 169,2041.82733364925
WB144,Water body 144,WB170,Water body 170,993.93245841947
WB144,Water body 144,WB171,Water body 171,2041.61572099807
WB145,Water body 145,WB146,Water body 146,1709.09824904713
WB145,Water body 145,WB170,Water body 170,2038.829581808
WB145,Water body 145,WB171,Water body 171,997.290757368711
WB145,Water body 145,WB172,Water body 172,2043.93623402734
WB146,Water body 146,WB147,Water body 147,1705.88653952854
WB146,Water body 146,WB171,Water body 171,2039.61039611815
WB146,Water body 146,WB172,Water body 172,997.243996970402
WB146,Water body 146,WB173,Water body 173,2041.87183324126
WB147,Water body 147,WB148,Water body 148,916.414358241682
WB147,Water body 147,WB149,Water body 149,899.438715243197
WB147,Water body 147,WB172,Water body 172,2039.82087436202
WB147,Water body 147,WB173,Water body 173,997.192303601945
WB147,Water body 147,WB174,Water body 174,1411.39760108468
WB148,Water body 148,WB173,Water body 173,1233.09514880563
WB148,Water body 148,WB174,Water body 174,831.674811843663
WB150,Water body 150,WB151,Water body 151,1192.67821281843
WB151,Water body 151,WB152,Water body 152,1596.10509245825
WB151,Water body 151,WB175,Water body 175,950.785710545375
WB151,Water body 151,WB176,Water body 176,1962.26879853302
WB152,Water body 152,WB153,Water body 153,1708.10867483825
WB152,Water body 152,WB175,Water body 175,1599.39565027698
WB152,Water body 152,WB176,Water body 176,997.243145402568
WB152,Water body 152,WB177,Water body 177,2041.87163795063
WB153,Water body 153,WB154,Water body 154,1676.18327050809
WB153,Water body 153,WB176,Water body 176,2041.87052284321
WB153,Water body 153,WB177,Water body 177,997.24389952176
WB153,Water body 153,WB178,Water body 178,1857.63092377259
WB154,Water body 154,WB155,Water body 155,896.954649635233
WB154,Water body 154,WB156,Water body 156,896.273647137905
WB154,Water body 154,WB157,Water body 157,2032.08368388468
WB154,Water body 154,WB177,Water body 177,2021.20974699477
WB154,Water body 154,WB178,Water body 178,999.309056009915
WB157,Water body 157,WB158,Water body 158,1399.88729516368
WB157,Water body 157,WB179,Water body 179,1064.72669599929
WB157,Water body 157,WB180,Water body 180,1817.08177439935
WB158,Water body 158,WB159,Water body 159,1708.10867483825
WB158,Water body 158,WB179,Water body 179,1272.64969905136
WB158,Water body 158,WB180,Water body 180,960.715403850414
WB158,Water body 158,WB181,Water body 181,2042.97860788677
WB159,Water body 159,WB160,Water body 160,1708.10867483825
WB159,Water body 159,WB180,Water body 180,2041.52754703424
WB159,Water body 159,WB181,Water body 181,996.766253802993
WB159,Water body 159,WB182,Water body 182,2041.87163795063
WB160,Water body 160,WB161,Water body 161,1708.10867483825
WB160,Water body 160,WB181,Water body 181,2040.24242559978
WB160,Water body 160,WB182,Water body 182,997.24389952176
WB160,Water body 160,WB183,Water body 183,2041.87163795063
WB161,Water body 161,WB162,Water body 162,1430.43559163377
WB161,Water body 161,WB182,Water body 182,2041.87163795063
WB161,Water body 161,WB183,Water body 183,997.24389952176
WB161,Water body 161,WB184,Water body 184,1731.8013920203
WB162,Water body 162,WB163,Water body 163,1627.7230095671
WB162,Water body 162,WB183,Water body 183,1854.799874947
WB162,Water body 162,WB184,Water body 184,1203.68760886447
WB164,Water body 164,WB165,Water body 165,1319.59749242983
WB164,Water body 164,WB185,Water body 185,1098.30967122698
WB164,Water body 164,WB186,Water body 186,1728.20222858748
WB165,Water body 165,WB185,Water body 185,1829.4514968186
WB165,Water body 165,WB186,Water body 186,997.166746597319
WB168,Water body 168,WB169,Water body 169,1850.86732468415
WB168,Water body 168,WB187,Water body 187,996.475934699439
WB168,Water body 168,WB188,Water body 188,2147.69603160023
WB169,Water body 169,WB170,Water body 170,1852.13115789474
WB169,Water body 169,WB187,Water body 187,2147.58271688807
WB169,Water body 169,WB188,Water body 188,996.522078424215
WB169,Water body 169,WB189,Water body 189,2145.17793936493
WB170,Water body 170,WB171,Water body 171,1850.49672392107
WB170,Water body 170,WB188,Water body 188,2151.01996374411
WB170,Water body 170,WB189,Water body 189,996.082769213263
WB170,Water body 170,WB190,Water body 190,2148.04686782946
WB171,Water body 171,WB172,Water body 172,1849.67597918766
WB171,Water body 171,WB189,Water body 189,2149.26807339237
WB171,Water body 171,WB190,Water body 190,998.449306675428
WB171,Water body 171,WB191,Water body 191,2147.78400018181
WB172,Water body 172,WB173,Water body 173,1851.00749847428
WB172,Water body 172,WB190,Water body 190,2147.91068586453
WB172,Water body 172,WB191,Water body 191,996.140088691858
WB172,Water body 172,WB192,Water body 192,1960.99843290025
WB173,Water body 173,WB174,Water body 174,1010.97378175787
WB173,Water body 173,WB191,Water body 191,2147.91022079586
WB173,Water body 173,WB192,Water body 192,971.300733016658
WB173,Water body 173,WB193,Water body 193,1117.62969672867
WB174,Water body 174,WB192,Water body 192,1538.37029510534
WB174,Water body 174,WB193,Water body 193,514.031153516769
WB175,Water body 175,WB176,Water body 176,1410.19825051597
WB175,Water body 175,WB194,Water body 194,1047.41876514834
WB175,Water body 175,WB195,Water body 195,1837.68636952247
WB176,Water body 176,WB177,Water body 177,1851.00686447973
WB176,Water body 176,WB194,Water body 194,1385.24488384189
WB176,Water body 176,WB195,Water body 195,994.489438191152
WB176,Water body 176,WB196,Water body 196,2147.89904758165
WB177,Water body 177,WB178,Water body 178,1646.68995138697
WB177,Water body 177,WB195,Water body 195,2144.79518771534
WB177,Water body 177,WB196,Water body 196,996.157896817648
WB177,Water body 177,WB197,Water body 197,1911.27680846108
WB178,Water body 178,WB196,Water body 196,1978.54311313682
WB178,Water body 178,WB197,Water body 197,1034.48861263572
WB179,Water body 179,WB180,Water body 180,1019.85638630416
WB180,Water body 180,WB181,Water body 181,1873.72443839787
WB180,Water body 180,WB198,Water body 198,1084.95502724433
WB180,Water body 180,WB199,Water body 199,2184.27341504277
WB181,Water body 181,WB182,Water body 182,1849.3494680682
WB181,Water body 181,WB198,Water body 198,1996.73153692692
WB181,Water body 181,WB199,Water body 199,996.618041970975
WB181,Water body 181,WB200,Water body 200,2146.62530142004
WB182,Water body 182,WB183,Water body 183,1851.00774820093
WB182,Water body 182,WB199,Water body 199,2147.90490908527
WB182,Water body 182,WB200,Water body 200,996.140186140478
WB182,Water body 182,WB201,Water body 201,2147.87164470019
WB183,Water body 183,WB184,Water body 184,1404.57842843839
WB183,Water body 183,WB200,Water body 200,2147.91059253878
WB183,Water body 183,WB201,Water body 201,996.122448638845
WB183,Water body 183,WB202,Water body 202,2107.2372963159
WB184,Water body 184,WB201,Water body 201,1703.24243659421
WB184,Water body 184,WB202,Water body 202,1006.50679727525
WB185,Water body 185,WB186,Water body 186,1561.9201056585
WB185,Water body 185,WB206,Water body 206,981.920318489171
WB185,Water body 185,WB208,Water body 208,1860.57698747856
WB186,Water body 186,WB206,Water body 206,2119.08994889118
WB186,Water body 186,WB208,Water body 208,1003.03088151495
WB186,Water body 186,WB209,Water body 209,995.230622043035
WB187,Water body 187,WB188,Water body 188,1947.43189524428
WB187,Water body 187,WB210,Water body 210,995.24585841197
WB187,Water body 187,WB211,Water body 211,2212.77994154219
WB188,Water body 188,WB189,Water body 189,1947.38248830467
WB188,Water body 188,WB210,Water body 210,2212.86127868425
WB188,Water body 188,WB211,Water body 211,995.068843977497
WB188,Water body 188,WB212,Water body 212,2213.66823157943
WB189,Water body 189,WB190,Water body 190,1949.34237405717
WB189,Water body 189,WB211,Water body 211,2213.70720552222
WB189,Water body 189,WB212,Water body 212,998.916893750911
WB189,Water body 189,WB213,Water body 213,2215.82105377292
WB190,Water body 190,WB191,Water body 191,1948.30170323286
WB190,Water body 190,WB212,Water body 212,2213.2724136673
WB190,Water body 190,WB213,Water body 213,995.432622475944
WB190,Water body 190,WB214,Water body 214,2210.09866103291
WB191,Water body 191,WB192,Water body 192,1755.45806969472
WB191,Water body 191,WB213,Water body 213,2213.33717550079
WB191,Water body 191,WB214,Water body 214,994.01099690333
WB191,Water body 191,WB215,Water body 215,1811.1382678267
WB192,Water body 192,WB193,Water body 193,1266.57658784879
WB192,Water body 192,WB214,Water body 214,2063.35783065942
WB192,Water body 192,WB215,Water body 215,1054.87695089292
WB194,Water body 194,WB195,Water body 195,1133.91582160574
WB195,Water body 195,WB196,Water body 196,1945.57904144239
WB195,Water body 195,WB217,Water body 217,1003.91059688766
WB195,Water body 195,WB218,Water body 218,2211.67858875694
WB196,Water body 196,WB197,Water body 197,1664.90102520687
WB196,Water body 196,WB217,Water body 217,2196.52867709363
WB196,Water body 196,WB218,Water body 218,995.432011361657
WB196,Water body 196,WB219,Water body 219,1881.00385730858
WB197,Water body 197,WB218,Water body 218,1956.56797705318
WB197,Water body 197,WB219,Water body 219,948.809168384556
WB198,Water body 198,WB199,Water body 199,1751.64913897148
WB198,Water body 198,WB220,Water body 220,943.431001120578
WB198,Water body 198,WB221,Water body 221,2022.19532799889
WB199,Water body 199,WB200,Water body 200,1948.29645702517
WB199,Water body 199,WB220,Water body 220,2008.34304552343
WB199,Water body 199,WB221,Water body 221,995.438493060662
WB199,Water body 199,WB222,Water body 222,2213.35832196643
WB200,Water body 200,WB201,Water body 201,1948.26633202798
WB200,Water body 200,WB221,Water body 221,2213.24249954448
WB200,Water body 200,WB222,Water body 222,995.436429011331
WB200,Water body 200,WB223,Water body 223,2116.33978669787
WB201,Water body 201,WB202,Water body 202,1897.13267051522
WB201,Water body 201,WB222,Water body 222,2213.29199374834
WB201,Water body 201,WB223,Water body 223,971.427090012942
WB201,Water body 201,WB224,Water body 224,2252.00751785018
WB202,Water body 202,WB203,Water body 203,2059.04922421146
WB202,Water body 202,WB204,Water body 204,1034.09788353332
WB202,Water body 202,WB205,Water body 205,1032.09269170378
WB202,Water body 202,WB223,Water body 223,2234.5047408282
WB202,Water body 202,WB224,Water body 224,948.10467337951
WB203,Water body 203,WB206,Water body 206,1951.62528715193
WB203,Water body 203,WB228,Water body 228,976.278984974748
WB203,Water body 203,WB229,Water body 229,869.665371607556
WB203,Water body 203,WB231,Water body 231,1131.43459423074
WB206,Water body 206,WB208,Water body 208,1909.39908813369
WB206,Water body 206,WB228,Water body 228,1202.80875801606
WB206,Water body 206,WB230,Water body 230,1033.41710166899
WB206,Water body 206,WB231,Water body 231,1060.35511417303
WB206,Water body 206,WB232,Water body 232,872.528486790974
WB206,Water body 206,WB233,Water body 233,855.316789966882
WB206,Water body 206,WB234,Water body 234,2183.02480275135
WB207,Water body 207,WB230,Water body 230,776.234536112086
WB208,Water body 208,WB230,Water body 230,2148.5437566453
WB208,Water body 208,WB234,Water body 234,993.757788648543
WB210,Water body 210,WB211,Water body 211,1997.57201949016
WB210,Water body 210,WB235,Water body 235,995.189888653435
WB210,Water body 210,WB236,Water body 236,2235.5973332617
WB211,Water body 211,WB212,Water body 212,1997.68704388747
WB211,Water body 211,WB235,Water body 235,2235.45376235299
WB211,Water body 211,WB236,Water body 236,995.253890603954
WB211,Water body 211,WB237,Water body 237,2235.43176224082
WB212,Water body 212,WB213,Water body 213,1997.43362382771
WB212,Water body 212,WB236,Water body 236,2235.41445737586
WB212,Water body 212,WB237,Water body 237,995.07857428492
WB212,Water body 212,WB238,Water body 238,2235.27502103909
WB213,Water body 213,WB214,Water body 214,1994.6374793094
WB213,Water body 213,WB237,Water body 237,2235.44202793195
WB213,Water body 213,WB238,Water body 238,995.189005088048
WB213,Water body 213,WB239,Water body 239,2235.28946558366
WB214,Water body 214,WB215,Water body 215,1542.28435392883
WB214,Water body 214,WB238,Water body 238,2233.46232502497
WB214,Water body 214,WB239,Water body 239,996.74617026142
WB214,Water body 214,WB241,Water body 241,1930.00201600009
WB215,Water body 215,WB239,Water body 239,1844.62060628357
WB215,Water body 215,WB241,Water body 241,1013.38823243036
WB216,Water body 216,WB217,Water body 217,1604.30382102537
WB216,Water body 216,WB248,Water body 248,789.206302117666
WB216,Water body 216,WB249,Water body 249,1693.79279695101
WB217,Water body 217,WB218,Water body 218,1975.12117372484
WB217,Water body 217,WB248,Water body 248,2180.29054514822
WB217,Water body 217,WB249,Water body 249,988.825677953202
WB217,Water body 217,WB250,Water body 250,2039.28646773263
WB218,Water body 218,WB219,Water body 219,1638.56000060217
WB218,Water body 218,WB249,Water body 249,2235.457175144
WB218,Water body 218,WB250,Water body 250,890.707258040833
WB218,Water body 218,WB251,Water body 251,1698.21433477937
WB219,Water body 219,WB250,Water body 250,2003.10704850776
WB219,Water body 219,WB251,Water body 251,858.713990047193
WB220,Water body 220,WB221,Water body 221,1775.4929206948
WB220,Water body 220,WB252,Water body 252,993.939391957406
WB220,Water body 220,WB253,Water body 253,2049.38780438653
WB221,Water body 221,WB222,Water body 222,1997.48120420617
WB221,Water body 221,WB252,Water body 252,1673.27892002468
WB221,Water body 221,WB253,Water body 253,995.185578639153
WB221,Water body 221,WB254,Water body 254,2233.92145772537
WB222,Water body 222,WB223,Water body 223,1902.67783169913
WB222,Water body 222,WB253,Water body 253,2235.46370940281
WB222,Water body 222,WB254,Water body 254,984.435854764086
WB222,Water body 222,WB256,Water body 256,2213.48332005101
WB223,Water body 223,WB224,Water body 224,2158.96785569374
WB223,Water body 223,WB254,Water body 254,2155.82063776992
WB223,Water body 223,WB256,Water body 256,1051.6165692155
WB223,Water body 223,WB257,Water body 257,2377.18994083568
WB224,Water body 224,WB229,Water body 229,1742.29826178952
WB224,Water body 224,WB256,Water body 256,2362.75248761094
WB224,Water body 224,WB257,Water body 257,1109.7825377766
WB224,Water body 224,WB259,Water body 259,2209.73278311363
WB225,Water body 225,WB229,Water body 229,850.610501231209
WB226,Water body 226,WB257,Water body 257,639.451089337464
WB227,Water body 227,WB257,Water body 257,629.103487719175
WB228,Water body 228,WB231,Water body 231,167.091262665065
WB229,Water body 229,WB230,Water body 230,2273.81390556265
WB229,Water body 229,WB257,Water body 257,2081.00667336317
WB229,Water body 229,WB259,Water body 259,1006.82517745401
WB229,Water body 229,WB260,Water body 260,2401.40276589726
WB230,Water body 230,WB234,Water body 234,1910.70675180915
WB230,Water body 230,WB259,Water body 259,2289.33981342671
WB230,Water body 230,WB260,Water body 260,968.14964160303
WB230,Water body 230,WB261,Water body 261,2143.36809134963
WB234,Water body 234,WB260,Water body 260,2235.48290095715
WB234,Water body 234,WB261,Water body 261,995.218050999695
WB235,Water body 235,WB236,Water body 236,1997.70901440612
WB235,Water body 235,WB262,Water body 262,995.432729525116
WB235,Water body 235,WB263,Water body 263,2213.34138250051
WB236,Water body 236,WB237,Water body 237,1997.42183140168
WB236,Water body 236,WB262,Water body 262,2213.43051810724
WB236,Water body 236,WB263,Water body 263,995.365170090478
WB236,Water body 236,WB264,Water body 264,2213.18067192745
WB237,Water body 237,WB238,Water body 238,1997.56402664107
WB237,Water body 237,WB263,Water body 263,2213.33717550079
WB237,Water body 237,WB264,Water body 264,995.432622475944
WB237,Water body 237,WB265,Water body 265,2213.33561414132
WB238,Water body 238,WB239,Water body 239,1997.32955588711
WB238,Water body 238,WB264,Water body 264,2213.33717550079
WB238,Water body 238,WB265,Water body 265,995.433525258402
WB238,Water body 238,WB267,Water body 267,2098.12895699921
WB239,Water body 239,WB241,Water body 241,1648.82272235054
WB239,Water body 239,WB265,Water body 265,2213.0738849006
