from_iso3,from_name,to_iso3,to_name,mean_distance_km
PNG,Papua New Guinea,WB229,Water body 229,1341.24896940257
PNG,Papua New Guinea,WB230,Water body 230,980.407556215462
PNG,Papua New Guinea,WB231,Water body 231,218.722281505707
PNG,Papua New Guinea,WB232,Water body 232,332.364063215789
PNG,Papua New Guinea,WB233,Water body 233,343.249650465931
EGY,"Egypt, Arab Republic of",WB312,Water body 312,551.484405116801
EGY,"Egypt, Arab Republic of",WB313,Water body 313,1014.30615835355
EGY,"Egypt, Arab Republic of",WB347,Water body 347,464.368861599405
EGY,"Egypt, Arab Republic of",WB348,Water body 348,863.571889197358
YEM,"Yemen, Republic of",WB280,Water body 280,281.758239368101
YEM,"Yemen, Republic of",WB282,Water body 282,1687.92102528411
MRT,Mauritania,WB279,Water body 279,1087.9774165105
MRT,Mauritania,WB311,Water body 311,625.070509066962
GNQ,Equatorial Guinea,WB219,Water body 219,887.235052762885
GNQ,Equatorial Guinea,WB251,Water body 251,665.808032001533
GMB,"Gambia, The",WB279,Water body 279,170.416359595969
HKG,"Hong Kong (SAR, China)",WB325,Water body 325,520.361214000987
AUS,Australia,WB089,Water body 89,3918.75644697616
AUS,Australia,WB138,Water body 138,1667.12812151098
AUS,Australia,WB139,Water body 139,1677.62149977348
AUS,Australia,WB140,Water body 140,2452.21293228234
AUS,Australia,WB162,Water body 162,2116.4546150854
AUS,Australia,WB163,Water body 163,983.694499449491
AUS,Australia,WB164,Water body 164,2303.08752620254
AUS,Australia,WB184,Water body 184,2274.29231800865
AUS,Australia,WB185,Water body 185,2212.05765506299
AUS,Australia,WB202,Water body 202,2320.53444231759
AUS,Australia,WB203,Water body 203,1525.53503446661
AUS,Australia,WB204,Water body 204,1551.40957397194
AUS,Australia,WB205,Water body 205,1527.87698901579
AUS,Australia,WB206,Water body 206,2387.38787283789
GRL,Greenland (Den.),WB462,Water body 462,1854.65955027307
GRL,Greenland (Den.),WB526,Water body 526,1014.94028552166
GRL,Greenland (Den.),WB535,Water body 535,532.264336227276
GRL,Greenland (Den.),WB536,Water body 536,547.594845373064
GRL,Greenland (Den.),WB537,Water body 537,1021.60529391891
GRL,Greenland (Den.),WB538,Water body 538,1159.58180880804
GRL,Greenland (Den.),WB539,Water body 539,1280.33483762746
GRL,Greenland (Den.),WB540,Water body 540,1280.80028504984
GRL,Greenland (Den.),WB541,Water body 541,719.742139240911
GRL,Greenland (Den.),WB542,Water body 542,1333.17955175944
GRL,Greenland (Den.),WB543,Water body 543,1056.36254832159
GRL,Greenland (Den.),WB544,Water body 544,578.825777758627
GRL,Greenland (Den.),WB591,Water body 591,1068.99705855706
GRL,Greenland (Den.),WB597,Water body 597,695.73023520533
GRL,Greenland (Den.),WB598,Water body 598,858.84668133071
GRL,Greenland (Den.),WB599,Water body 599,842.809919974526
GRL,Greenland (Den.),WB600,Water body 600,850.419610385612
GRL,Greenland (Den.),WB601,Water body 601,510.826033017364
GRL,Greenland (Den.),WB602,Water body 602,484.109735012477
GRL,Greenland (Den.),WB603,Water body 603,614.201788852817
GRL,Greenland (Den.),WB604,Water body 604,825.868106805089
GRL,Greenland (Den.),WB605,Water body 605,805.526284263495
GRL,Greenland (Den.),WB606,Water body 606,671.084390823389
GRL,Greenland (Den.),WB607,Water body 607,909.041446029328
GRL,Greenland (Den.),WB637,Water body 637,1311.55448842496
GRL,Greenland (Den.),WB638,Water body 638,1295.12017317566
GRL,Greenland (Den.),WB639,Water body 639,1310.86058473547
GRL,Greenland (Den.),WB640,Water body 640,1318.00359837581
FJI,Fiji,WB168,Water body 168,2732.77449478057
FJI,Fiji,WB186,Water body 186,977.240489472552
FJI,Fiji,WB187,Water body 187,2779.08739784608
FJI,Fiji,WB208,Water body 208,922.807695268277
FJI,Fiji,WB209,Water body 209,1683.04311460376
NCL,New Caledonia (Fr.),WB186,Water body 186,567.740510903609
MDG,Madagascar,WB180,Water body 180,432.289167821638
MDG,Madagascar,WB198,Water body 198,680.164714504105
PHL,Philippines,WB257,Water body 257,969.976347477626
PHL,Philippines,WB258,Water body 258,411.410835093495
PHL,Philippines,WB259,Water body 259,1569.21990911776
PHL,Philippines,WB290,Water body 290,693.769050728404
PHL,Philippines,WB291,Water body 291,1331.78023227067
PHL,Philippines,WB292,Water body 292,401.726692584624
PHL,Philippines,WB325,Water body 325,1162.4939460422
LKA,Sri Lanka,WB254,Water body 254,357.207974577357
LKA,Sri Lanka,WB255,Water body 255,166.078348630172
LKA,Sri Lanka,WB284,Water body 284,798.889993792148
CUW,Curaçao (Neth.),WB276,Water body 276,731.549636901268
ABW,Aruba (Neth.),WB276,Water body 276,828.293598441734
BHS,"Bahamas, The",WB304,Water body 304,463.224489130157
TCA,Turks and Caicos Islands (UK),WB304,Water body 304,931.081986377273
TCA,Turks and Caicos Islands (UK),WB306,Water body 306,944.363100090604
JPN,Japan,WB325,Water body 325,2532.20947938812
JPN,Japan,WB327,Water body 327,1693.07532372386
JPN,Japan,WB328,Water body 328,2202.69818835525
JPN,Japan,WB355,Water body 355,753.006878833767
JPN,Japan,WB388,Water body 388,915.198123031101
JPN,Japan,WB389,Water body 389,328.444057976832
JPN,Japan,WB390,Water body 390,1344.81889495927
JPN,Japan,WB437,Water body 437,1204.88049843307
SPM,Saint-Pierre-et-Miquelon (Fr.),WB401,Water body 401,304.656412901129
ISL,Iceland,WB543,Water body 543,387.881120867467
ISL,Iceland,WB545,Water body 545,534.180410863004
PCN,Pitcairn Islands (UK),WB170,Water body 170,696.658402895927
PCN,Pitcairn Islands (UK),WB171,Water body 171,1192.14678389239
PYF,French Polynesia (Fr.),WB143,Water body 143,1979.1616334494
PYF,French Polynesia (Fr.),WB169,Water body 169,1164.09912857038
PYF,French Polynesia (Fr.),WB170,Water body 170,1335.28971297515
PYF,French Polynesia (Fr.),WB188,Water body 188,877.828921262627
PYF,French Polynesia (Fr.),WB189,Water body 189,1098.39499965853
PYF,French Polynesia (Fr.),WB212,Water body 212,1615.60956323419
ATF,French Southern and Antarctic Lands (Fr.),WB109,Water body 109,1738.80374119381
ATF,French Southern and Antarctic Lands (Fr.),WB110,Water body 110,441.046570203946
ATF,French Southern and Antarctic Lands (Fr.),WB135,Water body 135,1341.9505680876
ATF,French Southern and Antarctic Lands (Fr.),WB180,Water body 180,3606.13687274544
ATF,French Southern and Antarctic Lands (Fr.),WB198,Water body 198,4464.45568721734
ATF,French Southern and Antarctic Lands (Fr.),WB199,Water body 199,3982.07029849278
SYC,Seychelles,WB198,Water body 198,940.482862318589
SYC,Seychelles,WB220,Water body 220,594.630871770365
SYC,Seychelles,WB221,Water body 221,1231.8676827884
KIR,Kiribati,WB188,Water body 188,11276.0839961032
KIR,Kiribati,WB210,Water body 210,13294.6028645364
KIR,Kiribati,WB211,Water body 211,11297.385453996
KIR,Kiribati,WB234,Water body 234,15289.6309461036
KIR,Kiribati,WB236,Water body 236,11286.38528724
KIR,Kiribati,WB261,Water body 261,15273.7396378209
MHL,Marshall Islands,WB261,Water body 261,305.84905957724
MHL,Marshall Islands,WB294,Water body 294,713.157863935896
TTO,Trinidad and Tobago,WB276,Water body 276,413.532915488726
GRD,Grenada,WB276,Water body 276,223.870921244807
VCT,Saint Vincent and the Grenadines,WB276,Water body 276,163.872822380579
BRB,Barbados,WB276,Water body 276,329.198972468026
LCA,Saint Lucia,WB276,Water body 276,163.915466502853
DMA,Dominica,WB276,Water body 276,199.27934417376
MSR,Montserrat (UK),WB276,Water body 276,303.744113276631
ATG,Antigua and Barbuda,WB276,Water body 276,370.102353456744
KNA,Saint Kitts and Nevis,WB276,Water body 276,361.856061799528
VIR,U.S. Virgin Islands (US),WB276,Water body 276,504.593449189395
VIR,U.S. Virgin Islands (US),WB306,Water body 306,561.696486626161
BLM,Saint-Barthélemy (Fr.),WB276,Water body 276,432.964889025089
PRI,Puerto Rico (US),WB276,Water body 276,631.839183027043
PRI,Puerto Rico (US),WB306,Water body 306,626.457528994258
AIA,Anguilla (UK),WB276,Water body 276,470.813334900986
AIA,Anguilla (UK),WB306,Water body 306,493.808566142212
VGB,British Virgin Islands (UK),WB306,Water body 306,495.753362881202
JAM,Jamaica,WB269,Water body 269,462.777805119665
JAM,Jamaica,WB304,Water body 304,636.493738918705
CYM,Cayman Islands (UK),WB304,Water body 304,379.417658705127
BMU,Bermuda (UK),WB341,Water body 341,189.462900692791
HMD,Heard Island and McDonald Islands (Aus.),WB111,Water body 111,657.464425055659
SHN,"Saint Helena, Ascension and Tristan da Cunha (UK)",WB130,Water body 130,1732.08167385078
SHN,"Saint Helena, Ascension and Tristan da Cunha (UK)",WB196,Water body 196,1268.85758489258
SHN,"Saint Helena, Ascension and Tristan da Cunha (UK)",WB218,Water body 218,2261.94096508216
MUS,Mauritius,WB181,Water body 181,594.141667723259
MUS,Mauritius,WB199,Water body 199,921.005904824786
COM,Comoros,WB198,Water body 198,373.097905090196
STP,São Tomé and Príncipe,WB251,Water body 251,362.328769636354
CPV,Cabo Verde,WB278,Water body 278,424.302400891987
MLT,Malta,WB345,Water body 345,202.059109828368
JEY,Jersey (UK),WB415,Water body 415,600.048369879499
GGY,Guernsey (UK),WB415,Water body 415,569.766480253035
IMY,Isle of Man (UK),WB415,Water body 415,684.063492345632
IMY,Isle of Man (UK),WB464,Water body 464,604.480444659757
FRO,Faroe Islands (Den.),WB464,Water body 464,385.069161553065
IOT,British Indian Ocean Territory (UK),WB221,Water body 221,1070.34305004289
IOT,British Indian Ocean Territory (UK),WB222,Water body 222,1006.97344311369
SGP,Singapore,WB256,Water body 256,683.957348071885
NFK,Norfolk Island (Aus.),WB165,Water body 165,403.841202032146
COK,Cook Islands (NZ),WB169,Water body 169,670.905162648076
COK,Cook Islands (NZ),WB187,Water body 187,1476.74258633909
COK,Cook Islands (NZ),WB188,Water body 188,932.508041649174
COK,Cook Islands (NZ),WB211,Water body 211,1806.94505587821
TON,Tonga,WB168,Water body 168,483.663386729542
TON,Tonga,WB187,Water body 187,835.855916852803
WLF,Wallis-et-Futuna (Fr.),WB187,Water body 187,656.701596287632
WSM,Samoa,WB187,Water body 187,129.339453089598
SLB,Solomon Islands,WB206,Water body 206,858.638411315425
SLB,Solomon Islands,WB208,Water body 208,1337.35288638959
SLB,Solomon Islands,WB230,Water body 230,829.055343495071
SLB,Solomon Islands,WB234,Water body 234,1347.17045258102
TUV,Tuvalu,WB208,Water body 208,1040.1488284535
TUV,Tuvalu,WB234,Water body 234,906.992956998841
MDV,Maldives,WB222,Water body 222,1257.37424728434
MDV,Maldives,WB254,Water body 254,860.7358942963
NRU,Nauru,WB234,Water body 234,630.938741790067
FSM,"Micronesia, Federated States of",WB260,Water body 260,370.424314540334
FSM,"Micronesia, Federated States of",WB261,Water body 261,1764.45913836687
FSM,"Micronesia, Federated States of",WB291,Water body 291,2332.33210733533
SGS,South Georgia and South Sandwich Islands (UK),WB075,Water body 75,707.668175640623
SGS,South Georgia and South Sandwich Islands (UK),WB076,Water body 76,60.1923183562046
SGS,South Georgia and South Sandwich Islands (UK),WB077,Water body 77,103.426475642894
SGS,South Georgia and South Sandwich Islands (UK),WB078,Water body 78,16.0986733905075
SGS,South Georgia and South Sandwich Islands (UK),WB079,Water body 79,691.158851871734
SGS,South Georgia and South Sandwich Islands (UK),WB104,Water body 104,846.018075377684
FLK,Falkland Islands (UK)/Islas Malvinas,WB100,Water body 100,246.451638788142
VUT,Vanuatu,WB186,Water body 186,784.817367855926
VUT,Vanuatu,WB208,Water body 208,463.240938132381
NIU,Niue (NZ),WB168,Water body 168,399.895062454056
ASM,American Samoa (US),WB187,Water body 187,105.636320114414
PLW,Palau,WB259,Water body 259,309.012406830258
GUM,Guam (US),WB293,Water body 293,890.216609814555
MNP,Northern Mariana Islands (US),WB293,Water body 293,851.050644579862
MNP,Northern Mariana Islands (US),WB328,Water body 328,1042.37694310051
BHR,Bahrain,WB314,Water body 314,172.13339055785
FRA1,Clipperton Island (Fr.),WB265,Water body 265,918.375763125841
MAC,"Macau (SAR, China)",WB325,Water body 325,576.982752472414
BES,Bonaire (Neth.),WB276,Water body 276,660.829824472326
BES,Sint Eustatius (Neth.),WB276,Water body 276,388.834698441232
BES,Saba (Neth.),WB276,Water body 276,408.968537206818
NLD,Netherlands,WB421,Water body 421,166.198336859304
CCK,Cocos (Keeling) Islands (Aus.),WB201,Water body 201,273.939278434792
CXR,Christmas Island (Aus.),WB201,Water body 201,798.152019479456
UMI,Johnston Atoll (US),WB262,Water body 262,391.263216816626
UMI,Jarvis Island (US),WB211,Water body 211,903.813723888333
UMI,Baker Island (US),WB235,Water body 235,772.331329942828
UMI,Howland Island (US),WB235,Water body 235,748.530966675375
UMI,Wake Island (US),WB329,Water body 329,576.263286547527
UMI,Midway Islands (US),WB330,Water body 330,715.19971548518
USA2,Navassa Island (US),WB304,Water body 304,781.233883012572
UMI,Palmyra Atoll (US),WB235,Water body 235,1000.99421399941
UMI,Kingman Reef (US),WB235,Water body 235,977.548471597249
TKL,Tokelau (NZ),WB187,Water body 187,508.875083153278
TKL,Tokelau (NZ),WB210,Water body 210,502.496986641214
NZL,New Zealand,WB116,Water body 116,875.633345563916
NZL,New Zealand,WB117,Water body 117,515.637038692464
NZL,New Zealand,WB118,Water body 118,530.114681962088
NZL,New Zealand,WB119,Water body 119,1475.91028685961
NZL,New Zealand,WB141,Water body 141,159.552315566168
NZL,New Zealand,WB142,Water body 142,1935.00347433331
NZL,New Zealand,WB165,Water body 165,1141.98967805405
NZL,New Zealand,WB166,Water body 166,670.224150341111
NZL,New Zealand,WB167,Water body 167,669.236560313087
WB001,Water body 1,WB002,Water body 2,157.094155706995
WB001,Water body 1,WB021,Water body 21,1004.97735602249
WB001,Water body 1,WB022,Water body 22,1041.01185603137
WB002,Water body 2,WB003,Water body 3,157.094155706995
WB002,Water body 2,WB021,Water body 21,1041.01185603137
WB002,Water body 2,WB022,Water body 22,1004.97735602249
WB002,Water body 2,WB023,Water body 23,1041.01185603137
WB003,Water body 3,WB004,Water body 4,157.094155706995
WB003,Water body 3,WB022,Water body 22,1041.01185603137
WB003,Water body 3,WB023,Water body 23,1004.97735602249
WB003,Water body 3,WB024,Water body 24,1041.01185603137
WB004,Water body 4,WB005,Water body 5,157.094155706995
WB004,Water body 4,WB023,Water body 23,1041.01185603137
WB004,Water body 4,WB024,Water body 24,1004.97735602249
WB004,Water body 4,WB025,Water body 25,1041.01185603137
WB005,Water body 5,WB006,Water body 6,157.094155706995
WB005,Water body 5,WB024,Water body 24,1041.01185603137
WB005,Water body 5,WB025,Water body 25,1004.97735602249
WB005,Water body 5,WB026,Water body 26,1041.01185603137
WB006,Water body 6,WB007,Water body 7,157.094155706995
WB006,Water body 6,WB025,Water body 25,1041.01185603137
WB006,Water body 6,WB026,Water body 26,1004.97735602249
WB006,Water body 6,WB027,Water body 27,1041.01185603137
WB007,Water body 7,WB008,Water body 8,157.094155706995
WB007,Water body 7,WB026,Water body 26,1041.01185603137
WB007,Water body 7,WB027,Water body 27,1004.97735602249
WB007,Water body 7,WB028,Water body 28,1041.01185603137
WB008,Water body 8,WB009,Water body 9,157.094155706995
WB008,Water body 8,WB027,Water body 27,1041.01185603137
WB008,Water body 8,WB028,Water body 28,1004.97735602249
WB008,Water body 8,WB029,Water body 29,1041.01185603137
WB009,Water body 9,WB010,Water body 10,157.094155706995
WB009,Water body 9,WB028,Water body 28,1041.01185603137
WB009,Water body 9,WB029,Water body 29,1004.97735602249
WB009,Water body 9,WB030,Water body 30,1041.01185603137
WB010,Water body 10,WB011,Water body 11,157.094155706995
WB010,Water body 10,WB029,Water body 29,1041.01185603137
WB010,Water body 10,WB030,Water body 30,1004.97735602249
WB010,Water body 10,WB031,Water body 31,1041.01185603137
WB011,Water body 11,WB012,Water body 12,157.094155706995
WB011,Water body 11,WB030,Water body 30,1041.01185603137
WB011,Water body 11,WB031,Water body 31,1004.97735602249
WB011,Water body 11,WB032,Water body 32,1041.01185603137
WB012,Water body 12,WB013,Water body 13,157.094155706995
WB012,Water body 12,WB031,Water body 31,1041.01185603137
WB012,Water body 12,WB032,Water body 32,1004.97735602249
WB012,Water body 12,WB033,Water body 33,1041.01185603137
WB013,Water body 13,WB014,Water body 14,157.094155706995
WB013,Water body 13,WB032,Water body 32,1041.01185603137
WB013,Water body 13,WB033,Water body 33,1004.97735602249
WB013,Water body 13,WB034,Water body 34,1041.01185603137
WB014,Water body 14,WB015,Water body 15,157.094155706995
WB014,Water body 14,WB033,Water body 33,1041.01185603137
WB014,Water body 14,WB034,Water body 34,1004.97735602249
WB014,Water body 14,WB035,Water body 35,1041.01185603137
WB015,Water body 15,WB016,Water body 16,157.094155706995
WB015,Water body 15,WB034,Water body 34,1041.01185603137
WB015,Water body 15,WB035,Water body 35,1004.97735602249
WB015,Water body 15,WB036,Water body 36,1041.01185603137
WB016,Water body 16,WB017,Water body 17,157.094155706995
WB016,Water body 16,WB035,Water body 35,1041.01185603137
WB016,Water body 16,WB036,Water body 36,1004.97735602249
WB016,Water body 16,WB037,Water body 37,1041.01185603137
WB017,Water body 17,WB018,Water body 18,157.094155706995
WB017,Water body 17,WB036,Water body 36,1041.01185603137
WB017,Water body 17,WB037,Water body 37,1004.97735602249
WB017,Water body 17,WB038,Water body 38,1041.01185603137
WB018,Water body 18,WB019,Water body 19,157.094155706995
WB018,Water body 18,WB037,Water body 37,1041.01185603137
WB018,Water body 18,WB038,Water body 38,1004.97735602249
WB018,Water body 18,WB039,Water body 39,1041.01185603137
WB019,Water body 19,WB020,Water body 20,157.094155706995
WB019,Water body 19,WB038,Water body 38,1041.01185603137
WB019,Water body 19,WB039,Water body 39,1004.97735602249
WB019,Water body 19,WB040,Water body 40,1041.01185603137
WB020,Water body 20,WB039,Water body 39,1041.01185603137
WB020,Water body 20,WB040,Water body 40,1004.97735602249
WB021,Water body 21,WB022,Water body 22,467.43037052056
WB021,Water body 21,WB041,Water body 41,1004.25938914897
WB021,Water body 21,WB042,Water body 42,1169.69004637264
WB022,Water body 22,WB023,Water body 23,467.43037052056
WB022,Water body 22,WB041,Water body 41,1169.69004637264
WB022,Water body 22,WB042,Water body 42,1004.25938914897
WB022,Water body 22,WB043,Water body 43,1169.69004637264
WB023,Water body 23,WB024,Water body 24,467.43037052056
WB023,Water body 23,WB042,Water body 42,1169.69004637264
WB023,Water body 23,WB043,Water body 43,1004.25938914897
WB023,Water body 23,WB044,Water body 44,1169.69004637264
WB024,Water body 24,WB025,Water body 25,467.43037052056
WB024,Water body 24,WB043,Water body 43,1169.69004637264
WB024,Water body 24,WB044,Water body 44,1004.25938914897
WB024,Water body 24,WB045,Water body 45,1169.69004637264
WB025,Water body 25,WB026,Water body 26,467.43037052056
WB025,Water body 25,WB044,Water body 44,1169.69004637264
WB025,Water body 25,WB045,Water body 45,1004.25938914897
WB025,Water body 25,WB046,Water body 46,1169.69004637264
WB026,Water body 26,WB027,Water body 27,467.43037052056
WB026,Water body 26,WB045,Water body 45,1169.69004637264
WB026,Water body 26,WB046,Water body 46,1004.25938914897
WB026,Water body 26,WB047,Water body 47,1169.69004637264
WB027,Water body 27,WB028,Water body 28,467.43037052056
WB027,Water body 27,WB046,Water body 46,1169.69004637264
WB027,Water body 27,WB047,Water body 47,1004.25938914897
WB027,Water body 27,WB048,Water body 48,1169.69004637264
WB028,Water body 28,WB029,Water body 29,467.43037052056
WB028,Water body 28,WB047,Water body 47,1169.69004637264
WB028,Water body 28,WB048,Water body 48,1004.25938914897
WB028,Water body 28,WB049,Water body 49,1169.69004637264
WB029,Water body 29,WB030,Water body 30,467.43037052056
WB029,Water body 29,WB048,Water body 48,1169.69004637264
WB029,Water body 29,WB049,Water body 49,1004.25938914897
WB029,Water body 29,WB050,Water body 50,1169.69004637264
WB030,Water body 30,WB031,Water body 31,467.43037052056
WB030,Water body 30,WB049,Water body 49,1169.69004637264
WB030,Water body 30,WB050,Water body 50,1004.25938914897
WB030,Water body 30,WB051,Water body 51,1169.69004637264
WB031,Water body 31,WB032,Water body 32,467.43037052056
WB031,Water body 31,WB050,Water body 50,1169.69004637264
WB031,Water body 31,WB051,Water body 51,1004.25938914897
WB031,Water body 31,WB052,Water body 52,1169.69004637264
WB032,Water body 32,WB033,Water body 33,467.43037052056
WB032,Water body 32,WB051,Water body 51,1169.69004637264
WB032,Water body 32,WB052,Water body 52,1004.25938914897
WB032,Water body 32,WB053,Water body 53,1169.69004637264
WB033,Water body 33,WB034,Water body 34,467.43037052056
WB033,Water body 33,WB052,Water body 52,1169.69004637264
WB033,Water body 33,WB053,Water body 53,1004.25938914897
WB033,Water body 33,WB054,Water body 54,1169.69004637264
WB034,Water body 34,WB035,Water body 35,467.43037052056
WB034,Water body 34,WB053,Water body 53,1169.69004637264
WB034,Water body 34,WB054,Water body 54,1004.25938914897
WB034,Water body 34,WB055,Water body 55,1169.69004637264
WB035,Water body 35,WB036,Water body 36,467.43037052056
WB035,Water body 35,WB054,Water body 54,1169.69004637264
WB035,Water body 35,WB055,Water body 55,1004.25938914897
WB035,Water body 35,WB056,Water body 56,1169.69004637264
WB036,Water body 36,WB037,Water body 37,467.43037052056
WB036,Water body 36,WB055,Water body 55,1169.69004637264
WB036,Water body 36,WB056,Water body 56,1004.25938914897
WB036,Water body 36,WB057,Water body 57,1169.69004637264
WB037,Water body 37,WB038,Water body 38,467.43037052056
WB037,Water body 37,WB056,Water body 56,1169.69004637264
WB037,Water body 37,WB057,Water body 57,1004.25938914897
WB037,Water body 37,WB058,Water body 58,1169.69004637264
WB038,Water body 38,WB039,Water body 39,467.43037052056
WB038,Water body 38,WB057,Water body 57,1169.69004637264
WB038,Water body 38,WB058,Water body 58,1004.25938914897
WB038,Water body 38,WB059,Water body 59,1169.69004637264
WB039,Water body 39,WB040,Water body 40,467.43037052056
WB039,Water body 39,WB058,Water body 58,1169.69004637264
WB039,Water body 39,WB059,Water body 59,1004.25938914897
WB039,Water body 39,WB060,Water body 60,1169.69004637264
WB040,Water body 40,WB059,Water body 59,1169.69004637264
WB040,Water body 40,WB060,Water body 60,1004.25938914897
WB041,Water body 41,WB042,Water body 42,766.302116379981
WB041,Water body 41,WB061,Water body 61,1003.14281679539
WB041,Water body 41,WB062,Water body 62,1345.87395838615
WB042,Water body 42,WB043,Water body 43,766.302116379981
WB042,Water body 42,WB061,Water body 61,1345.87395838615
WB042,Water body 42,WB062,Water body 62,1003.14281679539
WB042,Water body 42,WB063,Water body 63,1345.87395838615
WB043,Water body 43,WB044,Water body 44,766.302116379981
WB043,Water body 43,WB062,Water body 62,1345.87395838615
WB043,Water body 43,WB063,Water body 63,1003.14281679539
WB043,Water body 43,WB064,Water body 64,1345.87395838615
WB044,Water body 44,WB045,Water body 45,766.302116379981
WB044,Water body 44,WB063,Water body 63,1345.87395838615
WB044,Water body 44,WB064,Water body 64,1003.14281679539
WB044,Water body 44,WB065,Water body 65,1345.87395838615
WB045,Water body 45,WB046,Water body 46,766.302116379981
WB045,Water body 45,WB064,Water body 64,1345.87395838615
WB045,Water body 45,WB065,Water body 65,1003.14281679539
WB045,Water body 45,WB066,Water body 66,1342.88857600952
WB046,Water body 46,WB047,Water body 47,766.302116379981
WB046,Water body 46,WB065,Water body 65,1345.87395838615
WB046,Water body 46,WB066,Water body 66,1000.26419192115
WB046,Water body 46,WB069,Water body 69,1334.37516515094
WB047,Water body 47,WB048,Water body 48,766.302116379981
WB047,Water body 47,WB066,Water body 66,1344.11539401542
WB047,Water body 47,WB069,Water body 69,980.064030625764
WB047,Water body 47,WB075,Water body 75,1340.05333760811
WB048,Water body 48,WB049,Water body 49,766.302116379981
WB048,Water body 48,WB069,Water body 69,1319.39698047597
WB048,Water body 48,WB075,Water body 75,998.080932010215
WB048,Water body 48,WB079,Water body 79,1345.85536275222
WB049,Water body 49,WB050,Water body 50,766.302116379981
WB049,Water body 49,WB075,Water body 75,1343.3531984724
WB049,Water body 49,WB079,Water body 79,1003.06113984076
WB049,Water body 49,WB080,Water body 80,1345.87395838615
WB050,Water body 50,WB051,Water body 51,766.302116379981
WB050,Water body 50,WB079,Water body 79,1345.75790570279
WB050,Water body 50,WB080,Water body 80,1003.14281679539
WB050,Water body 50,WB081,Water body 81,1345.86498666148
WB051,Water body 51,WB052,Water body 52,766.302116379981
WB051,Water body 51,WB080,Water body 80,1345.87395838615
WB051,Water body 51,WB081,Water body 81,1003.12137833624
WB051,Water body 51,WB082,Water body 82,1345.87395838615
WB052,Water body 52,WB053,Water body 53,766.302116379981
WB052,Water body 52,WB081,Water body 81,1345.84758803781
WB052,Water body 52,WB082,Water body 82,1003.14281679539
WB052,Water body 52,WB083,Water body 83,1345.87395838615
WB053,Water body 53,WB054,Water body 54,766.302116379981
WB053,Water body 53,WB082,Water body 82,1345.87395838615
WB053,Water body 53,WB083,Water body 83,1003.14281679539
WB053,Water body 53,WB084,Water body 84,1345.87395838615
WB054,Water body 54,WB055,Water body 55,766.302116379981
WB054,Water body 54,WB083,Water body 83,1345.87395838615
WB054,Water body 54,WB084,Water body 84,1003.14281679539
WB054,Water body 54,WB085,Water body 85,1345.87395838615
WB055,Water body 55,WB056,Water body 56,766.302116379981
WB055,Water body 55,WB084,Water body 84,1345.87395838615
WB055,Water body 55,WB085,Water body 85,1003.14281679539
WB055,Water body 55,WB086,Water body 86,1345.87395838615
WB056,Water body 56,WB057,Water body 57,766.302116379981
WB056,Water body 56,WB085,Water body 85,1345.87395838615
WB056,Water body 56,WB086,Water body 86,1003.14281679539
WB056,Water body 56,WB087,Water body 87,1345.87395838615
WB057,Water body 57,WB058,Water body 58,766.302116379981
WB057,Water body 57,WB086,Water body 86,1345.87395838615
WB057,Water body 57,WB087,Water body 87,1003.14281679539
WB057,Water body 57,WB088,Water body 88,1345.87395838615
WB058,Water body 58,WB059,Water body 59,766.302116379981
WB058,Water body 58,WB087,Water body 87,1345.87395838615
WB058,Water body 58,WB088,Water body 88,1003.14281679539
WB058,Water body 58,WB089,Water body 89,1345.81757225581
WB059,Water body 59,WB060,Water body 60,766.302116379981
WB059,Water body 59,WB088,Water body 88,1345.87395838615
WB059,Water body 59,WB089,Water body 89,1003.09854893964
WB059,Water body 59,WB090,Water body 90,1345.87395838615
WB060,Water body 60,WB089,Water body 89,1345.85736735967
WB060,Water body 60,WB090,Water body 90,1003.14281679539
WB061,Water body 61,WB062,Water body 62,1046.37061048784
WB061,Water body 61,WB091,Water body 91,1001.73877263688
WB061,Water body 61,WB092,Water body 92,1539.50480169858
WB062,Water body 62,WB063,Water body 63,1046.37061048784
WB062,Water body 62,WB091,Water body 91,1539.50480169858
WB062,Water body 62,WB092,Water body 92,1001.73877263688
WB062,Water body 62,WB093,Water body 93,1539.50480169858
WB063,Water body 63,WB064,Water body 64,1046.37061048784
WB063,Water body 63,WB092,Water body 92,1539.50480169858
WB063,Water body 63,WB093,Water body 93,1001.73877263688
WB063,Water body 63,WB094,Water body 94,1539.50480169858
WB064,Water body 64,WB065,Water body 65,1046.37061048784
WB064,Water body 64,WB093,Water body 93,1539.50480169858
WB064,Water body 64,WB094,Water body 94,1001.73877263688
WB064,Water body 64,WB095,Water body 95,1539.50480169858
WB065,Water body 65,WB066,Water body 66,1044.91699249943
WB065,Water body 65,WB094,Water body 94,1539.50480169858
WB065,Water body 65,WB095,Water body 95,1001.73877263688
WB065,Water body 65,WB096,Water body 96,1473.98282617698
WB066,Water body 66,WB068,Water body 68,789.918170529556
WB066,Water body 66,WB069,Water body 69,1057.1025409962
WB066,Water body 66,WB072,Water body 72,697.262579818915
WB066,Water body 66,WB073,Water body 73,713.922985419939
WB066,Water body 66,WB074,Water body 74,710.393166487738
WB066,Water body 66,WB095,Water body 95,1540.15484948697
WB066,Water body 66,WB096,Water body 96,992.537745667405
