timeindep,conflict,ltsc0,Dec-50,Dec-60,Dec-70,Dec-80,Dec-90,Dec-00,region,nb_conflict,ncts0,nc2l,timeinstatusnc,ltisnc,ltsnc,ltimeindep,temperature,prec_gpcc,temptemp,tempmean,tempdev,YMHEP,YMHEP_ltsc0,lpop,lGDPcap,lpop_ltsc0,lGDPcap_ltsc0
173,0,4.477336814,0,0,0,0,0,1,2,1,0,1,40,39,3.663561583,5.153291702,22.34321022,427.3291016,,22.30801582,0.035194397,0.368568003,1.650203109,9.493999481,8.778164864,42.50783157,39.30279922
174,0,4.48863637,0,0,0,0,0,1,2,2,0,1,41,40,3.68887949,5.159055233,22.30929756,406.4969482,,22.30801582,0.001281738,0.376969129,1.692077398,9.512597084,8.838479996,42.69858932,39.67272186
175,0,4.49980967,0,0,0,0,0,1,2,2,0,1,42,41,3.713572025,5.164785862,22.39450836,406.6356506,,22.30801582,0.086492538,0.385561764,1.734954596,9.530765533,8.871872902,42.88663101,39.92173767
176,0,4.510859507,0,0,0,0,0,1,2,1,0,1,43,42,3.737669706,5.170484066,22.31763077,428.6055603,,22.30801582,0.009614944,0.393613398,1.775534749,9.548489571,8.897241592,43.0718956,40.13420868
177,0,4.521788577,0,0,0,0,0,1,2,1,0,1,44,43,3.76120019,5.176149845,22.30257034,454.3851624,,22.30801582,-0.00544548,0.401833206,1.8170048,9.565802574,8.901593208,43.25453568,40.25112152
178,0,4.532599493,0,0,0,0,0,1,2,1,0,1,45,44,3.784189701,5.181783676,22.4141922,488.8796692,,22.30801582,0.106176376,0.410224706,1.859384298,9.582758904,8.946269035,43.43480682,40.54985428
179,0,4.543294782,0,0,0,0,0,1,2,1,0,1,46,45,3.80666256,5.187386036,22.9653244,412.2907715,,22.30801582,0.657308578,0.418791473,1.902693152,9.599433899,8.935243607,43.61305618,40.59544754
180,0,4.553876892,0,0,0,0,0,1,2,1,0,1,47,46,3.828641415,5.192956924,22.37630653,417.5563965,,22.30801582,0.06829071,0.427545279,1.946988583,9.579468727,8.881969452,43.62372208,40.44739532
181,0,4.564348191,0,0,0,0,0,1,2,1,0,1,48,47,3.850147486,5.198496819,22.80591011,425.0205383,,22.30801582,0.497894287,0.448549092,2.047334194,9.591506958,8.911503792,43.77897644,40.67520523
182,0,4.574710979,0,0,0,0,0,1,2,1,0,1,49,48,3.871201038,5.204006672,22.8707695,486.910614,,22.30801582,0.562753677,0.469552904,2.148068905,9.603401184,8.93952179,43.93278503,40.89572906
183,0,4.584967479,0,0,0,0,0,0,2,1,0,1,50,49,3.891820192,5.209486008,22.37646484,429.7092896,,22.30801582,0.06844902,0.490556687,2.249186516,9.615156174,8.966147423,44.08517838,41.10949326
184,0,4.59511985,0,0,0,0,0,0,2,0,4.595119953,1,1,50,3.912023067,5.21493578,24.77304268,,,22.30801582,2.465026855,0.5115605,2.350681782,9.626774788,8.991490364,44.23618317,41.31697464
136,0,2.63905733,0,1,0,0,0,0,2,0,2.639057398,0,8,7,1.945910096,4.912654877,20.0521965,368.0725098,,20.73762894,-0.685432434,0.35741964,0.943250895,9.203468323,8.367715836,24.28848076,22.08288193
137,0,2.708050201,0,1,0,0,0,0,2,0,2.708050251,0,9,8,2.079441547,4.919981003,20.16555023,398.5450745,,20.73762894,-0.572078705,0.367225915,0.994466186,9.231923103,8.414476395,25.00051117,22.78682518
138,0,2.772588722,0,1,0,0,0,0,2,0,2.77258873,0,10,9,2.197224617,4.927253723,20.21351814,389.781311,,20.73762894,-0.524110794,0.377303541,1.046107531,9.260752678,8.470932961,25.67625809,23.48641396
139,0,2.833213344,0,1,0,0,0,0,2,0,2.833213329,0,11,10,2.302585125,4.934473991,20.39486694,383.2416687,,20.73762894,-0.342761993,0.387660116,1.098323822,9.289748192,8.479228973,26.31983948,24.0234642
140,0,2.890371758,0,1,0,0,0,0,2,1,0,0,1,11,2.397895336,4.941642284,20.3458004,340.8299255,,20.73762894,-0.391828537,0.39830339,1.151244879,9.318657875,8.517770767,26.9343853,24.619524
141,1,2.944438979,0,1,0,0,0,0,2,1,0,1,2,1,0,4.948760033,20.64138985,382.0827942,,20.73762894,-0.09623909,0.409241349,1.204986215,9.347319603,8.53929615,27.52261162,25.14343643
142,0,0,0,1,0,0,0,0,2,1,0,1,3,2,0.693147182,4.955827236,20.58020401,364.0825195,,20.73762894,-0.157424927,0.420482188,0,9.375668526,8.596837044,0,0
143,0,0,0,1,0,0,0,0,2,1,0,1,4,3,1.098612309,4.962844849,20.3165493,361.3775635,,20.73762894,-0.421079636,0.432034403,0,9.403758049,8.606705666,0,0
144,0,0.693147181,0,1,0,0,0,0,2,1,0,1,5,4,1.386294365,4.969813347,20.42717743,363.3024597,,20.73762894,-0.310451508,0.443906605,0.307692617,9.431687355,8.579851151,6.537547588,5.947099686
145,0,1.098612289,0,1,0,0,0,0,2,1,0,1,6,5,1.609437943,4.976733685,21.09417915,360.6036682,,20.73762894,0.356550217,0.456107736,0.501085579,9.459593773,8.59013176,10.39242554,9.437224388
146,0,1.386294361,0,0,1,0,0,0,2,1,0,1,7,6,1.791759491,4.983606815,20.66965866,388.339447,,20.73762894,-0.067970276,0.468647003,0.649682701,9.487559319,8.62180233,13.15254974,11.95235634
147,0,1.609437912,0,0,1,0,0,0,2,1,0,1,8,7,1.945910096,4.990432739,20.30694008,418.2828369,20.30694008,20.73762894,-0.430688858,0.481533766,0.774998724,9.515550613,8.636078835,15.31468773,13.89923286
148,0,1.791759469,0,0,1,0,0,0,2,1,0,1,9,8,2.079441547,4.99721241,21.17011261,406.9109497,21.17011261,20.73762894,0.432483673,0.494777769,0.88652277,9.543493271,8.636466026,17.09964371,15.47447014
149,0,1.945910149,0,0,1,0,0,0,2,1,0,1,10,9,2.197224617,5.003946304,20.64314461,430.6405945,20.64314461,20.73762894,-0.094484329,0.508388937,0.989279211,9.571357727,8.663437843,18.62500191,16.85827255
150,0,2.079441542,0,0,1,0,0,0,2,1,0,1,11,10,2.302585125,5.010635376,20.00206566,413.0209351,20.00206566,20.73762894,-0.735563278,0.522377551,1.086253524,9.599107742,8.730290413,19.960783,18.15412903
151,0,2.197224577,0,0,1,0,0,0,2,1,0,1,12,11,2.397895336,5.017279625,20.04540634,414.1025391,20.04540634,20.73762894,-0.692222595,0.536754072,1.179369211,9.626698494,8.73674202,21.15201759,19.1965847
152,0,2.302585093,0,0,1,0,0,0,2,1,0,1,13,12,2.484906673,5.023880482,20.29334831,378.5031433,20.29334831,20.73762894,-0.444280624,0.54280442,1.249853373,9.654123306,8.727925301,22.22944069,20.09679031
153,0,2.397895273,0,0,1,0,0,0,2,1,0,1,14,13,2.564949274,5.030437946,20.46183395,409.6977539,20.46183395,20.73762894,-0.275794983,0.548924387,1.316263199,9.681326866,8.702401161,23.21480751,20.8674469
154,0,2.48490665,0,0,1,0,0,0,2,1,0,1,15,14,2.639057398,5.036952496,20.52979469,370.6768188,20.52979469,20.73762894,-0.207834244,0.555114865,1.379408598,9.708163261,8.675962448,24.12388039,21.55895615
155,0,2.564949357,0,0,1,0,0,0,2,1,0,1,16,15,2.708050251,5.043425083,20.81255722,330.014679,20.81255722,20.73762894,0.074928284,0.561376631,1.439902663,9.734459877,8.709047318,24.96839714,22.33826447
156,0,2.63905733,0,0,0,1,0,0,2,1,0,1,17,16,2.77258873,5.049856186,20.83692741,354.4961548,20.83692741,20.73762894,0.099298477,0.567710578,1.498220801,9.760109901,8.710884094,25.75749016,22.98852158
157,0,2.708050201,0,0,0,1,0,0,2,1,0,1,18,17,2.833213329,5.056245804,20.46661568,426.5115356,20.46661568,20.73762894,-0.27101326,0.573302329,1.552531481,9.785065651,8.755273819,26.49844933,23.70972061
158,1,2.772588722,0,0,0,1,0,0,2,1,0,1,19,18,2.890371799,5.062594891,20.64202881,433.4918823,20.64202881,20.73762894,-0.095600128,0.578949571,1.605189085,9.809369087,8.724951744,27.19734573,24.19070244
159,2,0,0,0,0,1,0,0,2,1,0,1,20,19,2.944438934,5.0689044,21.55355835,377.5675354,21.55355835,20.73762894,0.815929413,0.584652841,0,9.8331213,8.575636864,0,0
160,2,0,0,0,0,1,0,0,2,1,0,1,21,20,2.995732307,5.075173855,20.39197922,378.1092834,20.39197922,20.73762894,-0.345649719,0.590412736,0,9.85645771,8.602993011,0,0
161,2,0,0,0,0,1,0,0,2,2,0,1,22,21,3.044522524,5.081404209,20.34466362,310.9577332,20.34466362,20.73762894,-0.392965317,0.596229732,0,9.879461288,8.60760498,0,0
162,1,0,0,0,0,1,0,0,2,1,0,1,23,22,3.091042519,5.087596416,20.49314117,390.9767151,20.49314117,20.73762894,-0.244487762,0.604058266,0,9.9021492,8.68022728,0,0
163,1,0,0,0,0,1,0,0,2,1,0,1,24,23,3.135494232,5.09375,21.18514824,373.0417175,21.18514824,20.73762894,0.447519302,0.611991882,0,9.924468994,8.734869003,0,0
164,2,0,0,0,0,1,0,0,2,1,0,1,25,24,3.178053856,5.09986639,20.74915504,356.3792114,20.74915504,20.73762894,0.011526108,0.620031953,0,9.946341515,8.621976852,0,0
165,2,0,0,0,0,1,0,0,2,1,0,1,26,25,3.218875885,5.105945587,20.37963486,395.2001953,20.37963486,20.73762894,-0.35799408,0.628180027,0,9.96766758,8.476220131,0,0
166,2,0,0,0,0,0,1,0,2,1,0,1,27,26,3.258096457,5.111987591,20.70514107,395.8760376,20.70514107,20.73762894,-0.032487869,0.636437416,0,9.988381386,8.402704239,0,0
167,2,0,0,0,0,0,1,0,2,1,0,1,28,27,3.295836926,5.117993832,21.1024704,354.3830261,21.1024704,20.73762894,0.364841461,0.642180979,0,10.00844955,8.404064178,0,0
168,1,0,0,0,0,0,1,0,2,1,0,1,29,28,3.33220458,5.123963833,21.63040352,357.4217834,21.63040352,20.73762894,0.892774582,0.647977054,0,10.02789783,8.380318642,0,0
169,1,0,0,0,0,0,1,0,2,1,0,1,30,29,3.367295742,5.129898548,21.26395607,420.1329346,21.26395607,20.73762894,0.526327133,0.653826237,0,10.0467968,8.407969475,0,0
170,1,0,0,0,0,0,1,0,2,2,0,1,31,30,3.401197433,5.135798454,20.95041656,411.781189,20.95041656,20.73762894,0.212787628,0.659728885,0,10.06523895,8.510165215,0,0
171,1,0,0,0,0,0,1,0,2,1,0,1,32,31,3.433987141,5.141663551,21.05700684,354.6735229,21.05700684,20.73762894,0.319377899,0.665685594,0,10.08327484,8.574712753,0,0
172,1,0,0,0,0,0,1,0,2,2,0,1,33,32,3.465735912,5.147494316,20.43899918,381.4058228,20.43899918,20.73762894,-0.298629761,0.67099607,0,10.10094357,8.581914902,0,0
173,1,0,0,0,0,0,1,0,2,1,0,1,34,33,3.496507645,5.153291702,21.15584373,370.530426,21.15584373,20.73762894,0.418214798,0.676538348,0,10.11818981,8.631055832,0,0
174,1,0,0,0,0,0,1,0,2,1,0,1,35,34,3.526360512,5.159055233,21.47211647,393.9782104,21.47211647,20.73762894,0.734487534,0.682326615,0,10.13486958,8.607774734,0,0
175,1,0,0,0,0,0,1,0,2,1,0,1,36,35,3.555348158,5.164785862,20.45378494,402.6821899,20.45378494,20.73762894,-0.283843994,0.68837595,0,10.15079594,8.60094738,0,0
176,0,0,0,0,0,0,0,1,2,2,0,1,37,36,3.583518982,5.170484066,20.59065247,388.512146,20.59065247,20.73762894,-0.146976471,0.694702387,0,10.16585445,8.6149683,0,0
177,0,0,0,0,0,0,0,1,2,2,0,1,38,37,3.610917807,5.176149845,20.85163307,409.1245117,,20.73762894,0.114004135,0.697020769,0,10.18007183,8.602897644,0,0
178,0,0.693147181,0,0,0,0,0,1,2,2,0,1,39,38,3.637586117,5.181783676,21.00825691,401.877533,,20.73762894,0.270627975,0.699822128,0.485079736,10.19353867,8.638413429,7.065622807,5.987691879
179,0,1.098612289,0,0,0,0,0,1,2,1,0,1,40,39,3.663561583,5.187386036,20.96182251,408.6896057,,20.73762894,0.224193573,0.70314163,0.772480011,10.20630455,8.665178299,11.21277142,9.51967144
180,0,1.386294361,0,0,0,0,0,1,2,2,0,1,41,40,3.68887949,5.192956924,21.0792675,389.6185913,,20.73762894,0.341638565,0.707017124,0.980133832,10.21843815,8.701612473,14.1657629,12.06299591
181,0,1.609437912,0,0,0,0,0,1,2,2,0,1,42,41,3.713572025,5.198496819,20.87375069,371.2633362,,20.73762894,0.13612175,0.71148932,1.145097852,10.23002815,8.756061554,16.46459579,14.09233761
182,0,1.791759469,0,0,0,0,0,1,2,1,0,1,43,42,3.737669706,5.204006672,20.81677818,444.2314148,,20.73762894,0.079149246,0.717996478,1.28647697,10.24105549,8.819588661,18.34950829,15.80258179
183,1,1.945910149,0,0,0,0,0,1,2,1,0,1,44,43,3.76120019,5.209486008,20.50959206,412.4904175,,20.73762894,-0.22803688,0.724570096,1.409948349,10.25162029,8.894331932,19.94873238,17.30757141
184,1,0,0,0,0,0,0,1,2,1,0,1,45,44,3.784189701,5.21493578,20.72426033,390.8539429,,20.73762894,-0.013368607,0.731210947,0,10.2620573,8.9774189,0,0
185,1,0,0,0,0,0,0,1,2,1,0,1,46,45,3.80666256,5.220355988,21.25568199,377.2426453,,20.73762894,0.518053055,0.737919688,0,10.27278328,8.975274086,0,0
186,1,0,0,0,0,0,0,1,2,1,0,1,47,46,3.828641415,5.225746632,21.33117104,326.1772766,,20.73762894,0.593542099,0.744695604,0,10.27768612,9.054662704,0,0
187,0,0,0,0,0,0,0,1,2,1,0,1,48,47,3.850147486,5.231108665,20.76101875,387.0084229,,20.73762894,0.023389816,0.756663382,0,10.28528404,9.109713554,0,0
188,0,0,0,0,0,0,0,1,2,1,0,1,49,48,3.871201038,5.236442089,20.89121246,379.812561,,20.73762894,0.153583527,0.76863116,0,10.29282475,9.16112709,0,0
189,0,0.693147181,0,0,0,0,0,0,2,1,0,1,50,49,3.891820192,5.241746902,20.70939827,384.7228394,,20.73762894,-0.028230667,0.780598938,0.541069925,10.30030823,9.209313393,7.139629841,6.3834095
190,0,1.098612289,0,0,0,0,0,0,2,0,1.098612309,1,1,50,3.912023067,5.247024059,21.24536705,,,20.73762894,0.507738113,0.792566717,0.870723546,10.30773735,9.254619598,11.32420731,10.16723919
138,0,3.295836866,0,1,0,0,0,0,2,0,3.295836926,0,5,4,1.386294365,4.927253723,24.25211143,445.3450623,,24.71186256,-0.459751129,0.139725924,0.46051386,11.19513988,7.972997665,36.89735413,26.27770042
139,0,3.33220451,0,1,0,0,0,0,2,0,3.33220458,0,6,5,1.609437943,4.934473991,24.64738846,424.9459534,,24.71186256,-0.064474106,0.145306468,0.484190881,11.2250843,8.045596123,37.4042778,26.80957222
140,0,3.36729583,0,1,0,0,0,0,2,1,0,0,1,6,1.791759491,4.941642284,24.39203835,436.3896484,,24.71186256,-0.319824219,0.151118591,0.508861005,11.25527668,8.067687988,37.89984512,27.16629219
141,0,3.401197382,0,1,0,0,0,0,2,1,0,1,2,1,0,4.948760033,24.66975594,392.470459,,24.71186256,-0.042106628,0.157172099,0.534573317,11.28530979,8.044878006,38.38356781,27.36221886
142,0,3.433987204,0,1,0,0,0,0,2,1,0,1,3,2,0.693147182,4.955827236,24.21476364,462.9207153,,24.71186256,-0.497098923,0.163477167,0.561378479,11.31468201,8.050107956,38.85447311,27.64396858
143,0,3.465735903,0,1,0,0,0,0,2,1,0,1,4,3,1.098612309,4.962844849,24.44952393,445.650238,,24.71186256,-0.262338638,0.170044437,0.589329123,11.34307861,8.051906586,39.31211472,27.90578079
144,0,3.496507561,0,1,0,0,0,0,2,1,0,1,5,4,1.386294365,4.969813347,24.49268532,434.5552368,,24.71186256,-0.219177246,0.176884979,0.618479669,11.37046146,8.066114426,39.7569046,28.2032299
145,0,3.526360525,0,1,0,0,0,0,2,1,0,1,6,5,1.609437943,4.976733685,24.50782585,430.6463623,,24.71186256,-0.204036713,0.184010372,0.648886919,11.39697933,8.089073181,40.18985748,28.52498817
146,0,3.555348061,0,1,0,0,0,0,2,1,0,1,7,6,1.791759491,4.983606815,24.1320591,430.8019104,,24.71186256,-0.579803467,0.191432655,0.680609703,11.42275429,8.177241325,40.611866,29.07293892
147,0,3.583518938,0,1,0,0,0,0,2,1,0,1,8,7,1.945910096,4.990432739,24.80252838,410.1740112,,24.71186256,0.090665817,0.199164376,0.713709295,11.44795895,8.249656677,41.02397919,29.56280136
148,0,3.610917913,0,0,1,0,0,0,2,1,0,1,9,8,2.079441547,4.99721241,24.61010551,421.8355713,,24.71186256,-0.10175705,0.207218632,0.748249471,11.47273159,8.31307888,41.42709351,30.01784515
149,0,3.63758616,0,0,1,0,0,0,2,1,0,1,10,9,2.197224617,5.003946304,23.94240952,443.4961853,23.94240952,24.71186256,-0.769453049,0.215609103,0.784296691,11.4970789,8.401503563,41.82161331,30.56119347
150,0,3.663561646,0,0,1,0,0,0,2,1,0,1,11,10,2.302585125,5.010635376,24.42796516,449.9789734,24.42796516,24.71186256,-0.2838974,0.22434999,0.821920037,11.52101898,8.497621536,42.20796204,31.13156128
151,0,3.688879454,0,0,1,0,0,0,2,1,0,1,12,11,2.397895336,5.017279625,24.6646595,474.2995911,24.6646595,24.71186256,-0.047203064,0.233456165,0.86119163,11.54470158,8.612243652,42.58701324,31.76952934
152,0,3.713572067,0,0,1,0,0,0,2,1,0,1,13,12,2.484906673,5.023880482,23.91239166,484.6850891,23.91239166,24.71186256,-0.799470901,0.242943078,0.902186632,11.56829834,8.679595947,42.95970917,32.23230362
153,0,3.737669618,0,0,1,0,0,0,2,1,0,1,14,13,2.564949274,5.030437946,24.09231186,454.0270081,24.09231186,24.71186256,-0.619550705,0.252826869,0.944983304,11.59191799,8.708646774,43.32675934,32.55004501
154,0,3.761200116,0,0,1,0,0,0,2,1,0,1,15,14,2.639057398,5.036952496,24.06411362,440.0494995,24.06411362,24.71186256,-0.647748947,0.259759843,0.97700876,11.61555672,8.783269882,43.6884346,33.0356369
155,0,3.784189634,0,0,1,0,0,0,2,1,0,1,16,15,2.708050251,5.043425083,24.50870705,456.3263855,24.50870705,24.71186256,-0.203155518,0.266893655,1.009976149,11.63916397,8.806188583,44.04480362,33.32428741
156,0,3.80666249,0,0,1,0,0,0,2,1,0,1,17,16,2.77258873,5.049856186,24.24815369,453.171936,24.24815369,24.71186256,-0.463708878,0.274234146,1.043916821,11.66273212,8.81499958,44.39608383,33.55572891
157,0,3.828641396,0,0,1,0,0,0,2,1,0,1,18,17,2.833213329,5.056245804,24.27252197,443.9700317,24.27252197,24.71186256,-0.439340591,0.281787395,1.078862906,11.68624115,8.859885216,44.74242783,33.92132187
158,0,3.850147602,0,0,0,1,0,0,2,1,0,1,19,18,2.890371799,5.062594891,24.45761681,440.3574524,24.45761681,24.71186256,-0.254245758,0.289559633,1.114847302,11.70964622,8.931272507,45.08386612,34.38671875
159,0,3.871201011,0,0,0,1,0,0,2,1,0,1,20,19,2.944438934,5.0689044,24.672966,408.345459,24.672966,24.71186256,-0.038896561,0.294377804,1.139595628,11.73295021,8.863040924,45.42060852,34.31061172
160,0,3.891820298,0,0,0,1,0,0,2,1,0,1,21,20,2.995732307,5.075173855,24.89723969,444.2677002,24.89723969,24.71186256,0.185377121,0.299281836,1.164751172,11.75607109,8.845705986,45.7525177,34.42589951
161,0,3.912023005,0,0,0,1,0,0,2,2,0,1,22,21,3.044522524,5.081404209,25.01333809,414.9998169,25.01333809,24.71186256,0.301475525,0.304273307,1.190324187,11.77878857,8.788295746,46.07889175,34.38001633
162,0,3.931825633,0,0,0,1,0,0,2,2,0,1,23,22,3.091042519,5.087596416,24.76647949,446.79422,24.76647949,24.71186256,0.054616928,0.309353769,1.216325045,11.80083942,8.817594528,46.39884186,34.66924286
163,0,3.951243719,0,0,0,1,0,0,2,2,0,1,24,23,3.135494232,5.09375,24.55903435,490.3837891,24.55903435,24.71186256,-0.152828217,0.314524829,1.242764235,11.82204914,8.872844696,46.71179581,35.05877304
164,0,3.970291914,0,0,0,1,0,0,2,1,0,1,25,24,3.178053856,5.09986639,24.54621696,454.969574,24.54621696,24.71186256,-0.165645599,0.316907674,1.258216023,11.84239769,8.929348946,47.01777649,35.45212173
165,0,3.988984047,0,0,0,1,0,0,2,1,0,1,26,25,3.218875885,5.105945587,25.00893211,409.9993896,25.00893211,24.71186256,0.29706955,0.319316298,1.273747563,11.8619442,8.945165634,47.31710434,35.68212128
166,0,4.007333185,0,0,0,1,0,0,2,2,0,1,27,26,3.258096457,5.111987591,24.74452019,462.2489014,24.74452019,24.71186256,0.032657623,0.321750879,1.289363027,11.88070679,8.925375938,47.60995102,35.76695633
167,0,4.025351691,0,0,0,1,0,0,2,2,0,1,28,27,3.295836926,5.117993832,24.51419258,490.8219299,24.51419258,24.71186256,-0.197669983,0.324211597,1.305065751,11.89872265,8.939628601,47.8965416,35.98514938
168,0,4.043051268,0,0,0,0,1,0,2,2,0,1,29,28,3.33220458,5.123963833,24.89262772,407.6929016,24.89262772,24.71186256,0.180765152,0.326698661,1.320859432,11.91604328,8.87835598,48.17717361,35.89564896
169,0,4.060443011,0,0,0,0,1,0,2,2,0,1,30,29,3.367295742,5.129898548,24.87216759,418.7876587,24.87216759,24.71186256,0.160305023,0.334185719,1.356942058,11.9326458,8.876761436,48.451828,36.04358292
170,0,4.077537444,0,0,0,0,1,0,2,1,0,1,31,30,3.401197433,5.135798454,24.80653,422.674469,24.80653,24.71186256,0.094667435,0.341846794,1.393893123,11.9485836,8.856142998,48.72079849,36.11125565
171,0,4.094344562,0,0,0,0,1,0,2,1,0,1,32,31,3.433987141,5.141663551,24.92976379,413.0951538,24.92976379,24.71186256,0.21790123,0.349685907,1.431734562,11.96407223,8.886250496,48.98503494,36.38337326
172,0,4.110873864,0,0,0,0,1,0,2,2,0,1,33,32,3.465735912,5.147494316,25.00698662,447.1575928,25.00698662,24.71186256,0.295124054,0.357707292,1.470489502,11.9793787,8.922913551,49.24571609,36.68097305
173,0,4.127134385,0,0,0,0,1,0,2,1,0,1,34,33,3.496507645,5.153291702,25.25914192,430.1628723,25.25914192,24.71186256,0.547279358,0.365915179,1.510181069,11.99467754,8.950835228,49.50364685,36.94129944
174,0,4.143134726,0,0,0,0,1,0,2,2,0,1,35,34,3.526360512,5.159055233,25.12930679,434.0794067,25.12930679,24.71186256,0.417444229,0.377444297,1.5638026,12.01001167,8.956773758,49.75909805,37.10911942
175,0,4.158883083,0,0,0,0,1,0,2,1,0,1,36,35,3.555348158,5.164785862,25.21961403,419.3830872,25.21961403,24.71186256,0.507751465,0.389339179,1.619216084,12.02530289,8.974675179,50.01182938,37.32462311
176,0,4.17438727,0,0,0,0,1,0,2,1,0,1,37,36,3.583518982,5.170484066,25.67414665,400.7493896,25.67414665,24.71186256,0.962284088,0.401611418,1.676481605,12.04044533,8.959887505,50.26148224,37.40203857
177,0,4.189654742,0,0,0,0,1,0,2,1,0,1,38,37,3.610917807,5.176149845,25.06981468,429.4077759,25.06981468,24.71186256,0.357952118,0.414273113,1.735661268,12.05528641,8.947598457,50.50748825,37.48734665
178,0,4.204692619,0,0,0,0,0,1,2,2,0,1,39,38,3.637586117,5.181783676,25.182024,476.0446167,25.182024,24.71186256,0.470161438,0.427336603,1.796819091,12.06970787,8.975333214,50.74941254,37.73851776
179,0,4.219507705,0,0,0,0,0,1,2,2,0,1,40,39,3.663561583,5.187386036,25.39142799,424.9337769,,24.71186256,0.67956543,0.438413203,1.849887848,12.08372498,8.974379539,50.98736954,37.86746216
180,0,4.234106505,0,0,0,0,0,1,2,2,0,1,41,40,3.68887949,5.192956924,25.73269081,428.1113586,,24.71186256,1.020828247,0.449832588,1.904639125,12.09733868,8.986979485,51.22142029,38.05182648
181,0,4.248495242,0,0,0,0,0,1,2,1,0,1,42,41,3.713572025,5.198496819,25.66495705,410.2879944,,24.71186256,0.953094482,0.461608917,1.961143255,12.11040401,8.985316277,51.45099258,38.17407227
182,0,4.262679877,0,0,0,0,0,1,2,2,0,1,43,42,3.737669706,5.204006672,25.50420761,441.6966858,,24.71186256,0.792345047,0.473757178,2.019475222,12.12274647,9.028539658,51.67538834,38.48577499
183,0,4.276666119,0,0,0,0,0,1,2,2,0,1,44,43,3.76120019,5.209486008,25.86758804,439.9927673,,24.71186256,1.155725479,0.486293107,2.079713345,12.13426685,9.048094749,51.894207,38.69567871
184,0,4.290459441,0,0,0,0,0,1,2,1,0,1,45,44,3.784189701,5.21493578,25.66897392,448.9780884,,24.71186256,0.957111359,0.480839193,2.063020945,12.14491177,9.076242447,52.10725021,38.94124985
185,0,4.304065093,0,0,0,0,0,1,2,1,0,1,46,45,3.80666256,5.220355988,25.77627945,407.7818909,,24.71186256,1.064416885,0.47551322,2.046639919,12.15476322,9.125559807,52.31489182,39.27700424
186,0,4.317488114,0,0,0,0,0,1,2,1,0,1,47,46,3.828641415,5.225746632,25.4685154,466.5072021,,24.71186256,0.756652832,0.47031489,2.030578852,12.16402912,9.166695595,52.51805115,39.57709885
187,0,4.33073334,0,0,0,0,0,1,2,1,0,1,48,47,3.850147486,5.231108665,25.79535103,490.8335876,,24.71186256,1.083488464,0.465243906,2.014847279,12.17298603,9.154450417,52.71795654,39.64548492
188,0,4.343805422,0,0,0,0,0,1,2,1,0,1,49,48,3.871201038,5.236442089,25.90454102,411.8540039,,24.71186256,1.192678452,0.460300565,1.999456048,12.18048,9.21957016,52.90963364,40.04801941
189,0,4.356708827,0,0,0,0,0,1,2,1,0,1,50,49,3.891820192,5.241746902,25.34314346,468.5207214,,24.71186256,0.631280899,0.474157155,2.065764666,12.18799114,9.245652199,53.09952927,40.28061295
190,0,4.369447852,0,0,0,0,0,1,2,1,0,1,51,50,3.912023067,5.247024059,25.68564987,405.4656067,,24.71186256,0.973787308,0.488013744,2.132350683,12.19544506,9.270699501,53.28736115,40.5078392
191,0,4.382026635,0,0,0,0,0,0,2,1,0,1,52,51,3.931825638,5.25227356,25.47921944,454.0826111,,24.71186256,0.767356873,0.501870334,2.199209213,12.20284462,9.29477787,53.47319031,40.72996521
192,0,4.394449155,0,0,0,0,0,0,2,0,4.394449234,1,1,52,3.951243639,5.257495403,25.79114914,,,24.71186256,1.079286575,0.515726924,2.266335726,12.21018982,9.317950249,53.65705872,40.947258
135,0,1.945910149,0,1,0,0,0,0,2,0,1.945910096,0,5,4,1.386294365,4.905274868,20.23805618,269.9896851,,20.54533577,-0.307279587,0.169975743,0.330757529,8.117648125,8.041443825,15.7962141,15.64792728
136,0,2.079441542,0,1,0,0,0,0,2,0,2.079441547,0,6,5,1.609437943,4.912654877,21.23634529,268.4335327,,20.54533577,0.691009521,0.175612479,0.365175873,8.139811516,8.039572716,16.9262619,16.71782112
137,0,2.197224577,0,1,0,0,0,0,2,0,2.197224617,0,7,6,1.791759491,4.919981003,20.93413734,244.9576416,,20.54533577,0.388801575,0.181450948,0.398688495,8.162067413,8.077503204,17.93389511,17.74808884
138,0,2.302585093,0,1,0,0,0,0,2,1,0,0,1,7,1.945910096,4.927253723,21.35044098,250.4580841,,20.54533577,0.805105209,0.18749851,0.431731284,8.184453011,8.124807358,18.84539986,18.70806122
139,0,2.397895273,0,1,0,0,0,0,2,0,2.397895336,1,1,1,0,4.934473991,20.81681061,294.559082,,20.54533577,0.271474838,0.193762869,0.464623064,8.207015991,8.153618813,19.67956543,19.55152321
140,0,2.48490665,0,1,0,0,0,0,2,1,0,0,1,1,0,4.941642284,21.29988289,278.1057739,,20.54533577,0.754547119,0.200251982,0.49760747,8.229790688,8.191551208,20.45026207,20.35523987
141,0,2.564949357,0,1,0,0,0,0,2,0,2.564949274,1,1,1,0,4.948760033,21.12234879,271.6027832,,20.54533577,0.577013016,0.206974074,0.530878007,8.252747536,8.239029884,21.1678791,21.13269424
