conflict,gdpgrowth,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,iso3,year
0,-0.0468688119543292,12.8669124340535,42.4859534272069,37.1696230734003,39.3795676434119,8.85655210956502,2.02848392482847,3.2744927943265,1.5924307099781,4.6447782670695,3.76998613537547,12.3001136321979,22.6286917932811,-27.75,-26.625,-22.0625,-13.5625,-8,-4.375,-2.3125,-2.1875,-6.6875,-11.8125,-18.5625,-23.4375,17,22,29,35,41.0625,44,43.8125,42,36.6875,33,26,21,AFG,1971
0,-0.017252310700224,64.2380570138902,47.7311723939595,73.2849528623526,52.8203824908136,40.467225628893,5.81867793405598,4.13745842332851,1.4470011035348,2.65130820309376,6.27709534811868,18.3780903428198,56.2669179366592,-24.5625,-30.5625,-23.0625,-15.4375,-9.5,-5.375,-3.5625,-2.6875,-6.5625,-12.625,-19,-25.625,16,16,26,33,38.5625,43,42,39,37.0625,33,26.3125,17.4375,AFG,1972
0,0.117489891675164,30.7724002258741,50.533461753545,71.9281735830984,50.5354434968098,19.4083342489409,1.03040742559809,6.16268569406312,1.58025221402226,3.58889412709291,3.1959672934861,4.54248891698812,23.9166019815563,-26.875,-26.5625,-23.4375,-13.9375,-8.375,-3.375,-1.5625,-1.5625,-5.75,-12.5,-18.9375,-26.375,15,23.4375,29,36,40.9375,45,44.375,42,38,33.9375,26,19.4375,AFG,1973
0,0.0543899689943773,57.630742803857,68.1270233775983,34.0220759590555,46.814129649139,18.7660587695776,3.16030764503285,3.46839523717943,2.68001385520888,3.04383591249123,2.46091186264137,5.77484478934641,44.7887666408344,-26.375,-29.75,-22.125,-12.9375,-8.9375,-5.5,-1.9375,-2.5,-6.0625,-12.5,-19.5,-28.375,16,16.5625,29,35,39,42,43.8125,41.4375,38.5625,31,26.125,18,AFG,1974
0,0.0489778990728922,44.4418597625259,45.87236972701,51.5708314624964,64.3499999486158,28.2550803779763,2.57785476640965,4.06457594226046,3.90404377661629,1.68209257416113,6.80322893608172,19.5841740552708,34.1437222939637,-28.875,-28.0625,-23.5625,-13.9375,-9.4375,-5.4375,-3.25,-1.5,-5.8125,-11.8125,-20.6875,-27.1875,16.625,21,27,32.75,39.5,42.125,45,41.4375,38,32.9375,24.25,19,AFG,1975
0,0.0445557333529084,34.1742766050436,87.9049529225758,73.3268015127753,69.8719235100926,19.5242572292124,2.64787971561944,3.96308757099767,3.590667949607,1.54386640854857,12.750731707888,6.30104489654237,20.5252632985887,-25.375,-27.3125,-23.875,-14.6875,-8.3125,-5.4375,-1.4375,-2.125,-6.1875,-11.4375,-20.9375,-26.5,19.625,19,24.1875,32,39.6875,42.25,44.375,42,39,34,23.75,19.4375,AFG,1976
0,-0.0779198407170803,78.9525804299737,16.335465625543,18.3592821432059,58.5501136190876,19.9909479230576,3.58076773947002,5.34080930945614,2.36981430558897,1.67115299661051,15.3728519745122,27.5841269463499,34.7329656481479,-27.625,-28.6875,-21.25,-13.1875,-8.625,-4.1875,-1.5625,-1.5625,-5.9375,-9.9375,-16.5625,-24.5625,14.8125,24,33.125,35,40,45,45.125,42,37.625,34.75,26.25,21.9375,AFG,1977
1,0.066427685487675,44.044553793719,41.4130459838326,57.5355184539194,34.6341213390198,28.1544429563234,1.83099500972926,6.71431819001448,1.94966186593119,1.20304323602674,3.49337582941066,36.9634063137609,24.1641962463206,-27.3125,-29.6875,-23.5625,-13.5625,-7.25,-3.5,-1.875,-1.375,-6.1875,-10.8125,-19.6875,-24.4375,19,22,27.9375,37,41,44,44,42,39,33.875,23.5,23,AFG,1978
1,-0.0179085138006999,46.1098447405314,59.7799750710803,58.3044622952024,48.3972006498578,37.662522221801,2.56897450046998,2.44617793422333,6.58247504386464,1.6173309330368,5.38187362181638,11.0639246086059,41.031568720494,-25.5625,-26.5625,-23.5625,-12.9375,-10.625,-5.0625,-1.5,-1,-6.4375,-10.9375,-19.5625,-24.25,18,22,25,36,36.375,43,44.4375,40,38,34.4375,24.9375,19.5625,AFG,1979
1,-0.00408730309432316,52.3997145415938,72.1913608336396,82.6653825007098,31.0774556485089,14.9436058807399,3.41870011137984,4.85243901827779,5.57752771209223,1.39902993477798,13.5627300427917,15.1055515565788,20.5234174254728,-24.75,-26.75,-23.0625,-13.1875,-8.125,-4.375,-1.875,-1.5625,-6.5,-11.5,-18.375,-24.9375,18,21.25,27.625,37,40.5625,43.3125,44.375,42.5,38.625,34,26,21,AFG,1980
1,0.0904324231717125,48.5107289470749,69.6555210802878,61.9308593162148,56.9498946779848,23.6397256038934,2.50759977687258,8.57227549492949,2.5217904621888,1.47051829352578,17.10769124602,9.72663526101546,28.2701469253807,-24.25,-25.75,-22,-13.9375,-7.5625,-5.375,-1.5625,-2,-7,-12.5625,-19.625,-26.125,19,23,28.875,36.125,40,42,44,41.5,38,32,27,22.75,AFG,1981
1,0.0644328732205708,46.6688774465193,80.5801024845064,86.4914494744954,19.8427023371677,21.4051108632542,3.58255266202097,2.83707871238996,2.72117792865026,1.66480598510832,19.5477549790807,53.1692101314168,45.6559339489482,-25.75,-27.75,-23.4375,-14.125,-8.875,-5.1875,-2.4375,-1.125,-6.875,-11.75,-19.75,-26.625,17.75,18.5,25,34,39,43.3125,44,42,38,33.6875,24,17.0625,AFG,1982
1,0.00435829929795165,33.4377965478834,40.8190049942211,63.5173891524254,68.0679296195375,27.9405099930097,5.15261640761692,6.61168236435781,4.15895232145578,1.97136086486032,2.85264689582679,5.76943735296605,28.3754185182821,-26.125,-27.8125,-24.5625,-15.0625,-8.9375,-5.75,-2.9375,0,-5.6875,-12.125,-19.375,-25.25,18.125,21.6875,25.5625,31.75,41,45,45.5,44,41,33.875,27.875,19,AFG,1983
1,-0.049726962734937,20.1399140767142,40.365465622202,57.1970122187206,41.0834728261584,15.6305848276668,2.11063747329229,5.00922949545069,3.10065964767152,1.69828990930134,10.5416158498655,17.3749390109944,42.422023269924,-25.625,-29.5,-22.25,-14.6875,-7.9375,-3.625,-1.625,-0.375,-7,-12.9375,-18.9375,-27.9375,17.625,17.875,29.5,36,39.75,43,44,44,38,31,26,17,AFG,1984
1,-0.0599221830582758,45.6034506867572,20.2010892330939,31.588766615248,43.2851662820829,19.657120260061,2.07176275235289,3.05401607884173,2.78953713918076,0.711269399693066,6.17322062775988,5.74517460672924,50.2185171964692,-26.8125,-26.4375,-22.25,-13.8125,-8.5625,-4.625,-1.5,-0.8125,-6.4375,-12.125,-20.375,-24.8125,18,24,28,34,38.9375,43.3125,45,40,38,32,25.25,19,AFG,1985
1,0.0482156792771039,15.7095925506626,49.8961807014144,66.0035171369227,35.6511585136211,23.3413719369805,4.59339523355574,6.30699833243788,5.6841546590537,2.3550277161542,5.47674889992716,27.3837721714159,49.9983093235287,-26.75,-26.6875,-24.375,-15.1875,-9.125,-5.0625,-1.5625,-1.625,-6.5625,-11.75,-18.9375,-25.8125,18,19,24,34,39.5,43,43.125,40,37,34.0625,24.125,16.8125,AFG,1986
1,-0.190538102114263,9.89743348066664,41.2506429735679,85.3772865604138,55.5581042164445,21.3474279351879,8.20939578414459,5.33111695818388,2.88151330546437,1.45236418981212,35.6322505487175,7.8757899113082,15.5848059891597,-25.625,-25.9375,-21.4375,-15.3125,-10.125,-6.25,-2.875,-1.125,-5.875,-12.375,-19.5,-24.625,20,23,28,34.625,39,42,43,42.5625,39.4375,31,26.8125,22,AFG,1987
1,-0.102349401924207,48.1035088917633,50.2372727085376,88.3756069635869,33.6732483375363,11.4811807050805,2.98499169265459,4.01167406314393,5.18669623296435,1.33522449685901,3.99651884764367,4.5311779348126,46.3336917876669,-24.625,-26.4375,-22.875,-13.9375,-8.625,-4.75,-1.5,-1.6875,-5.875,-12,-18.5625,-24.125,18,21.8125,27.5,35,41.75,44,45,42,39,33,26.6875,21.625,AFG,1988
1,-0.00665299011787327,32.5596258188298,44.9395731414237,56.5255016536248,26.0920704063449,28.5168542384044,4.88883869166583,11.8898309476789,6.44987527920045,4.17687084004118,4.43388580444647,20.5711363480255,44.1017544276963,-26.75,-28.0625,-22.5625,-16.5625,-10,-5.875,-2.4375,-2.5625,-7.4375,-11.8125,-20.4375,-23.9375,16,18,26.6875,33,38,43.3125,43,41,38.4375,34,26.0625,20,AFG,1989
1,-0.013392706315822,67.1372283914401,67.6515798323435,36.2593652756938,53.3233730874411,10.911338683454,4.96029657110935,2.11549612309313,6.78398282444993,1.57837583311646,8.19492516056397,9.72623059924056,56.9463608879208,-23.5625,-25.5625,-23.75,-14.9375,-7.125,-4.0625,-2.25,-0.9375,-5.6875,-12.75,-19.375,-25.375,18.3125,20,27.5625,34.1875,40.875,43.0625,44,43,39,33,26.5625,20,AFG,1990
1,0.0688256892927387,48.5854933812719,62.568871907913,88.2474528763088,55.1437942678807,53.7836142181822,3.58805709572926,3.7076995503909,1.92080377386573,5.8566574301678,5.92388581050737,14.5701746183066,38.8549112768237,-26.75,-27.0625,-23.1875,-15.6875,-10,-5.375,-2.25,-2.375,-6.5625,-12.875,-20.5625,-23.75,17.9375,19.5,25.75,33.5,38.6875,43,45,42.3125,38,32.3125,25.5625,19.9375,AFG,1991
1,0.00654312938963601,62.0915022344653,51.1096701923337,49.8491490924438,79.3194540489011,29.7113054442564,6.13672948851355,5.22161308601333,3.80142461065277,2.78136640971159,10.790512747828,12.0222061984555,47.749972332449,-25.6875,-27,-23.3125,-15.125,-10.1875,-5.4375,-2.5,-2.125,-7,-12.4375,-19.875,-24.5625,17,21,25,32,38,43.5625,44,40.25,37,32.5,26.6875,20,AFG,1992
1,-0.0569313846616723,36.1060338060502,47.2071867883602,60.6833397674984,43.2168153755416,36.0800193666619,5.84769955450574,5.00663248120318,1.7896258326301,1.8680072024349,8.20612804779985,22.2391214461126,22.7928686343381,-27.25,-24.5625,-23.6875,-14.5625,-8.1875,-5.375,-3.25,-1.8125,-7.125,-12.8125,-18.625,-24.375,16.4375,22.625,26,34,40,43,44,41,39,32,26.5625,22,AFG,1993
1,-0.0291419853249784,42.9165604606172,46.1546729045538,57.9027522080753,41.8542627329308,23.7258758306239,4.06935421501528,7.01396063412075,2.45276884290074,3.70493902894947,18.2108869290933,13.1676718476078,39.352649684703,-25.3125,-27.5625,-22.625,-16,-9,-4.5,-2.4375,-1.5625,-7.375,-12.9375,-19.375,-24.375,18.625,21.125,28.1875,33,39.375,44,44,43,36.1875,31.875,27.4375,19,AFG,1994
1,0.287240439169857,18.314592574811,61.5855183068506,48.8688885502699,73.6048391904641,16.2488137436812,5.40400776193372,6.7344401310675,2.77895233572488,2.07187915950386,11.7668043261885,9.22495842883962,30.9624473599267,-26.6875,-26.8125,-23.4375,-15.9375,-9.125,-4.4375,-2.4375,-2.125,-6.8125,-11.5625,-19.9375,-26.5625,19,21,25.5,33,38.5625,43.0625,44.125,43,39,33.9375,26.4375,18,AFG,1995
1,0.0755595475218729,36.633447870817,55.4650277122954,74.7684700325165,52.3211861828214,25.3183231818438,5.78602826949829,3.18200110259513,3.06895788080016,1.56972838256616,13.0532898957343,12.425371402806,11.4296036473928,-27.125,-26.5,-22,-14.0625,-10.125,-5.5625,-2.5625,-2.4375,-6,-12.9375,-19.9375,-26.625,16.375,22,26,34,38,43,43,41.8125,39.375,33,24,21,AFG,1996
1,0.0625693083449201,28.7394761458733,23.34351995927,60.5277550128506,75.3693099533639,33.1038941470324,6.22194012918421,4.51588691465243,2.59759977385402,1.63414910864704,15.014839255149,16.2406180725394,36.3351441343185,-26.3125,-27.8125,-23,-15.3125,-10.75,-6.125,-1.875,-2.5625,-6.25,-13.625,-20.5,-26.5625,18,22.6875,26,32,37.5,43,46,43,39,33,24,18.125,AFG,1997
1,0.0544979612822423,54.1729296191569,78.1794595367364,49.9808564613241,73.3827577351995,39.8539107685079,6.68725333413122,5.04652439253591,2.61602272579484,2.19680155074418,6.78222561078167,7.67564024362226,11.1232427967097,-26.0625,-26.4375,-23.875,-13.1875,-8.375,-5.375,-2,-0.875,-5.8125,-10.5625,-19.9375,-24.875,18,20,27.4375,35.75,40,42.0625,45,42.5,39.5,34.3125,27.1875,25,AFG,1998
1,0.0534075342562428,40.2615105309666,58.7319234382816,61.2527467067913,39.9384035765464,14.4746868136188,3.05287693602853,9.61841741448099,2.21167128706586,2.99392461268904,5.4612250592254,36.7276690877462,10.245839793164,-25.3125,-25.625,-22.125,-13.1875,-8.125,-5.0625,-1.4375,-0.75,-4.75,-10.4375,-18.4375,-24.9375,18,22,27,36,40.0625,44.9375,45,43,39.4375,34,26.75,21.6875,AFG,1999
1,0.0193719431336839,37.7415548840542,40.1528658216914,33.757599774644,17.1699750481582,7.98425443894054,3.46004433747373,6.49845897274179,2.78785199139705,4.37218126598787,19.8478298431886,19.3131568649391,25.1760532250161,-24.5625,-27.8125,-23.5625,-12.3125,-5.6875,-5.0625,-2.3125,-1.125,-6,-10.8125,-18.8125,-23.75,18.6875,22,28,38,43,43.0625,44,42,39,33.875,24.75,20.5,AFG,2000
1,-0.0728115172505628,23.6355210330164,32.9451358049778,38.6659867085797,29.5944290594093,11.1505459923702,5.79844235446626,6.32833702500307,2.6636280465136,1.88497227945111,7.45924888861153,17.6612999016324,30.4577245235972,-26.3125,-25.875,-22.375,-13.5,-6.125,-4.1875,-2.1875,-1.25,-5.5625,-11.1875,-18.4375,-24.75,18,22,29,37.9375,43,44,45,42.4375,39,35,26.5,23,AFG,2001
0,0.397208219734701,30.7228547789834,56.7739606105568,42.2804267932465,54.6759534668764,17.7176136406985,6.53106707583642,2.80590909731362,2.84948170533994,2.05210919880748,5.95380265666482,22.7853935637654,43.2653409038573,-25.75,-26.75,-20.875,-13.875,-8,-4.5,-1.9375,-0.6875,-6.5625,-10.1875,-18.375,-24.9375,19,22.0625,29.875,35.4375,41.9375,44,44,43.25,39.1875,35.0625,25,19.4375,AFG,2002
1,0.0844416323089563,29.253004449117,72.2402244544611,57.0388498382399,54.2709506367633,23.1399944467449,3.5212361438427,6.85712861482822,4.27192072734865,3.14322338798424,7.11144402179115,26.2931817947893,25.6179212551688,-24.375,-25.5625,-22.75,-14.3125,-10.1875,-4.5,-1.4375,-1.25,-4.8125,-11.1875,-18.5,-24.4375,19,23.5625,28.3125,36,38,44,45,42.9375,38.6875,34.5,24.75,20,AFG,2003
1,0.0105555580601368,56.2836585030059,36.7164911445652,26.7195094551586,45.4973558998954,15.5392101241585,3.825498887168,3.52677938176563,3.28791574629936,2.19548503055739,10.3479434589589,20.0865105495749,61.6212916321342,-23.75,-24.5625,-19.5625,-13.3125,-8,-4.875,-1.875,-1.125,-5.1875,-11.375,-17.375,-23.625,19.1875,25,31.75,36,41,45,44,43.4375,39,32.9375,27.4375,19.5625,AFG,2004
1,0.111752702171385,48.6987028331291,86.691222270788,60.556499487122,37.9541519185656,46.0022117755366,2.95323725050179,4.95247228928654,2.21458979864871,2.20110310221921,7.64920454629245,17.0123808221119,14.5389717301614,-24.6875,-27.0625,-20.5625,-14.1875,-10,-3.8125,-1.9375,-1.125,-4.25,-10.4375,-18.875,-25.875,17,19,28,35,38,43.0625,45,42.1875,40.125,34.6875,25.75,22,AFG,2005
1,0.0555413764253303,48.8611474798418,43.0661835383946,44.5937943662614,43.7197338612275,11.6927300353933,3.10800720207443,5.87231984623685,4.82677107647458,2.04917960278938,11.1250859180998,37.1483896994538,61.5887500604346,-26.3125,-22.5625,-21.4375,-14.5625,-5.75,-5.0625,-1.6875,-0.875,-5.4375,-9.4375,-17.625,-25.75,17.75,25,29.9375,34.875,43,44,46,42.4375,39,38,26,18,AFG,2006
1,0.137402049675717,23.8659285081728,74.9534174132506,78.6848032319097,31.7973142907783,18.0007538850582,5.91863083415675,6.40596453849466,2.45473669513961,2.36393846537084,4.14137195445217,10.7817738375088,35.0301136249978,-25.375,-25.0625,-21.5625,-11,-7.5625,-3.9375,-2.125,-1,-5.125,-11.9375,-18.9375,-24.8125,18,22.8125,27,37.625,40,44,45,42.8125,38.0625,32,28.9375,20,AFG,2007
1,0.0361136840986602,59.5203020785177,35.3450165935208,18.3448420112783,52.1740410236456,14.6085337932517,3.75480875154656,9.19778546111415,6.71827881210164,2.39098669328209,8.79587029085191,10.9040936717173,37.2613525454062,-27.5625,-28.8125,-19.125,-13.8125,-6.5,-2.875,-1.4375,-1.125,-5.4375,-10.125,-18.9375,-23.75,14.4375,21.1875,32.6875,36.9375,42.1875,45,46,42,40,36,25,20,AFG,2008
1,0.210206487192376,51.2401829355836,69.1466906559177,47.3918514192501,84.3838996388167,26.3112721725737,7.25231707668688,3.19185975399488,2.01414079970852,1.60135532195314,6.51163526247452,18.4575166340149,42.1494817010579,-24.5625,-24.75,-21.25,-14.25,-8.5625,-5.6875,-2.375,-0.25,-5,-10.5625,-19.5,-24.75,17.9375,24.5,30.6875,33,41.875,42,46,44.0625,41,33.875,26,20,AFG,2009
1,0.201852323026813,29.1824279206819,64.7293764245484,40.5403631012614,36.8738608829727,32.0934866966535,6.41728658184178,12.8892156130492,6.54238083599974,2.94160199967232,6.50089800767518,10.0229822691819,12.7315410108894,-22.75,-25.75,-20.1875,-12.625,-8.5,-6.1875,-2.5625,-0.75,-6.25,-9.4375,-18.625,-26.375,21,23.8125,32.8125,37.75,41.1875,44,46,42,38.625,36,26.125,21,AFG,2010
1,0.0558906464000857,24.9186114163198,90.4658148052951,45.215288229475,39.9143764302366,21.2751718288515,3.6467987744084,4.29340631543368,3.98830099948197,2.79631929307218,16.6337333759025,23.2711031027485,14.6055349187153,-26.5625,-25.1875,-21.5625,-13.6875,-6.3125,-3.375,-1.875,-0.75,-5,-9.9375,-18.5,-26,19,22,28.5,36,42.1875,45,45,43.875,39,34,26.875,19.8125,AFG,2011
1,0.0529322298579286,40.0429184708521,61.3416325070113,51.1045731279115,62.8096646143962,32.7929739163614,2.40279378861751,4.16755266251195,3.44432926861582,3.52341186925273,10.8064301460519,22.6140715186189,50.9361252580672,-27.875,-27.5625,-22.8125,-13.125,-8.25,-4.625,-1.25,-0.6875,-5,-12.375,-19.625,-25.8125,18.3125,19,28.125,34.5,40.9375,42.3125,45.75,43,39,33.875,25.5625,20,AFG,2012
1,0.0502712599699513,28.7939744948812,89.3667074080846,54.4932705234265,60.1984810970839,19.8265825830384,5.69023559195405,5.54286862447891,4.93393845796387,2.20251939671234,20.573359196572,24.4287499990273,20.4062056435978,-26.5625,-25.8125,-21,-13.5625,-8.125,-3.8125,-1.4375,-0.125,-4.4375,-10.4375,-19.375,-24.375,19.4375,23,30,33.3125,40.9375,44.8125,46,41.4375,40.4375,36,24.875,21.625,AFG,2013
1,-0.107334634259223,181.94211522495,172.972784591246,198.251003519285,150.213684640005,22.0494740640378,1.37019910273541,0.424834785092136,4.46587303785234,16.2823461375879,53.609709637861,122.104454549638,187.165740688834,12.625,12.0625,12.875,12.0625,7,4,3,5,10.125,12.3125,12.9375,12.875,32,32.0625,32.461540222168,32.9375,32.1875,32.75,33,33.5,34,35.8125,34,33,AGO,1976
1,0.0100461019197701,159.689401016143,141.902840554778,221.684262158726,136.749887306077,16.0059838858596,1.05052514255479,0.807706642063096,5.41987665296121,30.2732230668795,76.7237998183669,146.745194656629,177.12419565122,12.8125,12.0625,13.125,12.5,8,4,4.9375,6.8125,11,12.8125,12.9375,12.875,32.1875,32.0769233703613,33,33,33,32.6875,33.5625,34,35,37.25,34,33,AGO,1977
1,0.0529618338816117,120.034644697056,141.999368032588,171.484579495954,122.137808037905,10.0957044114889,0.828595809677493,0.390848589597157,9.36717290307085,31.1342787105246,80.519942862923,201.140478464364,155.102370229,12.6875,12.0625,12.25,11.0625,7,4.375,3.5625,7.3125,10.6875,12.3125,12.9375,12.875,32,32.9230766296387,32.8461532592773,32,32,32.875,33.4375,34,35,35.125,34,33,AGO,1978
1,0.0275765805361305,186.010059081414,170.287181257114,202.334123344237,93.3227467559002,19.5288288402569,0.928364863307268,1.04486343678101,7.68087438045353,14.4523212716175,73.3158073088277,174.118495741904,184.177748831766,12.6875,12.0625,13.0625,12,8,4.0625,4,6.625,10,12.3125,12.9375,12.875,32,33,33.0769233703613,33,33,33,33.9375,34.5,35,35.8125,34,33,AGO,1979
1,0.0360401157083896,130.433280831758,172.010675156174,159.549500302352,102.168934158993,19.8896624434377,1.11010607322093,1.3473750208467,4.01345288985865,29.3912567696982,57.8746311236633,128.390106207267,141.131501360088,12.6875,12.0625,12.875,12.875,7.9375,4,4,6.9375,10.5,12.3125,12.9375,12.875,32,32.8461532592773,33,33,33,32.75,33.0625,34,34.5625,35.9375,34,33,AGO,1980
1,-0.0134736491430499,151.969526943185,141.672041934725,156.471168773634,61.2198985394328,7.08950975357934,0.811000997100627,0.303268099665618,7.6708010657782,18.1666705701,68.4816797018712,124.568455441083,151.531658124233,12.6875,12.0625,12.3125,12,7,4,3.125,7,9.125,12.0625,12.9375,12.875,32,33,32.9230766296387,32.9375,32.25,33,33.0625,34,34,35.8125,34.75,33.25,AGO,1981
1,-0.0445686455724688,117.47745867615,164.160840934921,174.687948648736,123.869266477056,9.3489473755159,0.924957430472081,0.417413881827412,2.93806844357835,22.0854347457592,82.9081307965392,141.821527428353,143.55832102666,12.6875,12.0625,12.25,11.4375,7,5,4.25,7,11,12.3125,12.875,12.875,32,32.25,33,32,32,32.9375,33.1875,33.625,34.9375,35,34,33,AGO,1982
1,-0.039607170776183,173.810990461533,149.956489050318,154.422930596595,90.0231931000964,11.5404565011732,1.69207949663842,0.513925539756567,2.2114257135324,18.2155600272907,70.7688974581911,136.922022043187,146.55284830088,12.6875,12.25,12.875,12.1875,8,5,5,5.9375,10,12.3125,12.9375,12.9375,32.466667175293,33,33.6923065185547,33,32.9375,32.8125,33.4375,33.9375,35,36,34.6875,34,AGO,1983
1,0.00770228480986546,147.319126233195,152.759755268189,189.50058562053,105.706201594937,22.3329163266109,0.711561609014581,0.474074021210745,2.70898754427772,22.987825938089,81.4490875715767,126.026093737787,119.861713092684,12.6875,12.0625,12.75,12.125,9,5,4,7,11,12.625,12.875,12.875,33,32.9375,33,32.9375,32.9375,34,34.1875,35,36,36,34,32.875,AGO,1984
1,0.164085489205082,130.4556866014,140.716772265096,203.893661720677,117.506213453849,23.6994668297326,1.15920715490221,0.633300032389665,3.07985550646085,23.1351074975752,79.3343407238483,117.479983116582,149.524675650153,12.6875,12.25,12.875,12.375,8,4.25,4.8125,6.625,11,12.3125,12.9375,12.875,32,32.25,33,33,32.9375,33,33.8125,34,35,35.9375,35,33,AGO,1985
1,0.0279999999999979,143.772568753888,186.15713183853,235.065314731864,125.585995354706,11.1847895032172,1.14144079248714,0.326406986441141,4.6689226694967,24.7404832036159,123.511610464963,155.962155243977,131.036087021608,12.6875,12.0625,12.875,12.0625,8.8125,4.75,4,7,10.25,12.25,12.9375,12.875,32,32.8461532592773,33,32.75,34,33,33.9375,33.9375,34.9375,34.9375,34,33,AGO,1986
