humanitarian_needs,displaced_persons,climate_affected_persons,conflict,temp,gdp,pop,urban,iso3,lat,lon,year
0,589099,172619.942946568,0,21,5.419990926698,6.87206700143155,31.4363013270052,ERI,15.35751373,38.85294445,2021
0,587301,346960.753766374,0,21,5.93223317986155,7.00829246951168,32.3947816196634,ERI,15.35751373,38.85294445,2022
0,128,306917.138463179,0,64,1349.82270787109,47.5724808895801,80.4645385817078,ESP,40.2272337,-3.65263702,2014
0,145,306917.138463179,0,64,1389.3127669834,47.8659254310805,81.2917233626397,ESP,40.2272337,-3.65263702,2015
0,154,306917.138463179,0,64,1425.35115872915,48.1246557826834,82.017860467139,ESP,40.2272337,-3.65263702,2016
0,236,306917.138463179,0,64,1458.27479610209,48.3543681722539,82.6497749998354,ESP,40.2272337,-3.65263702,2017
0,284,306917.138463179,0,64,1489.64859201231,48.5623072219092,83.2097051697916,ESP,40.2272337,-3.65263702,2018
0,327,306917.138463179,0,64,1521.03745936989,48.7557175537667,83.71988918607,ESP,40.2272337,-3.65263702,2019
0,346,306917.138463179,0,64,1554.00631108493,48.9418437899435,84.2025652577332,ESP,40.2272337,-3.65263702,2020
0,478,306917.138463179,0,64,1589.77373429061,49.1265833422283,84.6756353722121,ESP,40.2272337,-3.65263702,2021
0,514,3921726.75146318,0,64,1628.17301301248,49.3104447810959,85.1396566304109,ESP,40.2272337,-3.65263702,2022
0,371,5412.49,0,23,24.8406983088372,1.33734125080198,71.8882393047414,EST,58.67101415,25.53579321,2014
0,354,5412.49,0,23,26.4516252458715,1.33617281910007,72.5886868186815,EST,58.67101415,25.53579321,2015
0,345,5412.49,0,23,27.6680407376428,1.33498850196088,73.2253933157468,EST,58.67101415,25.53579321,2016
0,330,5412.49,0,23,28.528529377918,1.33378327520486,73.8019950159754,EST,58.67101415,25.53579321,2017
