humanitarian,humanitarian_needs,conflict,temp,nb_conflict,YMHEP,lpop,lGDPcap,ltsc0,nc,ncc1,ncc2,ltsnc,ncts0,lpop.1,lGDPcap_ltsc0,ltimeindep
1,831005682,0,54,2,0.167431682,11.01017189,5.77466774,0,1,1,0,3.555348158,0,11.01017189,0,3.891820192
1,827616628,0,54,2,0.171326846,11.0968914,5.757219315,0,1,0,0,3.583518982,0,11.0968914,0,3.912023067
1,719289671,0,54,1,0.184770748,11.12321281,5.809008121,0.693147181,1,0,0,3.610917807,0,11.12321281,4.026497601,3.931825638
1,718555610,1,54,1,0.19821465,11.14885902,5.855810642,1.098612289,1,0,0,3.637586117,0,11.14885902,6.433265532,3.951243639
1,892643970,2,54,2,0.211658537,11.17386341,5.898358345,0,1,1,0,3.663561583,0,11.17386341,0,3.970291853
1,832097250,0,54,0,0.22510244,11.19825745,5.937240124,0,0,0,0,3.68887949,0,11.19825745,0,3.988984108
1,17150256,0,54,2,0.139044225,8.047574997,8.049266815,0,1,1,0,3.218875885,0,8.047574997,0,3.68887949
1,34142464,0,54,2,0.125483111,8.072666168,8.061496735,0,1,0,0,3.258096457,0,8.072666168,0,3.713572025
1,33935923,1,54,1,0.113507971,8.09673214,8.082230568,0.693147181,1,0,0,3.295836926,0,8.09673214,5.602175331,3.737669706
1,29730606,0,54,0,0.10293854,8.120713234,8.066349983,0,0,0,0,3.33220458,0,8.120713234,0,3.76120019
0,0,0,54,1,0.093615137,8.145801544,8.075436592,0,1,0,0,0,0,8.145801544,0,3.784189701
1,21960437,0,54,0,0.085396305,8.172691345,8.123243332,0.693147181,0,0,0,0,0.693147182,8.172691345,5.630603213,3.80666256
1,30542581,0,54,1,0.086758986,8.201564789,8.154863358,1.098612289,1,0,0,0,0,8.201564789,8.959033097,3.828641415
1,28081486,0,54,1,0.08814352,8.231870651,8.1086092,1.386294361,1,0,0,0,0,8.231870651,11.24091921,3.850147486
0,0,0,54,1,0.089550287,8.262681961,8.132022858,1.609437912,1,0,0,0.693147182,0,8.262681961,13.08798589,3.871201038
0,0,0,54,1,0.090979621,8.292835236,8.173900604,1.791759469,1,0,0,1.098612309,0,8.292835236,14.64566381,3.891820192
1,58985837,0,54,1,0.092441045,8.304717064,8.244900703,1.945910149,1,0,0,1.386294365,0,8.304717064,16.04383596,3.912023067
0,0,0,54,1,0.099184662,8.327813148,8.309540749,2.079441542,1,0,0,1.609437943,0,8.327813148,17.27920422,3.931825638
0,0,0,54,1,0.105928272,8.350387573,8.367621422,2.197224577,1,0,0,1.791759491,0,8.350387573,18.38554344,3.951243639
0,0,0,54,2,0.112671889,8.372463226,8.42017746,2.302585093,1,0,0,1.945910096,0,8.372463226,19.3881751,3.970291853
1,14269108,0,54,0,0.119415499,8.394062042,8.468025208,2.397895273,0,0,0,2.079441547,2.397895336,8.394062042,20.30543762,3.988984108
0,0,2,64,0,0.500157952,10.59408092,8.794316292,0,0,0,0,2.890371799,0,10.59408092,0,5.135798454
0,0,2,64,0,0.50063616,10.61050415,8.794532776,0,0,0,0,0,0,10.61050415,0,5.141663551
0,0,2,64,0,0.504263461,10.62658882,8.803179741,0,0,0,0,0.693147182,0,10.62658882,0,5.147494316
1,79497508,1,64,0,0.511598587,10.64237404,8.825829506,0,0,0,0,1.098612309,0,10.64237404,0,5.153291702
0,0,2,64,0,0.523317873,10.65790939,8.862251282,0,0,0,0,1.386294365,0,10.65790939,0,5.159055233
0,0,2,64,0,0.540239811,10.67322636,8.892925262,0,0,0,0,1.609437943,0,10.67322636,0,5.164785862
0,0,1,64,0,0.551026285,10.68833351,8.942646027,0,0,0,0,1.791759491,0,10.68833351,0,5.170484066
0,0,1,64,1,0.56202966,10.70320797,8.99450016,0,1,1,0,1.945910096,0,10.70320797,0,5.176149845
0,0,1,64,1,0.573254347,10.71781254,9.014749527,0,1,1,0,0,0,10.71781254,0,5.181783676
0,0,1,64,1,0.584704757,10.73209572,9.01684761,0,1,1,0,0.693147182,0,10.73209572,0,5.187386036
0,0,1,64,1,0.596382201,10.74278545,9.045388222,0,1,1,0,1.098612309,0,10.74278545,0,5.192956924
0,0,1,64,0,0.613485456,10.754776,9.082465172,0,0,0,0,1.386294365,0,10.754776,0,5.198496819
0,0,1,64,0,0.630588651,10.76662445,9.117389679,0,0,0,0,0,0,10.76662445,0,5.204006672
0,0,1,64,0,0.647691905,10.77833462,9.150361061,0,0,0,0,0.693147182,0,10.77833462,0,5.209486008
0,0,0,64,0,0.664795101,10.78990841,9.181557655,0,0,0,0,1.098612309,0,10.78990841,0,5.21493578
0,0,0,39,0,0.049173214,6.269687176,7.01872015,0.693147181,0,0,0,3.218875885,0.693147182,6.269687176,4.865006083,3.218875885
0,0,0,39,0,0.050265174,6.295221806,7.025935173,1.098612289,0,0,0,3.258096457,1.098612309,6.295221806,7.71877872,3.258096457
0,0,0,39,0,0.051381391,6.320818424,7.040994644,1.386294361,0,0,0,3.295836926,1.386294365,6.320818424,9.760891172,3.295836926
0,0,0,39,0,0.052522406,6.346497536,7.039761066,1.609437912,0,0,0,3.33220458,1.609437943,6.346497536,11.33005835,3.33220458
0,0,0,39,0,0.053688772,6.372276783,7.011579514,1.791759469,0,0,0,3.367295742,1.791759491,6.372276783,12.56306399,3.367295742
0,0,0,39,0,0.054881047,6.398150444,7.027134418,1.945910149,0,0,0,3.401197433,1.945910096,6.398150444,13.67417218,3.401197433
0,0,0,39,0,0.055964995,6.424100399,7.013529301,2.079441542,0,0,0,3.433987141,2.079441547,6.424100399,14.58422418,3.433987141
0,0,0,39,0,0.057070367,6.450053215,6.992474556,2.197224577,0,0,0,3.465735912,2.197224617,6.450053215,15.36403695,3.465735912
0,0,0,39,0,0.058197588,6.4758811,6.976348877,2.302585093,0,0,0,3.496507645,2.302585125,6.4758811,16.06363693,3.496507645
0,0,0,39,0,0.059347086,6.50143528,6.968734741,2.397895273,0,0,0,3.526360512,2.397895336,6.50143528,16.71029609,3.526360512
0,0,0,39,0,0.060371518,6.59953022,6.891633987,2.48490665,0,0,0,3.555348158,2.484906673,6.59953022,17.12506712,3.555348158
0,0,0,39,0,0.066252768,6.619185448,6.898996353,2.564949357,0,0,0,3.583518982,2.564949274,6.619185448,17.69557626,3.583518982
0,0,0,39,0,0.072134018,6.638462067,6.90602684,2.63905733,0,0,0,3.610917807,2.639057398,6.638462067,18.22540075,3.610917807
0,0,0,39,0,0.078015275,6.657373905,6.912747383,2.708050201,0,0,0,3.637586117,2.708050251,6.657373905,18.72006694,3.637586117
0,0,0,39,0,0.083896525,6.675934792,6.919178486,2.772588722,0,0,0,3.663561583,2.77258873,6.675934792,19.18403624,3.663561583
0,0,0,39,0,0.093636364,6.092273235,7.678532124,3.218875825,0,0,0,3.218875885,3.218875885,6.092273235,24.71624142,3.218875885
0,0,0,39,0,0.100856654,6.111050606,7.719321251,3.258096538,0,0,0,3.258096457,3.258096457,6.111050606,25.15029384,3.258096457
0,0,0,39,0,0.108758561,6.129354954,7.752493858,3.295836866,0,0,0,3.295836926,3.295836926,6.129354954,25.55095506,3.295836926
0,0,0,39,0,0.117406122,6.14619875,7.7814188,3.33220451,0,0,0,3.33220458,3.33220458,6.14619875,25.92927882,3.33220458
0,0,0,39,0,0.126869366,6.16031456,7.809212208,3.36729583,0,0,0,3.367295742,3.367295742,6.16031456,26.2959277,3.367295742
0,0,0,39,0,0.137224898,6.17097187,7.861726284,3.401197382,0,0,0,3.401197433,3.401197433,6.17097187,26.73928285,3.401197433
0,0,0,39,0,0.135485306,6.177819729,7.951476574,3.433987204,0,0,0,3.433987141,3.433987141,6.177819729,27.30526881,3.433987141
1,309081675,0,39,0,0.133777335,6.181491852,8.030757904,3.465735903,0,0,0,3.465735912,3.465735912,6.181491852,27.83248599,3.465735912
0,0,0,39,0,0.132100523,6.183429241,8.088952065,3.496507561,0,0,0,3.496507645,3.496507645,6.183429241,28.28308206,3.496507645
0,0,0,39,0,0.130454421,6.185619831,8.123215675,3.526360525,0,0,0,3.526360512,3.526360512,6.185619831,28.64538709,3.526360512
0,0,0,39,0,0.128884181,6.206573963,8.153003693,3.555348061,0,0,0,3.555348158,3.555348158,6.206573963,28.98676587,3.555348158
0,0,0,39,0,0.140506849,6.212931633,8.192141533,3.583518938,0,0,0,3.583518982,3.583518982,6.212931633,29.35669433,3.583518982
0,0,0,39,0,0.152129531,6.219248772,8.229340553,3.610917913,0,0,0,3.610917807,3.610917807,6.219248772,29.71547321,3.610917807
0,0,0,39,0,0.163752198,6.225526333,8.264763832,3.63758616,0,0,0,3.637586117,3.637586117,6.225526333,30.06379053,3.637586117
0,0,0,39,0,0.17537488,6.231764793,8.298556328,3.663561646,0,0,0,3.663561583,3.663561583,6.231764793,30.40227268,3.663561583
0,0,0,64,0,0.313002765,8.27628994,9.001549721,3.931825633,0,0,0,2.197224617,3.931825638,8.27628994,35.39252393,5.075173855
0,0,0,64,0,0.319443494,8.297415733,8.991129875,3.951243719,0,0,0,2.302585125,3.951243639,8.297415733,35.52614544,5.081404209
0,0,0,64,0,0.326022834,8.317238808,8.999916077,3.970291914,0,0,0,2.397895336,3.970291853,8.317238808,35.73229402,5.087596416
0,0,0,64,0,0.332743853,8.335946083,9.043287277,3.988984047,0,0,0,2.484906673,3.988984108,8.335946083,36.07352868,5.09375
0,0,0,64,0,0.339609712,8.353812218,9.06713295,4.007333185,0,0,0,2.564949274,4.007333279,8.353812218,36.33502276,5.09986639
0,0,0,64,0,0.346623659,8.371040344,9.107100487,4.025351691,0,0,0,2.639057398,4.025351524,8.371040344,36.65928234,5.105945587
0,0,0,64,0,0.353456587,8.387652397,9.174643517,4.043051268,0,0,0,2.708050251,4.043051243,8.387652397,37.0935541,5.111987591
0,0,0,64,0,0.360427856,8.403627396,9.235030174,4.060443011,0,0,0,2.77258873,4.060442924,8.403627396,37.49831372,5.117993832
0,0,0,64,0,0.367540359,8.419075966,9.246531487,4.077537444,0,0,0,2.833213329,4.077537537,8.419075966,37.70307836,5.123963833
0,0,0,64,0,0.374797016,8.434121132,9.221335411,4.094344562,0,0,0,2.890371799,4.094344616,8.434121132,37.7553245,5.129898548
0,0,0,64,0,0.382202774,8.446532249,9.254595757,4.110873864,0,0,0,2.944438934,4.110873699,8.446532249,38.04447582,5.135798454
0,0,0,64,0,0.40346995,8.459888458,9.287799835,4.127134385,0,0,0,2.995732307,4.127134323,8.459888458,38.33199806,5.141663551
0,0,0,64,0,0.424737126,8.473070145,9.319108963,4.143134726,0,0,0,3.044522524,4.143134594,8.473070145,38.61032396,5.147494316
0,0,0,64,0,0.446004331,8.486079216,9.348692894,4.158883083,0,0,0,3.091042519,4.158883095,8.486079216,38.88012073,5.153291702
0,0,0,64,0,0.467271507,8.498921394,9.376704216,4.17438727,0,0,0,3.135494232,4.174387455,8.498921394,39.14199471,5.159055233
0,0,0,64,0,0.423037797,9.318155289,8.560547829,3.63758616,0,0,0,3.912023067,3.637586117,9.318155289,31.1397303,4.584967613
0,0,0,64,0,0.431050777,9.321475983,8.590496063,3.663561646,0,0,0,3.931825638,3.663561583,9.321475983,31.4718119,4.595119953
0,0,0,64,0,0.439902693,9.3247509,8.602163315,3.688879454,0,0,0,3.951243639,3.68887949,9.3247509,31.73234351,4.60517025
0,0,0,64,0,0.44976902,9.32776165,8.638737679,3.713572067,0,0,0,3.970291853,3.713572025,9.32776165,32.08057493,4.615120411
0,0,0,64,0,0.460864067,9.330198288,8.696128845,3.737669618,0,0,0,3.988984108,3.737669706,9.330198288,32.50325658,4.62497282
0,0,0,64,0,0.473449349,9.331856728,8.807896614,3.761200116,0,0,0,4.007333279,3.76120019,9.331856728,33.12826176,4.634728909
0,0,0,64,0,0.48055172,9.332654953,8.928860664,3.784189634,0,0,0,4.025351524,3.784189701,9.332654953,33.78850197,4.64439106
0,0,0,64,0,0.487762213,9.332706451,9.003774643,3.80666249,0,0,0,4.043051243,3.80666256,9.332706451,34.2743312,4.653960228
1,30014321,0,64,0,0.495082438,9.332235336,9.047419548,3.828641396,0,0,0,4.060442924,3.828641415,9.332235336,34.63932501,4.663439274
0,0,0,64,0,0.502514184,9.331568718,9.063518524,3.850147602,0,0,0,4.077537537,3.850147486,9.331568718,34.89588411,4.672828674
0,0,0,64,0,0.51004374,9.328832626,9.034433365,3.871201011,0,0,0,4.094344616,3.871201038,9.328832626,34.97410758,4.68213129
0,0,0,64,0,0.540440917,9.327356339,9.070886612,3.891820298,0,0,0,4.110873699,3.891820192,9.327356339,35.30226064,4.691348076
0,0,0,64,0,0.570838153,9.325878143,9.105345726,3.912023005,0,0,0,4.127134323,3.912023067,9.325878143,35.62032195,4.700480461
1,30591446,0,64,0,0.60123533,9.324397087,9.137988091,3.931825633,0,0,0,4.143134594,3.931825638,9.324397087,35.92897581,4.709530354
0,0,0,64,0,0.631632507,9.322915077,9.168970108,3.951243719,0,0,0,4.158883095,3.951243639,9.322915077,36.22883555,4.718498707
0,0,0,54,0,0.837676704,6.84937048,10.03152561,3.688879454,0,0,0,2.197224617,3.68887949,6.84937048,37.00508872,3.68887949
0,0,0,54,0,0.848562121,6.86847496,10.06021404,3.713572067,0,0,0,2.302585125,3.713572025,6.86847496,37.35932985,3.713572025
0,0,0,54,0,0.859617233,6.887426853,10.06845284,3.737669618,0,0,0,2.397895336,3.737669706,6.887426853,37.63255026,3.737669706
0,0,0,54,0,0.870845318,6.90589571,10.07028389,3.761200116,0,0,0,2.484906673,3.76120019,6.90589571,37.87635293,3.76120019
0,0,0,54,0,0.882249594,6.923451424,10.08838844,3.784189634,0,0,0,2.564949274,3.784189701,6.923451424,38.17637497,3.784189701
0,0,0,54,0,0.893833518,6.93982172,10.10267067,3.80666249,0,0,0,2.639057398,3.80666256,6.93982172,38.45745748,3.80666256
0,0,0,54,0,0.898060203,6.954938412,10.12381268,3.828641396,0,0,0,2.708050251,3.828641415,6.954938412,38.7604483,3.828641415
0,0,0,54,0,0.902383208,6.968939781,10.15916157,3.850147602,0,0,0,2.77258873,3.850147486,6.968939781,39.11427155,3.850147486
0,0,0,54,0,0.90680486,6.982017517,10.18325138,3.871201011,0,0,0,2.833213329,3.871201038,6.982017517,39.42141304,3.871201038
0,0,0,54,0,0.91132766,6.994440079,10.15773773,3.891820298,0,0,0,2.890371799,3.891820192,6.994440079,39.53208989,3.891820192
0,0,0,54,0,0.915986478,7.006375313,10.13452148,3.912023005,0,0,0,2.944438934,3.912023067,7.006375313,39.6464812,3.912023067
0,0,0,54,0,0.919585049,7.019152164,10.121562,3.931825633,0,0,0,2.995732307,3.931825638,7.019152164,39.79621693,3.931825638
0,0,0,54,0,0.92318362,7.031767845,10.10876465,3.951243719,0,0,0,3.044522524,3.951243639,7.031767845,39.94219282,3.951243639
0,0,0,54,0,0.92678225,7.044226646,10.0961237,3.970291914,0,0,0,3.091042519,3.970291853,7.044226646,40.08455827,3.970291853
0,0,0,54,0,0.930380821,7.056531906,10.08363628,3.988984047,0,0,0,3.135494232,3.988984108,7.056531906,40.22346427,3.988984108
0,0,0,21,0,0.90851748,9.235072136,9.760814667,1.945910149,0,0,0,1.945910096,1.945910096,9.235072136,18.99366832,1.945910096
0,0,0,21,0,0.909587085,9.2332201,9.794812202,2.079441542,0,0,0,2.079441547,2.079441547,9.2332201,20.36773939,2.079441547
0,0,0,21,0,0.910670817,9.231521606,9.819172859,2.197224577,0,0,0,2.197224617,2.197224617,9.231521606,21.57492794,2.197224617
0,0,0,21,0,0.911768794,9.230520248,9.85589695,2.302585093,0,0,0,2.302585125,2.302585125,9.230520248,22.69404139,2.302585125
0,0,0,21,0,0.912881255,9.230913162,9.901385307,2.397895273,0,0,0,2.397895336,2.397895336,9.230913162,23.74248502,2.397895336
0,0,0,21,0,0.914008379,9.233146667,9.964790344,2.48490665,0,0,0,2.484906673,2.484906673,9.233146667,24.76157379,2.484906673
0,0,0,21,0,0.915646672,9.237460136,10.02939034,2.564949357,0,0,0,2.564949274,2.564949274,9.237460136,25.7248783,2.564949274
0,0,0,21,0,0.917301774,9.243560791,10.07884598,2.63905733,0,0,0,2.639057398,2.639057398,9.243560791,26.59865235,2.639057398
0,0,0,21,0,0.918973982,9.25069809,10.10067654,2.708050201,0,0,0,2.708050251,2.708050251,9.25069809,27.35313913,2.708050251
0,0,0,21,0,0.920663416,9.257837296,10.04854774,2.772588722,0,0,0,2.77258873,2.77258873,9.257837296,27.86049015,2.77258873
0,0,0,21,0,0.922357559,9.258460045,10.07305241,2.833213344,0,0,0,2.833213329,2.833213329,9.258460045,28.53910649,2.833213329
0,0,0,21,0,0.927525401,9.263846397,10.09731293,2.890371758,0,0,0,2.890371799,2.890371799,9.263846397,29.18498812,2.890371799
0,0,0,21,0,0.932693183,9.269205093,10.12074852,2.944438979,0,0,0,2.944438934,2.944438934,9.269205093,29.79992644,2.944438934
0,0,0,21,0,0.937861025,9.274534225,10.14340591,2.995732274,0,0,0,2.995732307,2.995732307,9.274534225,30.38692846,2.995732307
0,0,0,21,0,0.943028808,9.279835701,10.16533089,3.044522438,0,0,0,3.044522524,3.044522524,9.279835701,30.94857797,3.044522524
0,0,0,64,0,0.872184098,11.33275127,10.31882477,3.931825633,0,0,0,3.610917807,3.931825638,11.33275127,40.57181972,3.931825638
0,0,0,64,0,0.870148778,11.333601,10.33217239,3.951243719,0,0,0,3.637586117,3.951243639,11.333601,40.82493127,3.951243639
0,0,0,64,0,0.868255556,11.33481693,10.33059311,3.970291914,0,0,0,3.663561583,3.970291853,11.33481693,41.01547028,3.970291853
0,0,0,64,0,0.866508186,11.33605099,10.32627773,3.988984047,0,0,0,3.68887949,3.988984108,11.33605099,41.19135714,3.988984108
0,0,0,64,0,0.864910185,11.33677101,10.3380394,4.007333185,0,0,0,3.713572025,4.007333279,11.33677101,41.42796835,4.007333279
0,0,0,64,0,0.863465548,11.33661747,10.34543037,4.025351691,0,0,0,3.737669706,4.025351524,11.33661747,41.64399565,4.025351524
0,0,0,64,0,0.832980812,11.33547592,10.38288975,4.043051268,0,0,0,3.76120019,4.043051243,11.33547592,41.97855556,4.043051243
0,0,0,64,0,0.803603768,11.33354473,10.41639519,4.060443011,0,0,0,3.784189701,4.060442924,11.33354473,42.29517903,4.060442924
0,0,0,64,0,0.775293589,11.33115864,10.42906952,4.077537444,0,0,0,3.80666256,4.077537537,11.33115864,42.52492147,4.077537537
0,0,0,64,0,0.748010814,11.32879543,10.37897301,4.094344562,0,0,0,3.828641415,4.094344616,11.32879543,42.49509169,4.094344616
0,0,0,64,0,0.721716762,11.31815624,10.40843201,4.110873864,0,0,0,3.850147486,4.110873699,11.31815624,42.7877511,4.110873699
0,0,0,64,0,0.729329228,11.31809711,10.42760563,4.127134385,0,0,0,3.871201038,4.127134323,11.31809711,43.03612975,4.127134323
0,0,0,64,0,0.736941755,11.31803799,10.44642067,4.143134726,0,0,0,3.891820192,4.143134594,11.31803799,43.28092824,4.143134594
0,0,0,64,0,0.744554281,11.31797791,10.46489048,4.158883083,0,0,0,3.912023067,4.158883095,11.31797791,43.52225599,4.158883095
0,0,0,64,0,0.752166808,11.31791878,10.48302746,4.17438727,0,0,0,3.931825638,4.174387455,11.31791878,43.76021637,4.174387455
0,0,0,37,1,0.109598368,6.583252907,7.482744217,0,1,1,0,3.135494232,0,6.583252907,0,3.135494232
1,11218318,0,37,1,0.113535218,6.598144054,7.488123894,0,1,0,0,3.178053856,0,6.598144054,0,3.178053856
0,0,0,37,1,0.117547244,6.612624168,7.499492168,0.693147181,1,0,0,3.218875885,0,6.612624168,5.198251852,3.218875885
0,0,0,37,1,0.121633604,6.626830101,7.516784191,1.098612289,1,0,0,3.258096457,0,6.626830101,8.258031484,3.258096457
0,0,0,37,1,0.125793383,6.640889645,7.540275574,1.386294361,1,0,0,3.295836926,0,6.640889645,10.45304151,3.295836926
1,7494198,0,37,1,0.130025625,6.654906273,7.557463646,1.609437912,1,0,0,3.33220458,0,6.654906273,12.16326851,3.33220458
1,117671025,0,37,1,0.134329274,6.668919086,7.590332508,1.791759469,1,0,0,3.367295742,0,6.668919086,13.60005015,3.367295742
0,0,0,37,2,0.138703272,6.682972908,7.626021385,1.945910149,1,0,0,3.401197433,0,6.682972908,14.83955241,3.401197433
1,31690382,0,37,2,0.14314644,6.69715786,7.646341801,2.079441542,1,0,0,3.433987141,0,6.69715786,15.90012078,3.433987141
0,0,0,37,2,0.147657618,6.711575985,7.717409611,2.197224577,1,0,0,3.465735912,0,6.711575985,16.95688207,3.465735912
0,0,0,37,2,0.152235553,6.789777756,7.659130096,2.302585093,1,0,0,3.496507645,0,6.789777756,17.63579879,3.496507645
1,39199338,0,37,2,0.160622999,6.806005955,7.692601204,2.397895273,1,0,0,3.526360512,0,6.806005955,18.44605206,3.526360512
1,79071305,0,37,2,0.16901046,6.821975231,7.723978043,2.48490665,1,0,0,3.555348158,0,6.821975231,19.1933644,3.555348158
1,71670661,0,37,1,0.177397907,6.837693691,7.753465176,2.564949357,1,0,0,3.583518982,0,6.837693691,19.88724552,3.583518982
1,74085087,0,37,0,0.185785368,6.853168488,7.781240463,2.63905733,0,0,0,3.610917807,2.639057398,6.853168488,20.53513968,3.610917807
0,0,0,64,0,0.62772572,8.582659721,10.36257362,5.703782475,0,0,0,3.931825638,5.703782558,8.582659721,59.10586583,5.703782558
0,0,0,64,0,0.62458539,8.585726738,10.36601448,5.707110265,0,0,0,3.951243639,5.707110405,8.585726738,59.15998765,5.707110405
0,0,0,64,0,0.624437809,8.588396072,10.36746693,5.710427017,0,0,0,3.970291853,5.710426807,8.588396072,59.20266324,5.710426807
0,0,0,64,0,0.628146231,8.590973854,10.36857796,5.713732806,0,0,0,3.988984108,5.713732719,8.590973854,59.24328402,5.713732719
0,0,0,64,0,0.636847079,8.593887329,10.38869858,5.717027701,0,0,0,4.007333279,5.717027664,8.593887329,59.39247755,5.717027664
0,0,0,64,0,0.65203625,8.597425461,10.41010189,5.720311777,0,0,0,4.025351524,5.720311642,8.597425461,59.54902844,5.720311642
0,0,0,64,0,0.656580448,8.601703644,10.4401989,5.723585102,0,0,0,4.043051243,5.723585129,8.601703644,59.75536688,5.723585129
0,0,0,64,0,0.661158502,8.606586456,10.45147228,5.726847748,0,0,0,4.060442924,5.726847649,8.606586456,59.8539905,5.726847649
0,0,0,64,0,0.66577065,8.611794472,10.43772793,5.730099783,0,0,0,4.077537537,5.730099678,8.611794472,59.80922254,5.730099678
0,0,0,64,0,0.67041707,8.616934776,10.37404537,5.733341277,0,0,0,4.094344616,5.733341217,8.616934776,59.47794254,5.733341217
0,0,0,64,0,0.675087452,8.62157917,10.3878212,5.736572297,0,0,0,4.110873699,5.736572266,8.62157917,59.59048731,5.736572266
0,0,0,64,0,0.689275682,8.626574516,10.39854717,5.739792912,0,0,0,4.127134323,5.739792824,8.626574516,59.68550736,5.739792824
0,0,0,64,0,0.703463852,8.631546021,10.40905476,5.743003188,0,0,0,4.143134594,5.743003368,8.631546021,59.77923465,5.743003368
0,0,0,64,0,0.717652023,8.636492729,10.41935158,5.746203191,0,0,0,4.158883095,5.746203423,8.636492729,59.87171128,5.746203423
0,0,0,64,0,0.731840253,8.641414642,10.42944336,5.749392986,0,0,0,4.174387455,5.749392986,8.641414642,59.9629685,5.749392986
0,0,0,64,0,0.381112874,9.066864967,8.654753685,3.526360525,0,0,0,2.079441547,3.526360512,9.066864967,30.51978175,5.049856186
0,0,0,64,0,0.389929354,9.082427025,8.657122612,3.555348061,0,0,0,2.197224617,3.555348158,9.082427025,30.7790841,5.056245804
0,0,0,64,0,0.398949772,9.097760201,8.698058128,3.583518938,0,0,0,2.302585125,3.583518982,9.097760201,31.16965603,5.062594891
0,0,0,64,0,0.408178866,9.112873077,8.680408478,3.610917913,0,0,0,2.397895336,3.610917807,9.112873077,31.34424246,5.0689044
0,0,0,64,1,0.417621434,9.127761841,8.678554535,3.63758616,1,0,0,2.484906673,0,9.127761841,31.56898986,5.075173855
0,0,0,64,0,0.427282482,9.142421722,8.752479553,3.663561646,0,0,0,0,3.663561583,9.142421722,32.0652484,5.081404209
0,0,0,64,0,0.436647087,9.156862259,8.839431763,3.688879454,0,0,0,0,3.68887949,9.156862259,32.60759822,5.087596416
1,13985200,0,64,0,0.44621703,9.171081543,8.90655899,3.713572067,0,0,0,0.693147182,3.713572025,9.171081543,33.07514868,5.09375
0,0,0,64,0,0.455996722,9.185042381,8.94382,3.737669618,0,0,0,1.098612309,3.737669706,9.185042381,33.42904428,5.09986639
0,0,0,64,0,0.465990841,9.198698997,8.964119911,3.761200116,0,0,0,1.386294365,3.76120019,9.198698997,33.71584885,5.105945587
0,0,0,64,0,0.476209521,9.203045845,9.034433365,3.784189634,0,0,0,1.609437943,3.784189701,9.203045845,34.18800909,5.111987591
0,0,0,64,0,0.497363567,9.213515282,9.070886612,3.80666249,0,0,0,1.791759491,3.80666256,9.213515282,34.52980381,5.117993832
0,0,0,64,0,0.518517613,9.223876953,9.105345726,3.828641396,0,0,0,1.945910096,3.828641415,9.223876953,34.86110358,5.123963833
0,0,0,64,0,0.5396716,9.234131813,9.137988091,3.850147602,0,0,0,2.079441547,3.850147486,9.234131813,35.18260293,5.129898548
0,0,0,64,0,0.560825646,9.244283676,9.168970108,3.871201011,0,0,0,2.197224617,3.871201038,9.244283676,35.49492635,5.135798454
0,0,1,52,0,0.34799999,10.36468506,8.67489624,0,0,0,0,0.693147182,0,10.36468506,0,3.637586117
0,0,1,52,0,0.357066005,10.37817383,8.687075615,0,0,0,0,1.098612309,0,10.37817383,0,3.663561583
0,0,1,52,0,0.366368711,10.39123821,8.719940186,0,0,0,0,1.386294365,0,10.39123821,0,3.68887949
0,0,1,52,0,0.375914395,10.40436745,8.773534775,0,0,0,0,1.609437943,0,10.40436745,0,3.713572025
0,0,1,52,0,0.385709345,10.41814613,8.8104496,0,0,0,0,1.791759491,0,10.41814613,0,3.737669706
0,0,1,52,0,0.395760119,10.43296528,8.8453722,0,0,0,0,1.945910096,0,10.43296528,0,3.76120019
0,0,1,52,0,0.40514043,10.44892406,8.849216461,0,0,0,0,2.079441547,0,10.44892406,0,3.784189701
0,0,1,52,1,0.414744318,10.46587181,8.861826897,0,1,1,0,2.197224617,0,10.46587181,0,3.80666256
0,0,1,52,1,0.424577147,10.48361683,8.867798805,0,1,1,0,0,0,10.48361683,0,3.828641415
0,0,1,52,1,0.434644401,10.50186539,8.873267174,0,1,1,0,0.693147182,0,10.50186539,0,3.850147486
0,0,1,52,1,0.444951117,10.47639179,8.93120575,0,1,1,0,1.098612309,0,10.47639179,0,3.871201038
0,0,1,52,2,0.478133023,10.48973751,8.949034691,0,1,1,0,1.386294365,0,10.48973751,0,3.891820192
0,0,1,52,1,0.511314988,10.50290585,8.966096878,0,1,1,0,1.609437943,0,10.50290585,0,3.912023067
0,0,1,52,1,0.544496894,10.51590443,8.98244381,0,1,1,0,1.791759491,0,10.51590443,0,3.931825638
0,0,0,52,0,0.5776788,10.52873611,8.998120308,0,0,0,0,1.945910096,0,10.52873611,0,3.951243639
0,0,0,64,2,0.344471604,9.436127663,8.729650497,4.442651256,1,0,0,3.583518982,0,9.436127663,38.78279275,5.135798454
0,0,0,64,2,0.352323383,9.455704689,8.749444008,4.454347296,1,0,0,3.610917807,0,9.455704689,38.97306226,5.141663551
0,0,0,64,2,0.360354155,9.475012779,8.770287514,4.465908119,1,0,0,3.637586117,0,9.475012779,39.16729821,5.147494316
0,0,0,64,1,0.368568003,9.493999481,8.778164864,4.477336814,1,0,0,3.663561583,0,9.493999481,39.30280071,5.153291702
0,0,0,64,2,0.376969129,9.512597084,8.838479996,4.48863637,1,0,0,3.68887949,0,9.512597084,39.67272276,5.159055233
0,0,0,64,2,0.385561764,9.530765533,8.871872902,4.49980967,1,0,0,3.713572025,0,9.530765533,39.92173948,5.164785862
