Model,Scenario (History),Region,Variable,Unit,1980,1985,1990,1995,2000,2005,2008,2010
History,World Bank (WDI),HRV,GDP|PPP,billion US$2005/yr,,,64.0499735967342,46.3842988084342,54.8044394085551,68.1689521994019,76.7830813367869,71.3230691998552
History,World Bank (WDI),HTI,GDP|PPP,billion US$2005/yr,,,,8.6815274644087,9.83003601029058,9.56442002736676,10.1921716039107,9.95648418244304
History,World Bank (WDI),HUN,GDP|PPP,billion US$2005/yr,121.534155299785,132.605355544296,136.103466846657,120.752169737485,139.620477108195,171.223488172605,179.692876744335,169.583339816724
History,World Bank (WDI),IDN,GDP|PPP,billion US$2005/yr,199.519242466234,262.379517917906,370.233849524179,540.619205378478,559.744217646431,705.158950677719,838.730757140111,930.654243069005
History,World Bank (WDI),IND,GDP|PPP,billion US$2005/yr,615.46200681716,791.313099292052,1056.49615730146,1353.71441986612,1797.37553855289,2517.28159544972,3169.70700681746,3762.85903426931
History,World Bank (WDI),IRL,GDP|PPP,billion US$2005/yr,43.2440136460235,49.0438093842204,61.7219596483406,77.4128111453159,123.216216633001,160.669273887371,172.400259442328,158.694251698564
History,World Bank (WDI),IRN,GDP|PPP,billion US$2005/yr,277.277880498807,335.89282695002,340.234345894965,402.089238332867,490.244807229159,643.503423966022,751.650933896722,
History,World Bank (WDI),IRQ,GDP|PPP,billion US$2005/yr,,,,,112.203254448003,82.5103116218135,97.389672526119,102.33683473957
History,World Bank (WDI),ISL,GDP|PPP,billion US$2005/yr,4.98408882804488,5.58701997354782,6.53110763814913,6.61727957501148,8.39893415933937,10.3528081755437,11.6349714946531,10.4242968461415
History,World Bank (WDI),ISR,GDP|PPP,billion US$2005/yr,58.2779793543463,67.4069729096125,83.2438631338407,114.02397969922,145.73288028756,162.09581371521,188.12853591722,198.396935787873
History,World Bank (WDI),ITA,GDP|PPP,billion US$2005/yr,1063.04162659824,1155.62153552755,1348.49057460413,1436.41833306512,1578.24778071254,1649.43763048393,1685.36657649027,1618.13433325368
History,World Bank (WDI),JAM,GDP|PPP,billion US$2005/yr,10.893611958248,11.113924238765,14.1798476001565,17.208451902598,16.9173732433203,18.6255387572701,19.2984279251456,18.5983662880978
History,World Bank (WDI),JOR,GDP|PPP,billion US$2005/yr,8.57418931435034,11.0515596487328,10.4377664636086,14.7109842512048,17.2255095472786,23.4560246932168,29.5581613259322,31.1852020461769
History,World Bank (WDI),JPN,GDP|PPP,billion US$2005/yr,2192.92095296058,2554.08050639426,3227.8604012311,3461.24665826006,3630.10671816613,3872.84314447102,3998.06571399912,3896.55140453769
History,World Bank (WDI),KAZ,GDP|PPP,billion US$2005/yr,,,115.893048070887,71.1602283880909,80.4574268471736,131.765490903112,164.088258776362,178.17950208704
History,World Bank (WDI),KEN,GDP|PPP,billion US$2005/yr,22.3667361093879,25.3322986865143,33.3200257032012,36.0549636092938,40.1072696364516,47.9513767589334,55.3862314411428,60.0072052507401
History,World Bank (WDI),KGZ,GDP|PPP,billion US$2005/yr,,,11.0811453349724,5.61836542098314,7.38000938660237,8.88659465935791,10.7806097070369,10.9411660584151
History,World Bank (WDI),KHM,GDP|PPP,billion US$2005/yr,,,,9.05696241834306,12.888733286986,20.1433337544963,26.2372938846799,27.8259476887258
History,World Bank (WDI),KIR,GDP|PPP,billion US$2005/yr,0.121338062079169,0.128434980128473,0.139626538213968,0.146616825843999,0.197861524185132,0.215402174596245,0.217965975491749,0.220439870697223
History,World Bank (WDI),KNA,GDP|PPP,billion US$2005/yr,0.247044957811275,0.285898991358111,0.416682381764007,0.502232976545539,0.624902372878292,0.735774024992856,0.879181183187809,0.782955537837693
History,World Bank (WDI),KOR,GDP|PPP,billion US$2005/yr,211.343148331126,307.978487088151,487.962494034417,710.725039838256,880.479822889845,1096.74105379418,1240.30175301277,1320.93414138516
History,World Bank (WDI),KWT,GDP|PPP,billion US$2005/yr,55.0546735985052,43.4865669345399,,67.7499163086009,74.4464202375506,110.444592356097,,
History,World Bank (WDI),LAO,GDP|PPP,billion US$2005/yr,,3.18364393060906,3.93003242965028,5.30500422458638,7.15480467953747,9.69184377043857,12.1567165399368,14.3104176845121
History,World Bank (WDI),LBN,GDP|PPP,billion US$2005/yr,,,16.9141100978696,30.073188633057,32.2880191117215,38.8841489321714,45.9511026539492,53.3469326261023
History,World Bank (WDI),LBR,GDP|PPP,billion US$2005/yr,3.37027352984036,3.06438377077873,1.04923572013779,0.293284125060937,1.35912744302956,1.07643249552644,1.35960375275965,1.50040185191602
History,World Bank (WDI),LBY,GDP|PPP,billion US$2005/yr,,,,,66.0317210424768,80.8645812317391,94.2231286424797,
History,World Bank (WDI),LCA,GDP|PPP,billion US$2005/yr,0.495524573876054,0.554724588632382,0.981766070326972,1.15922534073573,1.33561921058326,1.46923836768047,1.65887073649362,1.69162068150681
History,World Bank (WDI),LKA,GDP|PPP,billion US$2005/yr,22.902856887312,29.1602859089695,34.5270961689422,44.9041335309821,57.4090022614386,69.7403908185097,84.9633611879586,95.0178797354402
History,World Bank (WDI),LSO,GDP|PPP,billion US$2005/yr,0.545923500305407,0.632631995586799,0.731021339147052,0.892417056180191,1.08101011377536,2.46870017511594,2.81388126689616,3.00555160327206
History,World Bank (WDI),LTU,GDP|PPP,billion US$2005/yr,,,46.265841245116,26.8298761818961,33.3412675081592,48.5198954330389,59.1575427103692,51.1076132267246
History,World Bank (WDI),LUX,GDP|PPP,billion US$2005/yr,10.0535642378435,11.3664962649457,16.2994306414091,19.785257113988,26.64098675677,31.7794258063227,35.8423019562171,34.8520578815586
History,World Bank (WDI),LVA,GDP|PPP,billion US$2005/yr,20.7960544873176,24.593928489751,26.9466706346029,15.3772314516216,20.2588670499667,30.0281936178885,35.4913879221898,29.018886899606
History,World Bank (WDI),MAC,GDP|PPP,billion US$2005/yr,,5.29528779836047,7.89463460927935,10.5133487275226,10.2746904508134,17.8615901995691,24.2012863356925,31.0747975946402
History,World Bank (WDI),MAR,GDP|PPP,billion US$2005/yr,46.0323331449253,54.1274752456835,67.1755199428072,70.3298748540879,84.8413214309767,108.171204433405,126.407893739451,137.293198619131
History,World Bank (WDI),MDA,GDP|PPP,billion US$2005/yr,13.1295915897071,14.879212913958,16.9389840060272,6.79086013970282,6.03172191561013,8.49164265150963,9.88303016916616,9.93647899279041
History,World Bank (WDI),MDG,GDP|PPP,billion US$2005/yr,11.0948964978446,10.212110824529,11.6925891558311,11.5027128909939,13.8838224698042,15.5370937125502,18.5715361220732,17.9987510724447
History,World Bank (WDI),MDV,GDP|PPP,billion US$2005/yr,,,,0.795284611323532,1.18131889312688,1.54150652587866,2.35023854041521,2.41486926469458
History,World Bank (WDI),MEX,GDP|PPP,billion US$2005/yr,704.166432264646,775.110057009741,842.247559954046,908.514540288504,1184.79303790329,1298.15027731085,1426.2912707285,1411.09375275446
History,World Bank (WDI),MKD,GDP|PPP,billion US$2005/yr,,,16.2882855286648,12.8362358084503,14.8580510815748,16.060169948045,18.7916102583509,18.9538133178474
History,World Bank (WDI),MLI,GDP|PPP,billion US$2005/yr,5.43482062341197,4.80332801340682,5.76796381265466,6.65977279934358,8.57150110096823,11.6554562753419,13.4409900057575,14.6778971110373
History,World Bank (WDI),MLT,GDP|PPP,billion US$2005/yr,3.31397688902991,3.60412332409676,4.85932203161919,6.34537638174496,8.01452362940842,8.4663265572,9.50226284261635,9.47767241171909
History,World Bank (WDI),MMR,GDP|PPP,billion US$2005/yr,11.8554784922377,15.0017825902461,13.4667457804465,17.8829597205156,26.8678454536364,49.2073291367267,68.7189811502746,83.9058229563456
History,World Bank (WDI),MNE,GDP|PPP,billion US$2005/yr,,,,,4.499086280862,5.16822895079109,6.64196978859479,6.41996194841101
History,World Bank (WDI),MNG,GDP|PPP,billion US$2005/yr,,4.45011991551829,5.33843697419462,4.65333170495994,5.32496580055957,7.28966669470785,9.5008524736969,9.97739759726525
History,World Bank (WDI),MOZ,GDP|PPP,billion US$2005/yr,5.33819847769246,4.15426548608922,5.41814294702008,6.4257474049473,9.21172005038819,13.9060093558557,17.3215055087821,19.765659945143
History,World Bank (WDI),MRT,GDP|PPP,billion US$2005/yr,2.62445301227984,2.74147476942152,3.09175922486294,3.61355552739783,4.09706436090376,4.99099990058866,5.81671959947816,6.03341476232554
History,World Bank (WDI),MUS,GDP|PPP,billion US$2005/yr,3.60212429314151,4.5229861690164,6.46307129318225,8.20448983922285,10.8644985867823,12.6283510018466,14.6648314467042,15.7383748077602
History,World Bank (WDI),MWI,GDP|PPP,billion US$2005/yr,4.29628949342284,4.7662040566041,5.34156822138897,6.18555500044816,7.49228243562085,8.26847498880316,10.2319076880485,11.7912094920763
History,World Bank (WDI),MYS,GDP|PPP,billion US$2005/yr,67.3219478427138,86.3500194799023,120.310643642402,189.161425699101,239.03533058704,301.308420195869,355.925054160144,375.288126656335
History,World Bank (WDI),NAM,GDP|PPP,billion US$2005/yr,4.99163704350716,4.94339970355876,5.64098585050494,7.16127925094809,8.51057112303763,10.827002302648,12.7411021459721,13.2592063236359
History,World Bank (WDI),NER,GDP|PPP,billion US$2005/yr,5.52436552857929,4.82024998335664,5.46473334998199,5.66917193227664,6.52128945530744,7.92415224658157,9.4229863407876,10.1297103163467
History,World Bank (WDI),NGA,GDP|PPP,billion US$2005/yr,124.299407653177,106.532717984652,138.234067763981,156.275632288909,181.729715758617,244.642093040951,293.161226641759,338.306589738457
History,World Bank (WDI),NIC,GDP|PPP,billion US$2005/yr,8.91002498447461,9.19687579940644,7.77208917249219,8.4894536131197,10.8468294989199,12.668882015027,14.5347201206438,15.1281728527879
History,World Bank (WDI),NLD,GDP|PPP,billion US$2005/yr,315.136987931273,333.210864270348,392.862291886134,440.027191808453,536.543000571345,572.900602702298,626.674859859337,614.724900948884
History,World Bank (WDI),NOR,GDP|PPP,billion US$2005/yr,106.253672351577,125.186109572169,136.225884490978,163.577901276486,195.996750303047,218.707421837871,231.476886331219,228.311915050782
History,World Bank (WDI),NPL,GDP|PPP,billion US$2005/yr,8.52353954700511,10.8250952653798,13.5335183912359,17.4262962996715,22.0254132080814,26.0218171533422,29.5129739762271,32.2179434873844
History,World Bank (WDI),NZL,GDP|PPP,billion US$2005/yr,54.1361558101803,61.9390808524031,64.5749237820668,75.3111251656089,86.0640317164539,104.608094024892,106.882112172555,
History,World Bank (WDI),OMN,GDP|PPP,billion US$2005/yr,11.5984787050158,23.5126447959925,27.3886380266292,36.4281290511258,43.0072164317216,51.1350233384035,64.9907083494408,
History,World Bank (WDI),PAK,GDP|PPP,billion US$2005/yr,98.5236217684115,136.732106482382,181.203381335566,227.188941243651,266.680486000701,340.26205992466,387.907639269073,418.508109294597
History,World Bank (WDI),PAN,GDP|PPP,billion US$2005/yr,12.8086762783714,15.1700005180278,14.6708286355385,19.1689425506088,24.0390369479683,29.684275263507,39.9933941347549,42.9301138617975
History,World Bank (WDI),PER,GDP|PPP,billion US$2005/yr,105.160095632931,106.863876693571,97.0838793325392,126.783002543769,143.353307346485,176.016624588136,226.776794630955,248.759342954349
History,World Bank (WDI),PHL,GDP|PPP,billion US$2005/yr,133.048217674586,124.781907001344,157.250823257202,175.041119533621,208.538893248145,260.987323044372,305.005954070503,332.054607782837
History,World Bank (WDI),PLW,GDP|PPP,billion US$2005/yr,,,,0.22019793033577,0.240685640604307,0.256999358969518,0.257025092315331,0.256660116684243
History,World Bank (WDI),PNG,GDP|PPP,billion US$2005/yr,6.19605192509107,6.6331216429862,7.02209288560634,10.6037932012852,10.491634507294,11.3743651241007,13.3465223557011,15.2070275720859
History,World Bank (WDI),POL,GDP|PPP,billion US$2005/yr,,,311.826005004717,347.245022801568,451.960597274436,526.078602780189,627.352041595408,662.567530838905
History,World Bank (WDI),PRT,GDP|PPP,billion US$2005/yr,117.128379003377,122.416260385131,161.296504380316,175.515763122107,215.789049215628,224.640675550363,233.292114116987,230.603797128742
History,World Bank (WDI),PRY,GDP|PPP,billion US$2005/yr,12.9277788151363,14.0412958239024,16.9935966167541,20.4696090954545,20.2723904626476,23.0061261114361,27.1163708831574,29.996266772241
History,World Bank (WDI),QAT,GDP|PPP,billion US$2005/yr,,,,,38.3109193819152,57.0686509124062,107.647704461333,
History,World Bank (WDI),R32AUNZ,GDP|PPP,billion US$2005/yr,348.595503113993,399.744380727602,473.782027784665,536.646817766277,656.120218610085,771.48614406755,846.750954811083,
History,World Bank (WDI),R32BRA,GDP|PPP,billion US$2005/yr,920.935004812106,972.00818297958,1073.70399345353,1248.85605519457,1379.54884137069,1582.64236338872,1835.59985132636,1960.3605712403
History,World Bank (WDI),R32CAN,GDP|PPP,billion US$2005/yr,567.370293678304,649.668896366937,748.721512530885,815.396462410773,998.377904471884,1131.99996169552,1197.75683373065,1202.02244838091
History,World Bank (WDI),R32CAS,GDP|PPP,billion US$2005/yr,30.6425699593613,52.4731424822999,271.415264258625,152.699931062792,182.665310272258,291.338767374068,393.536659772059,434.646232591906
History,World Bank (WDI),R32CHN,GDP|PPP,billion US$2005/yr,584.723825513223,954.071679349718,1392.5273589449,2412.79223789949,3576.85875500431,5625.19327912896,7874.10512825956,9448.13864563122
History,World Bank (WDI),R32EEU,GDP|PPP,billion US$2005/yr,11.3420242466794,12.5470346839452,181.308850596925,119.741858654729,156.355304215378,195.612546342522,225.314356145807,218.927334005173
History,World Bank (WDI),R32EEU-FSU,GDP|PPP,billion US$2005/yr,13.1295915897071,14.879212913958,500.880309272897,250.423295617984,245.936693169169,354.990025746492,431.393575214707,405.056752233329
History,World Bank (WDI),R32EFTA,GDP|PPP,billion US$2005/yr,291.298554680536,324.817919984554,367.053529567809,395.609283102991,453.784257254084,495.190051246589,534.944278124223,532.859644456448
History,World Bank (WDI),R32EU12-H,GDP|PPP,billion US$2005/yr,144.027689261186,221.917355016086,748.4719770058,749.636168182249,911.819041654235,1089.07858735632,1270.1190616397,1282.98549540436
History,World Bank (WDI),R32EU12-M,GDP|PPP,billion US$2005/yr,242.259850245568,285.23758267807,321.281202328576,263.52486936717,265.418608064198,357.264439465929,439.871218032592,401.123601049393
History,World Bank (WDI),R32EU15,GDP|PPP,billion US$2005/yr,6797.7278532597,7350.14463264733,8653.89352948634,9374.55644471422,10800.8970873327,11746.0080580963,12486.9483632251,12154.2149099069
History,World Bank (WDI),R32IDN,GDP|PPP,billion US$2005/yr,199.519242466234,262.379517917906,370.233849524179,540.619205378478,559.744217646431,705.158950677719,838.730757140111,930.654243069005
History,World Bank (WDI),R32IND,GDP|PPP,billion US$2005/yr,615.46200681716,791.313099292052,1056.49615730146,1353.71441986612,1797.37553855289,2517.28159544972,3169.70700681746,3762.85903426931
