timeindep,ltsc0,d1950,d1960,d1970,d1980,d1990,d2000,region,nb_conflict,ncts0,nc2l,timeinstatusnc,ltisnc,ltsnc,ltimeindep,temperature,prec_gpcc,temptemp,tempmean,tempdev,YMHEP,YMHEP_ltsc0,lpop,lGDPcap,lpop_ltsc0,lGDPcap_ltsc0,conflict_actual,conflict_prediction
6.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.79,1.0,1.0,6.0,1.79,1.79,7.78,165.18,7.78,8.63,-0.85,0.85,1.53,10.83,8.15,19.4,14.6,0,0
278.0,4.17,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,6.0,5.0,1.61,5.63,11.58,164.16,11.58,11.39,0.19,0.27,1.11,10.64,8.76,44.43,36.55,0,0
24.0,3.18,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,3.18,0.0,2.0,1.0,0.0,3.18,8.22,409.37,8.22,8.02,0.2,0.05,0.15,5.78,6.86,18.38,21.81,0,1
7.0,1.95,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.95,0.0,3.0,2.0,0.69,1.95,21.21,240.48,21.21,21.63,-0.42,0.16,0.31,8.37,7.52,16.3,14.64,0,0
59.0,4.08,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.08,0.0,24.0,23.0,3.14,4.08,12.28,289.86,12.28,12.85,-0.57,0.52,2.12,7.72,8.1,31.48,33.03,0,0
22.0,3.09,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.09,0.0,3.0,2.0,0.69,3.09,26.65,663.21,26.65,26.32,0.33,0.14,0.42,8.13,7.03,25.14,21.73,0,0
8.0,2.08,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.08,0.0,9.0,8.0,2.08,2.08,21.19,270.51,21.19,20.81,0.38,0.06,0.13,8.48,6.4,17.63,13.31,0,0
160.0,3.89,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,21.0,20.0,3.0,5.08,24.9,444.27,24.9,24.71,0.19,0.3,1.16,11.76,8.85,45.75,34.43,0,0
72.0,3.18,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,5.0,1.61,4.28,26.05,17.09,-99.0,25.33,0.72,0.59,1.86,10.08,9.9,32.03,31.47,0,0
151.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,43.0,42.0,3.74,5.02,25.84,492.01,25.84,25.25,0.59,0.2,0.0,8.35,7.77,0.0,0.0,0,1
112.0,4.72,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.72,0.0,17.0,16.0,2.77,4.72,8.28,242.4,8.28,8.97,-0.7,0.6,2.81,5.89,10.23,27.81,48.27,0,0
155.0,1.39,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.39,0.0,47.0,46.0,3.83,5.04,25.69,558.77,25.69,25.25,0.44,0.21,0.29,8.45,7.77,11.71,10.77,0,0
124.0,4.82,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.82,0.0,29.0,28.0,3.33,4.82,8.97,151.97,8.97,8.97,-0.01,0.62,2.97,5.96,10.73,28.71,51.73,0,0
46.0,2.89,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.89,0.0,14.0,13.0,2.56,3.83,7.3,136.2,-99.0,8.06,-0.76,0.72,2.09,10.34,8.63,29.9,24.96,0,0
162.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.3,0.0,7.0,6.0,1.79,5.09,27.7,381.6,-99.0,26.4,1.3,0.3,0.69,8.7,8.58,20.03,19.76,0,0
155.0,3.83,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.83,0.0,5.0,4.0,1.39,5.04,25.4,770.27,25.4,24.79,0.61,0.29,1.12,8.15,8.88,31.22,34.01,0,0
192.0,3.37,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.37,0.0,18.0,17.0,2.83,5.26,13.3,150.5,-99.0,13.64,-0.34,0.48,1.61,10.58,9.39,35.63,31.61,0,0
21.0,3.04,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.39,3.04,26.92,400.09,26.92,26.68,0.23,0.39,1.2,6.6,7.46,20.11,22.7,0,0
10.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,11.0,10.0,2.3,2.3,19.37,81.35,19.37,19.27,0.1,0.27,0.63,7.55,8.41,17.38,19.36,0,0
43.0,3.14,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,44.0,43.0,3.76,3.76,25.11,239.99,-99.0,24.86,0.25,0.26,0.81,10.51,7.23,32.96,22.69,0,0
289.0,5.23,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.23,0.0,47.0,46.0,3.83,5.67,14.08,225.8,-99.0,13.08,1.0,0.71,3.73,11.01,10.19,57.57,53.32,0,0
44.0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.3,0.0,6.0,5.0,1.61,3.78,27.34,249.7,-99.0,27.31,0.03,0.27,0.9,7.4,7.44,24.37,24.53,0,0
19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,3.0,2.0,0.69,2.94,24.64,689.93,24.64,25.45,-0.81,0.35,0.0,9.44,8.25,0.0,0.0,0,0
29.0,3.37,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.37,0.0,21.0,20.0,3.0,3.37,27.17,29.1,27.17,26.63,0.54,0.5,1.67,6.5,10.03,21.9,33.77,0,0
63.0,4.14,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.14,0.0,28.0,27.0,3.3,4.14,11.94,307.78,11.94,12.85,-0.91,0.57,2.34,7.82,8.16,32.39,33.82,0,0
80.0,4.38,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.38,0.0,3.0,2.0,0.69,4.38,9.84,259.68,-99.0,9.64,0.2,0.78,3.4,8.26,10.45,36.2,45.78,0,0
23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,14.0,13.0,2.56,3.14,26.19,465.64,26.19,27.12,-0.93,0.06,0.0,8.91,6.27,0.0,0.0,0,1
35.0,3.56,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3.56,0.0,35.0,34.0,3.53,3.56,21.32,557.4,21.32,21.73,-0.42,0.71,2.53,9.85,9.02,35.01,32.08,0,0
101.0,4.62,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.62,0.0,53.0,52.0,3.95,4.62,22.16,88.8,-99.0,21.6,0.56,0.85,3.92,9.89,10.32,45.64,47.65,0,0
26.0,3.26,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.26,0.0,5.0,4.0,1.39,3.26,27.78,151.31,27.78,28.28,-0.5,0.09,0.29,8.8,7.3,28.67,23.79,0,0
300.0,3.61,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.61,0.0,9.0,8.0,2.08,5.7,12.06,253.22,12.06,11.05,1.01,0.83,3.0,10.99,10.25,39.68,37.0,0,0
155.0,3.78,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,16.0,15.0,2.71,5.04,24.51,456.33,24.51,24.71,-0.2,0.27,1.01,11.64,8.81,44.04,33.32,0,0
107.0,4.67,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.67,0.0,12.0,11.0,2.4,4.67,9.27,225.19,9.27,8.97,0.29,0.57,2.67,5.86,10.22,27.39,47.74,0,0
16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,17.0,16.0,2.77,2.77,27.99,726.3,27.99,28.06,-0.07,0.41,0.0,8.36,7.5,0.0,0.0,0,1
8.0,2.08,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,2.0,0.69,2.08,7.03,62.19,7.03,6.26,0.77,0.89,1.85,9.59,8.5,19.95,17.67,0,0
30.0,3.4,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,16.0,15.0,2.71,3.4,24.64,411.47,24.64,24.46,0.18,0.24,0.8,7.78,8.18,26.45,27.82,0,0
144.0,0.69,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,4.0,1.39,4.97,20.43,363.3,-99.0,20.74,-0.31,0.44,0.31,9.43,8.58,6.54,5.95,0,0
6.0,1.79,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.79,0.0,8.0,7.0,1.95,1.79,11.22,156.12,-99.0,-99.0,-99.0,0.87,1.57,8.9,9.19,15.95,16.47,0,0
38.0,3.64,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.64,0.0,30.0,29.0,3.37,3.64,28.51,26.21,-99.0,27.3,1.22,0.49,1.77,8.95,10.61,32.56,38.6,0,0
43.0,3.76,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.76,0.0,15.0,14.0,2.64,3.76,21.22,260.95,-99.0,20.81,0.41,0.2,0.74,9.53,6.51,35.83,24.5,0,0
135.0,4.91,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.91,0.0,27.0,26.0,3.26,4.91,24.76,573.94,24.76,25.25,-0.49,0.17,0.82,7.94,8.62,38.93,42.27,0,0
30.0,3.4,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.4,0.0,4.0,3.0,1.1,3.4,27.19,610.73,27.19,26.68,0.51,0.42,1.42,6.59,7.77,22.43,26.41,0,0
297.0,3.04,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.04,0.0,3.0,2.0,0.69,5.69,26.17,39.57,26.17,26.74,-0.57,0.49,1.5,7.69,9.81,23.4,29.88,0,0
28.0,3.33,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,14.0,13.0,2.56,3.33,24.48,402.83,24.48,24.46,0.02,0.24,0.81,7.72,8.2,25.73,27.31,0,0
6.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.79,0.0,3.0,2.0,0.69,1.79,10.36,356.69,10.36,10.33,0.02,0.86,1.53,7.6,9.8,13.61,17.56,0,0
170.0,4.08,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,31.0,30.0,3.4,5.14,24.81,422.67,24.81,24.71,0.09,0.34,1.39,11.95,8.86,48.72,36.11,0,0
45.0,2.08,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,46.0,45.0,3.81,3.81,23.15,505.88,23.15,22.95,0.19,0.19,0.4,8.58,7.16,17.83,14.89,0,0
44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,39.0,38.0,3.64,3.78,18.16,200.08,18.16,18.22,-0.05,0.35,0.0,7.89,9.07,0.0,0.0,0,0
21.0,3.04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,22.0,21.0,3.04,3.04,19.51,223.11,19.51,19.63,-0.12,0.32,0.97,6.73,8.11,20.48,24.69,0,0
308.0,5.73,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.73,0.0,60.0,59.0,4.08,5.73,3.65,169.93,-99.0,2.44,1.21,0.86,4.91,9.13,10.44,52.32,59.84,0,0
20.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,6.0,5.0,1.61,3.0,20.93,292.11,20.93,20.89,0.04,0.03,0.1,8.61,6.7,25.79,20.09,0,0
23.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.04,0.0,24.0,23.0,3.14,3.14,11.34,-99.0,-99.0,9.95,1.39,0.67,2.05,8.13,8.16,24.77,24.83,0,0
178.0,3.56,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.56,0.0,4.0,3.0,1.1,5.18,20.51,276.62,-99.0,20.55,-0.03,0.47,1.67,9.11,8.17,32.38,29.03,0,0
38.0,2.48,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.48,1.0,1.0,1.0,0.0,3.64,27.63,476.7,-99.0,27.27,0.36,0.23,0.57,7.36,7.03,18.28,17.46,0,0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,5.0,4.0,1.39,3.87,19.39,286.21,-99.0,19.4,-0.01,0.04,0.0,9.03,6.26,0.0,0.0,0,2
28.0,3.33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.33,0.0,4.0,3.0,1.1,3.33,19.49,221.55,19.49,19.63,-0.13,0.39,1.29,6.89,8.32,22.97,27.74,0,0
46.0,0.69,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,16.0,15.0,2.71,3.83,19.79,62.03,19.79,19.4,0.39,0.25,0.17,11.7,7.46,8.11,5.17,0,0
130.0,4.87,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,4.87,0.0,28.0,27.0,3.3,4.87,25.3,603.96,25.3,25.37,-0.07,0.05,0.23,7.45,7.38,36.28,35.93,0,0
59.0,4.08,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,4.08,0.0,59.0,58.0,4.06,4.08,12.84,375.53,-99.0,11.51,1.33,0.97,3.97,10.77,10.12,43.92,41.28,0,0
29.0,3.37,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.37,0.0,7.0,6.0,1.79,3.37,26.07,390.47,26.07,25.8,0.27,0.07,0.23,8.59,6.72,28.92,22.64,0,0
170.0,4.44,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,37.0,36.0,3.58,5.14,21.62,452.77,21.62,22.31,-0.69,0.34,1.53,9.44,8.73,41.92,38.78,0,0
203.0,2.08,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,11.0,10.0,2.3,5.31,13.05,462.18,13.05,13.51,-0.46,0.14,0.29,9.38,6.28,19.5,13.07,0,0
27.0,3.3,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,3.3,0.0,16.0,15.0,2.71,3.3,6.98,241.62,6.98,6.88,0.1,0.3,1.0,9.7,7.95,31.96,26.21,0,0
23.0,3.14,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.14,0.0,24.0,23.0,3.14,3.14,28.34,333.34,28.34,28.98,-0.64,0.18,0.55,7.74,8.62,24.27,27.03,0,0
153.0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,14.0,13.0,2.56,5.03,20.46,409.7,20.46,20.74,-0.28,0.55,1.32,9.68,8.7,23.21,20.87,0,0
9.0,1.61,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.61,0.0,2.0,1.0,0.0,2.2,10.03,309.48,-99.0,9.75,0.29,0.81,1.31,8.26,8.53,13.3,13.73,0,0
29.0,3.37,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,18.0,17.0,2.83,3.37,26.44,13.61,26.44,25.72,0.72,0.34,1.13,7.63,9.6,25.69,32.34,0,0
28.0,3.33,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,3.33,0.0,28.0,27.0,3.3,3.33,10.69,278.6,10.69,11.51,-0.82,0.65,2.16,10.47,8.42,34.89,28.04,0,0
164.0,2.08,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.08,0.0,8.0,7.0,1.95,5.1,24.33,492.99,-99.0,23.28,1.05,0.19,0.4,9.42,8.31,19.59,17.27,0,0
8.0,2.08,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,2.08,10.87,174.93,10.87,10.56,0.31,0.66,1.38,7.62,8.85,15.84,18.4,0,0
22.0,3.09,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.09,1.0,1.0,1.0,0.0,3.09,27.81,332.15,27.81,27.27,0.54,0.13,0.42,7.06,7.23,21.83,22.34,0,0
18.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,18.0,17.0,2.83,2.89,22.18,121.03,22.18,21.13,1.05,0.33,0.36,9.01,7.11,9.9,7.81,0,0
40.0,3.69,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.69,0.0,9.0,8.0,2.08,3.69,25.0,336.96,25.0,25.96,-0.96,0.05,0.17,8.53,7.41,31.46,27.34,0,0
287.0,5.02,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,0.69,5.66,15.88,283.01,15.88,15.24,0.64,0.25,1.27,9.2,9.51,46.23,47.79,0,0
28.0,3.33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,20.0,19.0,2.94,3.33,22.1,201.36,22.1,21.63,0.46,0.23,0.75,9.02,7.07,30.04,23.55,0,0
40.0,3.69,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.69,0.0,12.0,11.0,2.4,3.69,20.78,308.32,-99.0,20.81,-0.03,0.2,0.75,9.44,6.46,34.82,23.83,0,0
170.0,4.11,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,27.0,26.0,3.26,5.14,20.76,190.43,20.76,20.75,0.01,0.31,1.29,11.38,9.21,46.8,37.86,0,0
25.0,3.22,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,22.0,21.0,3.04,3.22,18.13,45.59,18.13,18.5,-0.38,0.44,1.42,7.46,7.65,24.02,24.61,0,0
35.0,3.56,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.56,0.0,13.0,12.0,2.48,3.56,21.53,117.54,-99.0,21.27,0.25,0.35,1.25,7.49,9.18,26.62,32.65,0,0
11.0,2.4,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.4,0.0,12.0,11.0,2.4,2.4,22.36,66.83,22.36,23.41,-1.05,0.09,0.22,5.82,7.14,13.95,17.11,0,0
298.0,3.09,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.09,0.0,4.0,3.0,1.1,5.7,26.9,14.57,26.9,26.74,0.15,0.49,1.53,7.68,9.84,23.75,30.42,0,0
12.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.48,0.0,9.0,8.0,2.08,2.48,27.25,-99.0,-99.0,-99.0,-99.0,0.38,0.94,7.1,7.46,17.64,18.55,0,0
50.0,1.95,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,5.0,4.0,1.39,3.91,25.12,373.25,-99.0,24.46,0.66,0.09,0.18,8.3,8.24,16.16,16.04,0,0
24.0,1.61,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,10.0,9.0,2.2,3.18,28.46,17.25,28.46,28.76,-0.3,0.23,0.37,7.45,7.47,11.99,12.03,0,0
47.0,3.47,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.47,0.0,20.0,19.0,2.94,3.85,21.34,129.55,-99.0,21.13,0.21,0.67,2.32,9.44,6.11,32.73,21.16,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,26.73,283.38,-99.0,27.31,-0.58,0.03,0.0,6.01,7.13,0.0,0.0,0,1
15.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.4,0.0,8.0,7.0,1.95,2.71,10.6,277.84,-99.0,9.75,0.86,0.9,2.16,8.26,8.86,19.81,21.24,0,0
269.0,1.79,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.79,0.0,21.0,20.0,3.0,5.59,10.27,215.1,-99.0,11.05,-0.79,0.58,1.04,10.83,9.58,19.4,17.16,0,0
187.0,3.78,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.78,0.0,2.0,1.0,0.0,5.23,20.36,312.02,-99.0,20.55,-0.19,0.6,2.26,9.23,8.45,34.92,31.98,0,0
43.0,2.2,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,9.0,8.0,2.08,3.76,19.52,43.7,19.52,18.82,0.69,0.17,0.38,10.25,7.98,22.53,17.53,0,1
94.0,4.54,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.54,0.0,6.0,5.0,1.61,4.54,13.78,240.93,-99.0,12.85,0.94,0.35,1.58,8.06,8.81,36.62,40.05,0,0
12.0,1.39,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,10.0,9.0,2.2,2.48,24.09,371.52,24.09,24.1,-0.02,0.24,0.33,9.96,7.05,13.8,9.78,0,0
19.0,2.94,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,5.0,4.0,1.39,2.94,21.74,283.33,21.74,20.89,0.86,0.03,0.09,8.58,6.72,25.26,19.78,0,0
77.0,4.34,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.34,0.0,29.0,28.0,3.33,4.34,21.13,137.87,21.13,21.6,-0.47,0.75,3.25,9.57,9.85,41.58,42.77,0,0
4.0,1.39,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,5.0,4.0,1.39,1.39,7.42,48.75,7.42,6.26,1.16,0.9,1.24,9.65,8.41,13.38,11.66,0,0
178.0,3.09,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,15.0,14.0,2.64,5.18,7.09,239.24,7.09,7.2,-0.12,0.61,1.88,9.59,9.23,29.65,28.52,0,0
2.0,0.69,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.69,0.0,3.0,2.0,0.69,0.69,22.89,26.65,-99.0,23.14,-0.25,0.13,0.09,9.43,8.17,6.54,5.66,0,0
5.0,1.61,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.61,0.0,6.0,5.0,1.61,1.61,26.28,58.33,26.28,26.63,-0.35,0.45,0.72,5.65,9.86,9.09,15.87,0,0
53.0,3.97,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,3.97,0.0,53.0,52.0,3.95,3.97,23.04,362.23,-99.0,21.73,1.31,0.72,2.86,10.02,10.01,39.78,39.74,0,0
31.0,3.43,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,20.0,19.0,2.94,3.43,25.36,21.77,25.36,25.72,-0.36,0.33,1.13,7.54,9.92,25.91,34.05,0,0
177.0,2.56,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,43.0,42.0,3.74,5.18,25.11,486.04,-99.0,24.81,0.3,0.42,1.09,10.21,9.27,26.19,23.79,0,0
35.0,3.56,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,1.0,0.0,3.56,27.15,283.72,27.15,26.91,0.23,0.07,0.25,8.7,7.03,30.92,24.99,0,0
129.0,4.86,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.86,0.0,48.0,47.0,3.85,4.86,-7.04,116.73,-7.04,-7.06,0.02,0.91,4.44,10.3,10.24,50.03,49.75,0,0
121.0,3.33,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.33,0.0,7.0,6.0,1.79,4.8,25.72,432.66,-99.0,26.4,-0.68,0.1,0.35,7.96,8.11,26.52,27.01,0,0
104.0,4.06,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.06,0.0,34.0,33.0,3.5,4.64,9.32,148.47,9.32,9.5,-0.18,0.77,3.12,9.1,8.73,36.93,35.47,0,0
13.0,2.56,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,14.0,13.0,2.56,2.56,24.96,117.85,24.96,24.86,0.09,0.22,0.55,9.55,7.07,24.49,18.14,0,0
123.0,3.64,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,8.0,2.08,4.81,23.17,473.44,-99.0,24.13,-0.96,0.09,0.33,7.7,7.51,28.01,27.31,0,0
7.0,1.95,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.95,0.0,2.0,1.0,0.0,1.95,6.18,55.07,6.18,6.26,-0.08,0.89,1.73,9.61,8.46,18.69,16.47,0,1
19.0,2.94,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,5.0,4.0,1.39,2.94,24.57,395.26,24.57,24.46,0.11,0.3,0.89,7.46,7.83,21.98,23.06,0,0
48.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.71,0.0,26.0,25.0,3.22,3.87,10.55,-99.0,-99.0,12.33,-1.78,0.19,0.51,7.71,7.43,20.89,20.13,0,0
35.0,3.56,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,20.0,19.0,2.94,3.56,22.83,228.96,22.83,22.7,0.14,0.03,0.11,10.33,6.7,36.74,23.82,0,0
274.0,2.64,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,25.0,24.0,3.18,5.61,5.67,144.65,5.67,6.22,-0.55,0.15,0.41,13.71,5.75,36.17,15.17,0,0
275.0,2.48,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.48,0.0,27.0,26.0,3.26,5.62,10.68,198.6,10.68,11.05,-0.37,0.64,1.6,10.87,9.78,27.02,24.29,0,0
40.0,3.69,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,11.0,10.0,2.3,3.69,7.78,435.47,7.78,8.02,-0.25,0.11,0.39,6.27,7.41,23.14,27.32,0,0
21.0,3.04,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,14.0,2.64,3.04,26.86,268.44,26.86,26.83,0.03,0.22,0.66,7.94,7.0,24.18,21.31,0,2
3.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.1,0.0,4.0,3.0,1.1,1.1,26.44,414.81,-99.0,26.08,0.35,0.01,0.01,8.27,7.54,9.08,8.29,0,0
36.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,37.0,36.0,3.58,3.58,32.51,44.45,-99.0,27.7,4.81,0.18,0.46,6.84,7.75,17.54,19.89,0,0
38.0,3.14,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.14,0.0,11.0,10.0,2.3,3.64,21.46,149.45,-99.0,21.13,0.32,0.6,1.89,9.45,6.83,29.62,21.41,0,0
14.0,2.64,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.64,0.0,6.0,5.0,1.61,2.64,26.73,13.12,26.73,26.63,0.09,0.47,1.24,6.04,9.73,15.94,25.68,0,0
123.0,4.81,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,4.81,0.0,21.0,20.0,3.0,4.81,25.26,620.84,-99.0,25.37,-0.11,0.02,0.09,7.26,7.44,34.93,35.8,0,0
40.0,1.39,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,40.0,39.0,3.66,3.69,26.33,539.51,-99.0,25.84,0.49,0.27,0.37,11.92,7.36,16.52,10.21,0,0
188.0,2.48,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.48,0.0,8.0,7.0,1.95,5.24,21.57,163.98,-99.0,20.75,0.82,0.4,1.0,11.66,9.35,28.99,23.24,0,0
